Entity,Code,Day,people_vaccinated_per_hundred
Argentina,ARG,2021-03-03,1.94
Argentina,ARG,2021-03-04,2.08
Argentina,ARG,2021-03-05,2.28
Argentina,ARG,2021-03-07,2.62
Argentina,ARG,2021-03-08,2.66
Argentina,ARG,2021-03-09,2.88
Argentina,ARG,2021-03-10,3.15
Argentina,ARG,2021-03-11,3.46
Argentina,ARG,2021-03-12,3.8
Argentina,ARG,2021-03-13,4.15
Argentina,ARG,2021-03-14,4.28
Argentina,ARG,2021-03-15,4.32
Argentina,ARG,2021-03-16,4.57
Argentina,ARG,2021-03-17,4.8
Argentina,ARG,2021-03-18,5.07
Argentina,ARG,2021-03-19,5.27
Argentina,ARG,2021-03-20,5.47
Argentina,ARG,2021-03-21,5.56
Argentina,ARG,2021-03-22,5.61
Argentina,ARG,2021-03-23,5.79
Argentina,ARG,2021-03-24,5.96
Argentina,ARG,2021-03-25,6.04
Argentina,ARG,2021-03-26,6.25
Argentina,ARG,2021-03-27,6.44
Argentina,ARG,2021-03-28,6.55
Argentina,ARG,2021-03-29,6.59
Argentina,ARG,2021-03-30,6.8
Argentina,ARG,2021-03-31,7.11
Argentina,ARG,2021-04-01,7.4
Argentina,ARG,2021-04-02,7.61
Argentina,ARG,2021-04-03,7.73
Argentina,ARG,2021-04-04,7.86
Argentina,ARG,2021-04-05,7.91
Argentina,ARG,2021-04-06,8.21
Argentina,ARG,2021-04-07,8.56
Argentina,ARG,2021-04-08,8.99
Argentina,ARG,2021-04-09,9.39
Argentina,ARG,2021-04-10,9.91
Armenia,ARM,2021-03-31,0.02
Asia,,2020-12-15,0
Asia,,2020-12-19,0
Asia,,2020-12-20,0
Asia,,2020-12-21,0
Asia,,2020-12-22,0
Asia,,2020-12-23,0
Asia,,2020-12-24,0.01
Asia,,2020-12-25,0.01
Asia,,2020-12-26,0.01
Asia,,2020-12-27,0.01
Asia,,2020-12-28,0.01
Asia,,2020-12-29,0.02
Asia,,2020-12-30,0.02
Asia,,2020-12-31,0.02
Asia,,2021-01-01,0.02
Asia,,2021-01-02,0.03
Asia,,2021-01-03,0.03
Asia,,2021-01-04,0.03
Asia,,2021-01-05,0.04
Asia,,2021-01-06,0.04
Asia,,2021-01-07,0.04
Asia,,2021-01-08,0.04
Asia,,2021-01-09,0.04
Asia,,2021-01-10,0.06
Asia,,2021-01-11,0.06
Asia,,2021-01-12,0.06
Asia,,2021-01-13,0.06
Asia,,2021-01-14,0.07
Asia,,2021-01-15,0.07
Asia,,2021-01-16,0.07
Asia,,2021-01-17,0.07
Asia,,2021-01-18,0.08
Asia,,2021-01-19,0.09
Asia,,2021-01-20,0.09
Asia,,2021-01-21,0.1
Asia,,2021-01-22,0.11
Asia,,2021-01-23,0.12
Asia,,2021-01-24,0.12
Asia,,2021-01-25,0.13
Asia,,2021-01-26,0.13
Asia,,2021-01-27,0.14
Asia,,2021-01-28,0.16
Asia,,2021-01-29,0.17
Asia,,2021-01-30,0.18
Asia,,2021-01-31,0.19
Asia,,2021-02-01,0.19
Asia,,2021-02-02,0.2
Asia,,2021-02-03,0.21
Asia,,2021-02-04,0.23
Asia,,2021-02-05,0.25
Asia,,2021-02-06,0.26
Asia,,2021-02-07,0.26
Asia,,2021-02-08,0.27
Asia,,2021-02-09,0.28
Asia,,2021-02-10,0.3
Asia,,2021-02-11,0.32
Asia,,2021-02-12,0.39
Asia,,2021-02-13,0.41
Asia,,2021-02-14,0.42
Asia,,2021-02-15,0.44
Asia,,2021-02-16,0.46
Asia,,2021-02-17,0.49
Asia,,2021-02-18,0.52
Asia,,2021-02-19,0.54
Asia,,2021-02-20,0.55
Asia,,2021-02-21,0.56
Asia,,2021-02-22,0.58
Asia,,2021-02-23,0.65
Asia,,2021-02-24,0.67
Asia,,2021-02-25,0.69
Asia,,2021-02-26,0.71
Asia,,2021-02-27,0.72
Asia,,2021-02-28,0.73
Asia,,2021-03-01,0.75
Asia,,2021-03-02,0.78
Asia,,2021-03-03,0.82
Asia,,2021-03-04,0.85
Asia,,2021-03-05,0.89
Asia,,2021-03-06,0.92
Asia,,2021-03-07,0.93
Asia,,2021-03-08,0.98
Asia,,2021-03-09,1.02
Asia,,2021-03-10,1.06
Asia,,2021-03-11,1.09
Asia,,2021-03-12,1.13
Asia,,2021-03-13,1.16
Asia,,2021-03-14,1.17
Asia,,2021-03-15,1.24
Asia,,2021-03-16,1.3
Asia,,2021-03-17,1.35
Asia,,2021-03-18,1.4
Asia,,2021-03-19,1.46
Asia,,2021-03-20,1.52
Asia,,2021-03-21,1.54
Asia,,2021-03-22,1.62
Asia,,2021-03-23,1.69
Asia,,2021-03-24,1.75
Asia,,2021-03-25,1.81
Asia,,2021-03-26,1.87
Asia,,2021-03-27,1.92
Asia,,2021-03-28,1.94
Asia,,2021-03-29,1.96
Asia,,2021-03-30,2.02
Asia,,2021-03-31,2.08
Asia,,2021-04-01,2.17
Asia,,2021-04-02,2.26
Asia,,2021-04-03,2.33
Asia,,2021-04-04,2.41
Asia,,2021-04-05,2.5
Asia,,2021-04-06,2.62
Asia,,2021-04-07,2.7
Asia,,2021-04-08,2.8
Asia,,2021-04-09,2.88
Asia,,2021-04-10,2.97
Australia,AUS,2021-02-15,0
Australia,AUS,2021-02-16,0
Australia,AUS,2021-02-17,0
Australia,AUS,2021-02-18,0
Australia,AUS,2021-02-19,0
Australia,AUS,2021-02-20,0
Australia,AUS,2021-02-21,0
Australia,AUS,2021-02-22,0
Australia,AUS,2021-02-23,0.01
Australia,AUS,2021-02-24,0.03
Australia,AUS,2021-02-25,0.07
Australia,AUS,2021-02-26,0.1
Australia,AUS,2021-02-27,0.12
Australia,AUS,2021-02-28,0.13
Australia,AUS,2021-03-01,0.13
Australia,AUS,2021-03-02,0.16
Australia,AUS,2021-03-03,0.2
Australia,AUS,2021-03-04,0.24
Australia,AUS,2021-03-05,0.28
Australia,AUS,2021-03-06,0.3
Australia,AUS,2021-03-07,0.32
Australia,AUS,2021-03-08,0.34
Australia,AUS,2021-03-09,0.37
Australia,AUS,2021-03-10,0.42
Australia,AUS,2021-03-11,0.49
Australia,AUS,2021-03-12,0.53
Australia,AUS,2021-03-13,0.62
Austria,AUT,2020-12-27,0.01
Austria,AUT,2020-12-28,0.02
Austria,AUT,2020-12-29,0.04
Austria,AUT,2020-12-30,0.06
Austria,AUT,2020-12-31,0.06
Austria,AUT,2021-01-01,0.06
Austria,AUT,2021-01-02,0.06
Austria,AUT,2021-01-03,0.06
Austria,AUT,2021-01-04,0.06
Austria,AUT,2021-01-05,0.08
Austria,AUT,2021-01-06,0.09
Austria,AUT,2021-01-07,0.12
Austria,AUT,2021-01-08,0.26
Austria,AUT,2021-01-09,0.31
Austria,AUT,2021-01-10,0.34
Austria,AUT,2021-01-11,0.4
Austria,AUT,2021-01-12,0.56
Austria,AUT,2021-01-13,0.73
Austria,AUT,2021-01-14,0.91
Austria,AUT,2021-01-15,1.11
Austria,AUT,2021-01-16,1.19
Austria,AUT,2021-01-17,1.25
Austria,AUT,2021-01-18,1.36
Austria,AUT,2021-01-19,1.63
Austria,AUT,2021-01-20,1.88
Austria,AUT,2021-01-21,2.09
Austria,AUT,2021-01-22,2.22
Austria,AUT,2021-01-23,2.25
Austria,AUT,2021-01-24,2.27
Austria,AUT,2021-01-25,2.28
Austria,AUT,2021-01-26,2.37
Austria,AUT,2021-01-27,2.45
Austria,AUT,2021-01-28,2.53
Austria,AUT,2021-01-29,2.59
Austria,AUT,2021-01-30,2.6
Austria,AUT,2021-01-31,2.61
Austria,AUT,2021-02-01,2.62
Austria,AUT,2021-02-02,2.66
Austria,AUT,2021-02-03,2.69
Austria,AUT,2021-02-04,2.73
Austria,AUT,2021-02-05,2.77
Austria,AUT,2021-02-06,2.8
Austria,AUT,2021-02-07,2.81
Austria,AUT,2021-02-08,2.83
Austria,AUT,2021-02-09,2.86
Austria,AUT,2021-02-10,2.9
Austria,AUT,2021-02-11,2.96
Austria,AUT,2021-02-12,3.05
Austria,AUT,2021-02-13,3.11
Austria,AUT,2021-02-14,3.11
Austria,AUT,2021-02-15,3.16
Austria,AUT,2021-02-16,3.23
Austria,AUT,2021-02-17,3.34
Austria,AUT,2021-02-18,3.47
Austria,AUT,2021-02-19,3.61
Austria,AUT,2021-02-20,3.74
Austria,AUT,2021-02-21,3.8
Austria,AUT,2021-02-22,3.85
Austria,AUT,2021-02-23,3.97
Austria,AUT,2021-02-24,4.15
Austria,AUT,2021-02-25,4.33
Austria,AUT,2021-02-26,4.59
Austria,AUT,2021-02-27,4.84
Austria,AUT,2021-02-28,4.95
Austria,AUT,2021-03-01,5.04
Austria,AUT,2021-03-02,5.29
Austria,AUT,2021-03-03,5.57
Austria,AUT,2021-03-04,5.84
Austria,AUT,2021-03-05,6.2
Austria,AUT,2021-03-06,6.48
Austria,AUT,2021-03-07,6.61
Austria,AUT,2021-03-08,6.72
Austria,AUT,2021-03-09,6.99
Austria,AUT,2021-03-10,7.26
Austria,AUT,2021-03-11,7.69
Austria,AUT,2021-03-12,8.27
Austria,AUT,2021-03-13,8.78
Austria,AUT,2021-03-14,9.06
Austria,AUT,2021-03-15,9.26
Austria,AUT,2021-03-16,9.51
Austria,AUT,2021-03-17,9.79
Austria,AUT,2021-03-18,10.08
Austria,AUT,2021-03-19,10.57
Austria,AUT,2021-03-20,10.98
Austria,AUT,2021-03-21,11.11
Austria,AUT,2021-03-22,11.26
Austria,AUT,2021-03-23,11.46
Austria,AUT,2021-03-24,11.69
Austria,AUT,2021-03-25,12.01
Austria,AUT,2021-03-26,12.36
Austria,AUT,2021-03-27,12.65
Austria,AUT,2021-03-28,12.75
Austria,AUT,2021-03-29,12.98
Austria,AUT,2021-03-30,13.3
Austria,AUT,2021-03-31,13.54
Austria,AUT,2021-04-01,13.79
Austria,AUT,2021-04-02,14.06
Austria,AUT,2021-04-03,14.2
Austria,AUT,2021-04-04,14.29
Austria,AUT,2021-04-05,14.37
Austria,AUT,2021-04-06,14.65
Austria,AUT,2021-04-07,15.07
Austria,AUT,2021-04-08,15.56
Austria,AUT,2021-04-09,16.04
Austria,AUT,2021-04-10,16.43
Azerbaijan,AZE,2021-01-17,0
Azerbaijan,AZE,2021-02-06,0.64
Azerbaijan,AZE,2021-03-01,2.89
Azerbaijan,AZE,2021-03-03,3.33
Azerbaijan,AZE,2021-03-09,4.06
Azerbaijan,AZE,2021-03-10,4.23
Azerbaijan,AZE,2021-03-11,4.31
Azerbaijan,AZE,2021-03-12,4.38
Azerbaijan,AZE,2021-03-13,4.44
Azerbaijan,AZE,2021-03-14,4.47
Azerbaijan,AZE,2021-03-20,4.76
Azerbaijan,AZE,2021-03-26,5.03
Azerbaijan,AZE,2021-04-01,5.51
Azerbaijan,AZE,2021-04-02,5.62
Azerbaijan,AZE,2021-04-03,5.74
Azerbaijan,AZE,2021-04-04,5.83
Azerbaijan,AZE,2021-04-05,5.83
Azerbaijan,AZE,2021-04-06,6.03
Azerbaijan,AZE,2021-04-07,6.31
Azerbaijan,AZE,2021-04-08,6.63
Azerbaijan,AZE,2021-04-09,6.97
Azerbaijan,AZE,2021-04-10,7.29
Bahamas,BHS,2021-03-17,0.03
Bahamas,BHS,2021-03-18,1.78
Bahrain,BHR,2020-12-23,2.29
Bahrain,BHR,2020-12-24,2.94
Bahrain,BHR,2020-12-25,2.97
Bahrain,BHR,2020-12-26,3.03
Bahrain,BHR,2020-12-27,3.15
Bahrain,BHR,2020-12-28,3.23
Bahrain,BHR,2020-12-29,3.29
Bahrain,BHR,2020-12-30,3.37
Bahrain,BHR,2020-12-31,3.45
Bahrain,BHR,2021-01-01,3.49
Bahrain,BHR,2021-01-02,3.53
Bahrain,BHR,2021-01-03,3.57
Bahrain,BHR,2021-01-04,3.62
Bahrain,BHR,2021-01-05,3.75
Bahrain,BHR,2021-01-06,4.02
Bahrain,BHR,2021-01-07,4.25
Bahrain,BHR,2021-01-08,4.6
Bahrain,BHR,2021-01-09,4.95
Bahrain,BHR,2021-01-10,5.25
Bahrain,BHR,2021-01-11,5.44
Bahrain,BHR,2021-01-12,5.75
Bahrain,BHR,2021-01-13,5.96
Bahrain,BHR,2021-01-14,6.44
Bahrain,BHR,2021-01-15,7.22
Bahrain,BHR,2021-01-16,8.06
Bahrain,BHR,2021-01-17,8.32
Bahrain,BHR,2021-01-18,8.39
Bahrain,BHR,2021-01-19,8.44
Bahrain,BHR,2021-01-20,8.47
Bahrain,BHR,2021-01-26,9.75
Bahrain,BHR,2021-01-27,9.86
Bahrain,BHR,2021-01-28,9.96
Bahrain,BHR,2021-01-29,9.98
Bahrain,BHR,2021-01-30,10.02
Bahrain,BHR,2021-01-31,10.08
Bahrain,BHR,2021-02-01,10.16
Bahrain,BHR,2021-02-02,10.23
Bahrain,BHR,2021-02-03,10.29
Bahrain,BHR,2021-02-04,10.42
Bahrain,BHR,2021-02-05,10.55
Bahrain,BHR,2021-02-06,10.73
Bahrain,BHR,2021-02-07,11.25
Bahrain,BHR,2021-02-08,11.82
Bahrain,BHR,2021-02-09,12.51
Bahrain,BHR,2021-02-10,12.91
Bahrain,BHR,2021-02-11,13.22
Bahrain,BHR,2021-02-12,13.67
Bahrain,BHR,2021-02-13,14.24
Bahrain,BHR,2021-02-14,14.62
Bahrain,BHR,2021-02-15,14.75
Bahrain,BHR,2021-02-16,14.87
Bahrain,BHR,2021-02-17,15.14
Bahrain,BHR,2021-02-18,15.48
Bahrain,BHR,2021-02-19,15.77
Bahrain,BHR,2021-02-20,15.97
Bahrain,BHR,2021-02-21,16.16
Bahrain,BHR,2021-02-22,16.35
Bahrain,BHR,2021-02-23,16.54
Bahrain,BHR,2021-02-24,16.75
Bahrain,BHR,2021-02-25,17.05
Bahrain,BHR,2021-02-26,17.21
Bahrain,BHR,2021-02-27,17.35
Bahrain,BHR,2021-02-28,17.52
Bahrain,BHR,2021-03-01,17.7
Bahrain,BHR,2021-03-02,17.79
Bahrain,BHR,2021-03-03,17.86
Bahrain,BHR,2021-03-04,17.96
Bahrain,BHR,2021-03-05,18.05
Bahrain,BHR,2021-03-06,18.05
Bahrain,BHR,2021-03-07,18.13
Bahrain,BHR,2021-03-08,18.2
Bahrain,BHR,2021-03-09,18.26
Bahrain,BHR,2021-03-10,18.33
Bahrain,BHR,2021-03-11,18.34
Bahrain,BHR,2021-03-12,18.34
Bahrain,BHR,2021-03-13,18.95
Bahrain,BHR,2021-03-14,19.81
Bahrain,BHR,2021-03-15,20.57
Bahrain,BHR,2021-03-16,21.23
Bahrain,BHR,2021-03-17,22.03
Bahrain,BHR,2021-03-18,22.71
Bahrain,BHR,2021-03-19,23.29
Bahrain,BHR,2021-03-20,23.94
Bahrain,BHR,2021-03-21,24.53
Bahrain,BHR,2021-03-22,25.17
Bahrain,BHR,2021-03-23,25.82
Bahrain,BHR,2021-03-24,26.6
Bahrain,BHR,2021-03-25,27.27
Bahrain,BHR,2021-03-26,27.73
Bahrain,BHR,2021-03-27,28.1
Bahrain,BHR,2021-03-28,28.66
Bahrain,BHR,2021-03-29,29.18
Bahrain,BHR,2021-03-30,29.53
Bahrain,BHR,2021-03-31,30.02
Bahrain,BHR,2021-04-01,30.42
Bahrain,BHR,2021-04-02,30.73
Bahrain,BHR,2021-04-03,30.99
Bahrain,BHR,2021-04-04,31.17
Bahrain,BHR,2021-04-05,31.4
Bahrain,BHR,2021-04-06,31.73
Bahrain,BHR,2021-04-07,32.12
Bahrain,BHR,2021-04-08,32.45
Bahrain,BHR,2021-04-09,32.75
Bahrain,BHR,2021-04-10,33.04
Bangladesh,BGD,2021-01-26,0
Bangladesh,BGD,2021-01-27,0
Bangladesh,BGD,2021-01-28,0
Bangladesh,BGD,2021-02-07,0.02
Bangladesh,BGD,2021-02-09,0.11
Bangladesh,BGD,2021-02-10,0.21
Bangladesh,BGD,2021-02-13,0.45
Bangladesh,BGD,2021-02-14,0.55
Bangladesh,BGD,2021-02-15,0.69
Bangladesh,BGD,2021-02-16,0.83
Bangladesh,BGD,2021-02-17,0.96
Bangladesh,BGD,2021-02-18,1.12
Bangladesh,BGD,2021-02-20,1.26
Bangladesh,BGD,2021-02-22,1.4
Bangladesh,BGD,2021-02-23,1.51
Bangladesh,BGD,2021-02-24,1.62
Bangladesh,BGD,2021-02-25,1.73
Bangladesh,BGD,2021-02-27,1.81
Bangladesh,BGD,2021-02-28,1.89
Bangladesh,BGD,2021-03-02,2.03
Bangladesh,BGD,2021-03-04,2.17
Bangladesh,BGD,2021-03-07,2.24
Bangladesh,BGD,2021-03-09,2.44
Bangladesh,BGD,2021-03-11,2.56
Bangladesh,BGD,2021-03-14,2.67
Bangladesh,BGD,2021-03-16,2.78
Bangladesh,BGD,2021-03-18,2.85
Bangladesh,BGD,2021-03-20,2.89
Bangladesh,BGD,2021-03-22,2.98
Bangladesh,BGD,2021-03-24,3.08
Bangladesh,BGD,2021-03-25,3.12
Bangladesh,BGD,2021-03-29,3.23
Bangladesh,BGD,2021-03-31,3.26
Bangladesh,BGD,2021-04-01,3.29
Bangladesh,BGD,2021-04-03,3.31
Bangladesh,BGD,2021-04-04,3.34
Bangladesh,BGD,2021-04-05,3.36
Bangladesh,BGD,2021-04-07,3.38
Bangladesh,BGD,2021-04-08,3.39
Bangladesh,BGD,2021-04-10,3.4
Barbados,BRB,2021-02-15,1.56
Barbados,BRB,2021-02-16,2.33
Barbados,BRB,2021-02-17,3.17
Barbados,BRB,2021-02-18,4
Barbados,BRB,2021-02-19,5.01
Barbados,BRB,2021-02-20,5.51
Barbados,BRB,2021-02-21,5.76
Barbados,BRB,2021-02-22,6.64
Barbados,BRB,2021-02-23,7.67
Barbados,BRB,2021-02-24,8.9
Barbados,BRB,2021-02-25,10.19
Barbados,BRB,2021-02-26,11.7
Barbados,BRB,2021-02-27,12.79
Barbados,BRB,2021-02-28,13.44
Barbados,BRB,2021-03-01,14.31
Barbados,BRB,2021-03-02,15.05
Barbados,BRB,2021-03-03,15.61
Barbados,BRB,2021-03-04,16.16
Barbados,BRB,2021-03-05,16.87
Barbados,BRB,2021-03-06,17.01
Barbados,BRB,2021-03-07,17.16
Barbados,BRB,2021-03-08,17.19
Barbados,BRB,2021-03-09,17.31
Barbados,BRB,2021-03-10,17.49
Barbados,BRB,2021-03-11,17.64
Barbados,BRB,2021-03-12,17.74
Barbados,BRB,2021-03-13,17.95
Barbados,BRB,2021-03-14,18.2
Barbados,BRB,2021-03-15,18.49
Barbados,BRB,2021-03-16,19.01
Barbados,BRB,2021-03-17,19.49
Barbados,BRB,2021-03-18,20.26
Barbados,BRB,2021-03-19,20.95
Barbados,BRB,2021-03-20,21.26
Barbados,BRB,2021-03-21,21.49
Barbados,BRB,2021-03-22,21.5
Barbados,BRB,2021-03-23,21.84
Barbados,BRB,2021-03-25,21.85
Barbados,BRB,2021-03-26,22.16
Barbados,BRB,2021-03-29,22.17
Barbados,BRB,2021-03-30,22.17
Barbados,BRB,2021-03-31,22.18
Barbados,BRB,2021-04-01,22.18
Barbados,BRB,2021-04-02,22.18
Barbados,BRB,2021-04-07,22.18
Barbados,BRB,2021-04-08,22.5
Barbados,BRB,2021-04-09,22.92
Belarus,BLR,2020-12-28,0
Belarus,BLR,2021-02-18,0.22
Belarus,BLR,2021-03-12,0.21
Belarus,BLR,2021-03-26,0.43
Belgium,BEL,2020-12-28,0
Belgium,BEL,2020-12-29,0
Belgium,BEL,2020-12-30,0.01
Belgium,BEL,2020-12-31,0.01
Belgium,BEL,2021-01-01,0.01
Belgium,BEL,2021-01-04,0.01
Belgium,BEL,2021-01-05,0.02
Belgium,BEL,2021-01-06,0.05
Belgium,BEL,2021-01-07,0.13
Belgium,BEL,2021-01-08,0.2
Belgium,BEL,2021-01-09,0.23
Belgium,BEL,2021-01-10,0.24
Belgium,BEL,2021-01-11,0.28
Belgium,BEL,2021-01-12,0.42
Belgium,BEL,2021-01-13,0.6
Belgium,BEL,2021-01-14,0.8
Belgium,BEL,2021-01-15,1.01
Belgium,BEL,2021-01-16,1.05
Belgium,BEL,2021-01-17,1.08
Belgium,BEL,2021-01-18,1.17
Belgium,BEL,2021-01-19,1.34
Belgium,BEL,2021-01-20,1.52
Belgium,BEL,2021-01-21,1.78
Belgium,BEL,2021-01-22,2.03
Belgium,BEL,2021-01-23,2.1
Belgium,BEL,2021-01-24,2.12
Belgium,BEL,2021-01-25,2.21
Belgium,BEL,2021-01-26,2.31
Belgium,BEL,2021-01-27,2.42
Belgium,BEL,2021-01-28,2.56
Belgium,BEL,2021-01-29,2.66
Belgium,BEL,2021-01-30,2.67
Belgium,BEL,2021-01-31,2.68
Belgium,BEL,2021-02-01,2.71
Belgium,BEL,2021-02-02,2.8
Belgium,BEL,2021-02-03,2.89
Belgium,BEL,2021-02-04,2.97
Belgium,BEL,2021-02-05,3.04
Belgium,BEL,2021-02-06,3.05
Belgium,BEL,2021-02-07,3.05
Belgium,BEL,2021-02-08,3.07
Belgium,BEL,2021-02-09,3.14
Belgium,BEL,2021-02-10,3.2
Belgium,BEL,2021-02-11,3.27
Belgium,BEL,2021-02-12,3.33
Belgium,BEL,2021-02-13,3.33
Belgium,BEL,2021-02-14,3.33
Belgium,BEL,2021-02-15,3.35
Belgium,BEL,2021-02-16,3.38
Belgium,BEL,2021-02-17,3.45
Belgium,BEL,2021-02-18,3.54
Belgium,BEL,2021-02-19,3.69
Belgium,BEL,2021-02-20,3.73
Belgium,BEL,2021-02-21,3.75
Belgium,BEL,2021-02-22,3.83
Belgium,BEL,2021-02-23,3.93
Belgium,BEL,2021-02-24,4.06
Belgium,BEL,2021-02-25,4.26
Belgium,BEL,2021-02-26,4.47
Belgium,BEL,2021-02-27,4.5
Belgium,BEL,2021-02-28,4.51
Belgium,BEL,2021-03-01,4.6
Belgium,BEL,2021-03-02,4.74
Belgium,BEL,2021-03-03,4.95
Belgium,BEL,2021-03-04,5.3
