Entity,Code,Day,total_vaccinations
Denmark,DNK,2021-04-08,1267570
Denmark,DNK,2021-04-09,1291995
Dominica,DMA,2021-02-11,0
Dominica,DMA,2021-03-01,7202
Dominica,DMA,2021-03-11,13565
Dominica,DMA,2021-03-25,16058
Dominica,DMA,2021-04-01,18112
Dominican Republic,DOM,2021-02-15,0
Dominican Republic,DOM,2021-02-16,385
Dominican Republic,DOM,2021-02-17,1379
Dominican Republic,DOM,2021-02-18,5328
Dominican Republic,DOM,2021-02-19,10200
Dominican Republic,DOM,2021-02-20,13087
Dominican Republic,DOM,2021-02-21,14264
Dominican Republic,DOM,2021-02-24,26400
Dominican Republic,DOM,2021-03-01,60000
Dominican Republic,DOM,2021-03-02,105000
Dominican Republic,DOM,2021-03-03,161827
Dominican Republic,DOM,2021-03-04,227719
Dominican Republic,DOM,2021-03-05,303490
Dominican Republic,DOM,2021-03-06,375265
Dominican Republic,DOM,2021-03-08,400041
Dominican Republic,DOM,2021-03-09,480237
Dominican Republic,DOM,2021-03-10,547091
Dominican Republic,DOM,2021-03-11,606006
Dominican Republic,DOM,2021-03-15,675000
Dominican Republic,DOM,2021-03-23,800000
Dominican Republic,DOM,2021-03-30,910869
Dominican Republic,DOM,2021-04-01,1101528
Ecuador,ECU,2021-01-21,0
Ecuador,ECU,2021-01-22,108
Ecuador,ECU,2021-01-27,2982
Ecuador,ECU,2021-02-04,6228
Ecuador,ECU,2021-02-17,8190
Ecuador,ECU,2021-02-24,24492
Ecuador,ECU,2021-03-01,42114
Ecuador,ECU,2021-03-04,59316
Ecuador,ECU,2021-03-05,71148
Ecuador,ECU,2021-03-08,74472
Ecuador,ECU,2021-03-09,75258
Ecuador,ECU,2021-03-11,95915
Ecuador,ECU,2021-03-12,123176
Ecuador,ECU,2021-03-13,139359
Ecuador,ECU,2021-03-15,141191
Ecuador,ECU,2021-03-21,178970
Ecuador,ECU,2021-03-23,182261
Ecuador,ECU,2021-03-24,191179
Ecuador,ECU,2021-03-26,230770
Ecuador,ECU,2021-03-27,235000
Ecuador,ECU,2021-03-29,244866
Ecuador,ECU,2021-04-01,283106
Ecuador,ECU,2021-04-04,301069
Ecuador,ECU,2021-04-05,335093
Ecuador,ECU,2021-04-06,356783
Egypt,EGY,2021-01-24,0
Egypt,EGY,2021-01-30,1315
Egypt,EGY,2021-04-04,148987
El Salvador,SLV,2021-02-17,0
El Salvador,SLV,2021-02-22,6000
El Salvador,SLV,2021-02-25,16000
El Salvador,SLV,2021-03-14,25000
El Salvador,SLV,2021-03-17,36000
El Salvador,SLV,2021-03-18,41512
El Salvador,SLV,2021-03-21,49000
El Salvador,SLV,2021-03-28,70000
El Salvador,SLV,2021-03-31,99855
El Salvador,SLV,2021-04-01,120476
El Salvador,SLV,2021-04-02,133330
El Salvador,SLV,2021-04-07,160000
El Salvador,SLV,2021-04-09,180000
England,,2020-12-13,55576
England,,2020-12-20,574829
England,,2020-12-27,842638
England,,2021-01-03,1193335
England,,2021-01-10,2333764
England,,2021-01-11,2474205
England,,2021-01-12,2661850
England,,2021-01-13,2910027
England,,2021-01-14,3189674
England,,2021-01-15,3514385
England,,2021-01-16,3791594
England,,2021-01-17,3947442
England,,2021-01-18,4118342
England,,2021-01-19,4419704
England,,2021-01-20,4740578
England,,2021-01-21,5100475
England,,2021-01-22,5526071
England,,2021-01-23,5970175
England,,2021-01-24,6169377
England,,2021-01-25,6405554
England,,2021-01-26,6665861
England,,2021-01-27,6918853
England,,2021-01-28,7263317
England,,2021-01-29,7701203
England,,2021-01-30,8251146
England,,2021-01-31,8543262
England,,2021-02-01,8825371
England,,2021-02-02,9126930
England,,2021-02-03,9508006
England,,2021-02-04,9899043
England,,2021-02-05,10302620
England,,2021-02-06,10761539
England,,2021-02-07,10991365
England,,2021-02-08,11245053
England,,2021-02-09,11558880
England,,2021-02-10,11901827
England,,2021-02-11,12293207
England,,2021-02-12,12733865
England,,2021-02-13,13165548
England,,2021-02-14,13353631
England,,2021-02-15,13575245
England,,2021-02-16,13891042
England,,2021-02-17,14318115
England,,2021-02-18,14718938
England,,2021-02-19,15046635
England,,2021-02-20,15355176
England,,2021-02-21,15471509
England,,2021-02-22,15631937
England,,2021-02-23,15926415
England,,2021-02-24,16337561
England,,2021-02-25,16785841
England,,2021-02-26,17254844
England,,2021-02-27,17641792
England,,2021-02-28,17812739
England,,2021-03-01,17985951
England,,2021-03-02,18194919
England,,2021-03-03,18469922
England,,2021-03-04,18835355
England,,2021-03-05,19258271
England,,2021-03-06,19663577
England,,2021-03-07,19812818
England,,2021-03-08,20020354
England,,2021-03-09,20248632
England,,2021-03-10,20526312
England,,2021-03-11,20807385
England,,2021-03-12,21187615
England,,2021-03-13,21683887
England,,2021-03-14,21921282
England,,2021-03-15,22284040
England,,2021-03-16,22717791
England,,2021-03-17,23201466
England,,2021-03-18,23757540
England,,2021-03-19,24393759
England,,2021-03-20,25150632
England,,2021-03-21,25476409
England,,2021-03-22,25823406
England,,2021-03-23,26226604
England,,2021-03-24,26710498
England,,2021-03-25,27166754
England,,2021-03-26,27761724
England,,2021-03-27,28330452
England,,2021-03-28,28709906
England,,2021-03-29,29033640
England,,2021-03-30,29443531
England,,2021-03-31,29973324
England,,2021-04-01,30507732
England,,2021-04-02,30791767
England,,2021-04-03,31024182
England,,2021-04-04,31090290
England,,2021-04-05,31164176
England,,2021-04-06,31380938
England,,2021-04-07,31812141
England,,2021-04-08,32270892
England,,2021-04-09,32737372
Equatorial Guinea,GNQ,2021-03-16,6565
Equatorial Guinea,GNQ,2021-03-29,12155
Equatorial Guinea,GNQ,2021-04-01,14080
Estonia,EST,2020-12-28,207
Estonia,EST,2020-12-29,516
Estonia,EST,2020-12-30,884
Estonia,EST,2020-12-31,1907
Estonia,EST,2021-01-01,2487
Estonia,EST,2021-01-03,2517
Estonia,EST,2021-01-04,2535
Estonia,EST,2021-01-05,3188
Estonia,EST,2021-01-06,5009
Estonia,EST,2021-01-07,6632
Estonia,EST,2021-01-08,7973
Estonia,EST,2021-01-09,10197
Estonia,EST,2021-01-10,10749
Estonia,EST,2021-01-11,10972
Estonia,EST,2021-01-12,11896
Estonia,EST,2021-01-13,13481
Estonia,EST,2021-01-14,14879
Estonia,EST,2021-01-15,16677
Estonia,EST,2021-01-16,17959
Estonia,EST,2021-01-17,18179
Estonia,EST,2021-01-18,18275
Estonia,EST,2021-01-19,19315
Estonia,EST,2021-01-20,20478
Estonia,EST,2021-01-21,21985
Estonia,EST,2021-01-22,24196
Estonia,EST,2021-01-23,25704
Estonia,EST,2021-01-24,25964
Estonia,EST,2021-01-25,26126
Estonia,EST,2021-01-26,27180
Estonia,EST,2021-01-27,29594
Estonia,EST,2021-01-28,31629
Estonia,EST,2021-01-29,34019
Estonia,EST,2021-01-30,37230
Estonia,EST,2021-01-31,38055
Estonia,EST,2021-02-01,38594
Estonia,EST,2021-02-02,40217
Estonia,EST,2021-02-03,43000
Estonia,EST,2021-02-04,46194
Estonia,EST,2021-02-05,49798
Estonia,EST,2021-02-06,52868
Estonia,EST,2021-02-07,53424
Estonia,EST,2021-02-08,53481
Estonia,EST,2021-02-10,58261
Estonia,EST,2021-02-11,61757
Estonia,EST,2021-02-12,65798
Estonia,EST,2021-02-13,68146
Estonia,EST,2021-02-14,68436
Estonia,EST,2021-02-15,68497
Estonia,EST,2021-02-16,69313
Estonia,EST,2021-02-17,71722
Estonia,EST,2021-02-18,76075
Estonia,EST,2021-02-19,82370
Estonia,EST,2021-02-20,87147
Estonia,EST,2021-02-21,87957
Estonia,EST,2021-02-22,88790
Estonia,EST,2021-02-23,91785
Estonia,EST,2021-02-24,96515
Estonia,EST,2021-02-25,96980
Estonia,EST,2021-02-27,111039
Estonia,EST,2021-03-01,112809
Estonia,EST,2021-03-02,116276
Estonia,EST,2021-03-04,126848
Estonia,EST,2021-03-05,134504
Estonia,EST,2021-03-07,145394
Estonia,EST,2021-03-09,150080
Estonia,EST,2021-03-10,155175
Estonia,EST,2021-03-11,161693
Estonia,EST,2021-03-13,180400
Estonia,EST,2021-03-14,185912
Estonia,EST,2021-03-15,191207
Estonia,EST,2021-03-16,194844
Estonia,EST,2021-03-17,199394
Estonia,EST,2021-03-18,204831
Estonia,EST,2021-03-19,212261
Estonia,EST,2021-03-20,220882
Estonia,EST,2021-03-21,223166
Estonia,EST,2021-03-22,224511
Estonia,EST,2021-03-23,226994
Estonia,EST,2021-03-24,229921
Estonia,EST,2021-03-25,235600
Estonia,EST,2021-03-27,252278
Estonia,EST,2021-03-28,254683
Estonia,EST,2021-03-29,255219
Estonia,EST,2021-03-31,261089
Estonia,EST,2021-04-01,267061
Estonia,EST,2021-04-02,279012
Estonia,EST,2021-04-03,282946
Estonia,EST,2021-04-04,291801
Estonia,EST,2021-04-05,296031
Estonia,EST,2021-04-06,299020
Estonia,EST,2021-04-07,302626
Estonia,EST,2021-04-08,308633
Estonia,EST,2021-04-10,332207
Eswatini,SWZ,2021-03-30,0
Eswatini,SWZ,2021-04-05,20262
Europe,,2020-12-13,86465
Europe,,2020-12-15,114965
Europe,,2020-12-20,703786
Europe,,2020-12-22,727286
Europe,,2020-12-27,1113273
Europe,,2020-12-28,1151591
Europe,,2020-12-29,1242232
Europe,,2020-12-30,1389743
Europe,,2020-12-31,1498666
Europe,,2021-01-01,1534083
Europe,,2021-01-02,2388614
Europe,,2021-01-03,2878268
Europe,,2021-01-04,3154342
Europe,,2021-01-05,3470762
Europe,,2021-01-06,3738096
Europe,,2021-01-07,4139724
Europe,,2021-01-08,4514951
Europe,,2021-01-09,4710589
Europe,,2021-01-10,6201302
Europe,,2021-01-11,6796399
Europe,,2021-01-12,7483592
Europe,,2021-01-13,8573831
Europe,,2021-01-14,9433761
Europe,,2021-01-15,10298286
Europe,,2021-01-16,10817104
Europe,,2021-01-17,11325380
Europe,,2021-01-18,12030637
Europe,,2021-01-19,12927313
Europe,,2021-01-20,13935966
Europe,,2021-01-21,15013522
Europe,,2021-01-22,16059795
Europe,,2021-01-23,16875634
Europe,,2021-01-24,17789473
Europe,,2021-01-25,18618767
Europe,,2021-01-26,19618203
Europe,,2021-01-27,20657861
Europe,,2021-01-28,21815931
Europe,,2021-01-29,22939287
Europe,,2021-01-30,23917305
Europe,,2021-01-31,24947132
Europe,,2021-02-01,25836232
Europe,,2021-02-02,26972337
Europe,,2021-02-03,28308708
Europe,,2021-02-04,29690895
Europe,,2021-02-05,30893921
Europe,,2021-02-06,31798141
Europe,,2021-02-07,32740065
Europe,,2021-02-08,33572191
Europe,,2021-02-09,34712965
Europe,,2021-02-10,38904282
Europe,,2021-02-11,40444830
Europe,,2021-02-12,41958159
Europe,,2021-02-13,42880704
Europe,,2021-02-14,43984897
Europe,,2021-02-15,44879185
Europe,,2021-02-16,45974285
Europe,,2021-02-17,47426901
Europe,,2021-02-18,49019943
Europe,,2021-02-19,50280771
Europe,,2021-02-20,51133646
Europe,,2021-02-21,52152254
Europe,,2021-02-22,53075119
Europe,,2021-02-23,54531031
Europe,,2021-02-24,56274268
Europe,,2021-02-25,57885863
Europe,,2021-02-26,59647189
Europe,,2021-02-27,60776001
Europe,,2021-02-28,62077742
Europe,,2021-03-01,64543056
Europe,,2021-03-02,65881560
Europe,,2021-03-03,67908629
Europe,,2021-03-04,70550764
Europe,,2021-03-05,72620912
Europe,,2021-03-06,74430003
Europe,,2021-03-07,75987672
Europe,,2021-03-08,77389916
Europe,,2021-03-09,79018934
Europe,,2021-03-10,81157763
Europe,,2021-03-11,83591006
Europe,,2021-03-12,85829304
Europe,,2021-03-13,87671364
Europe,,2021-03-14,89118851
Europe,,2021-03-15,90775069
Europe,,2021-03-16,92198822
Europe,,2021-03-17,94421914
Europe,,2021-03-18,96357889
Europe,,2021-03-19,98509379
Europe,,2021-03-20,100922802
Europe,,2021-03-21,102369277
Europe,,2021-03-22,104216499
Europe,,2021-03-23,106233427
Europe,,2021-03-24,108719784
Europe,,2021-03-25,111116960
Europe,,2021-03-26,114187790
Europe,,2021-03-27,115953091
Europe,,2021-03-28,117750118
Europe,,2021-03-29,122567351
Europe,,2021-03-30,124824393
Europe,,2021-03-31,128212541
Europe,,2021-04-01,131425479
Europe,,2021-04-02,133613907
Europe,,2021-04-03,135434971
Europe,,2021-04-04,136798547
Europe,,2021-04-05,138032152
Europe,,2021-04-06,140632730
Europe,,2021-04-07,144595154
Europe,,2021-04-08,148520308
Europe,,2021-04-09,152074056
Europe,,2021-04-10,153604625
European Union,,2020-12-27,56195
European Union,,2020-12-28,93909
European Union,,2020-12-29,183483
European Union,,2020-12-30,325692
European Union,,2020-12-31,434543
European Union,,2021-01-01,469954
European Union,,2021-01-02,576485
European Union,,2021-01-03,668777
European Union,,2021-01-04,944845
European Union,,2021-01-05,1257880
European Union,,2021-01-06,1516146
European Union,,2021-01-07,1911222
European Union,,2021-01-08,2277833
European Union,,2021-01-09,2473336
European Union,,2021-01-10,2685682
European Union,,2021-01-11,3113554
European Union,,2021-01-12,3571577
European Union,,2021-01-13,4163278
European Union,,2021-01-14,4683868
European Union,,2021-01-15,5195714
European Union,,2021-01-16,5414261
European Union,,2021-01-17,5729801
European Union,,2021-01-18,6221820
European Union,,2021-01-19,6765593
European Union,,2021-01-20,7368731
European Union,,2021-01-21,7980323
European Union,,2021-01-22,8507304
European Union,,2021-01-23,8785197
European Union,,2021-01-24,9207614
European Union,,2021-01-25,9696776
European Union,,2021-01-26,10305428
European Union,,2021-01-27,10923726
European Union,,2021-01-28,11596014
European Union,,2021-01-29,12179682
European Union,,2021-01-30,12540465
European Union,,2021-01-31,13210672
European Union,,2021-02-01,13736258
European Union,,2021-02-02,14415171
European Union,,2021-02-03,15186094
European Union,,2021-02-04,16023407
European Union,,2021-02-05,16689596
European Union,,2021-02-06,17037528
European Union,,2021-02-07,17657197
European Union,,2021-02-08,18119462
European Union,,2021-02-09,18822873
European Union,,2021-02-10,19481843
European Union,,2021-02-11,20469891
European Union,,2021-02-12,21209152
European Union,,2021-02-13,21618046
European Union,,2021-02-14,22290062
European Union,,2021-02-15,22886816
European Union,,2021-02-16,23580527
European Union,,2021-02-17,24457622
European Union,,2021-02-18,25509410
European Union,,2021-02-19,26349115
European Union,,2021-02-20,26853709
European Union,,2021-02-21,27686074
European Union,,2021-02-22,28378072
European Union,,2021-02-23,29140219
European Union,,2021-02-24,30273737
European Union,,2021-02-25,31271961
European Union,,2021-02-26,32443815
European Union,,2021-02-27,33093564
European Union,,2021-02-28,34148491
European Union,,2021-03-01,34982660
European Union,,2021-03-02,35968689
European Union,,2021-03-03,37280570
European Union,,2021-03-04,38839668
European Union,,2021-03-05,40042292
European Union,,2021-03-06,41083318
European Union,,2021-03-07,42336751
European Union,,2021-03-08,43394552
European Union,,2021-03-09,44626315
European Union,,2021-03-10,45907345
European Union,,2021-03-11,47667060
European Union,,2021-03-12,49145779
European Union,,2021-03-13,50162872
European Union,,2021-03-14,51177364
European Union,,2021-03-15,52330675
European Union,,2021-03-16,53180904
European Union,,2021-03-17,54553181
European Union,,2021-03-18,55661527
European Union,,2021-03-19,56702216
European Union,,2021-03-20,58141442
European Union,,2021-03-21,59058064
European Union,,2021-03-22,60440056
European Union,,2021-03-23,61860346
European Union,,2021-03-24,63613216
European Union,,2021-03-25,65338923
European Union,,2021-03-26,67591160
European Union,,2021-03-27,68668930
European Union,,2021-03-28,69905825
European Union,,2021-03-29,71507134
European Union,,2021-03-30,72983552
European Union,,2021-03-31,75362637
European Union,,2021-04-01,77573896
European Union,,2021-04-02,79184832
European Union,,2021-04-03,80436353
European Union,,2021-04-04,81509748
European Union,,2021-04-05,82479894
European Union,,2021-04-06,84436600
European Union,,2021-04-07,87087016
European Union,,2021-04-08,90062502
European Union,,2021-04-09,92591856
European Union,,2021-04-10,93710851
Faeroe Islands,FRO,2021-01-29,3994
Faeroe Islands,FRO,2021-02-06,4657
Faeroe Islands,FRO,2021-02-08,4783
Faeroe Islands,FRO,2021-02-10,5355
Faeroe Islands,FRO,2021-02-21,5682
Faeroe Islands,FRO,2021-02-23,6259
Faeroe Islands,FRO,2021-02-24,6713
Faeroe Islands,FRO,2021-03-03,7041
Faeroe Islands,FRO,2021-03-04,7394
Faeroe Islands,FRO,2021-03-05,7563
Faeroe Islands,FRO,2021-03-06,7925
Faeroe Islands,FRO,2021-03-08,8068
Faeroe Islands,FRO,2021-03-12,8832
Faeroe Islands,FRO,2021-03-16,8967
Faeroe Islands,FRO,2021-03-17,9170
Faeroe Islands,FRO,2021-03-18,9342
Faeroe Islands,FRO,2021-03-22,9427
Faeroe Islands,FRO,2021-03-26,9660
Faeroe Islands,FRO,2021-03-27,9959
Faeroe Islands,FRO,2021-03-30,10770
Faeroe Islands,FRO,2021-04-08,11494
Falkland Islands,FLK,2021-02-07,0
Falkland Islands,FLK,2021-02-15,1515
Falkland Islands,FLK,2021-02-22,1732
Falkland Islands,FLK,2021-03-26,2187
Falkland Islands,FLK,2021-04-07,4322
Finland,FIN,2020-12-31,1767
Finland,FIN,2021-01-04,3604
Finland,FIN,2021-01-05,5445
Finland,FIN,2021-01-07,8155
Finland,FIN,2021-01-08,11135
Finland,FIN,2021-01-11,14196
Finland,FIN,2021-01-12,17617
Finland,FIN,2021-01-13,23126
Finland,FIN,2021-01-14,33033
Finland,FIN,2021-01-15,43143
Finland,FIN,2021-01-18,54568
Finland,FIN,2021-01-19,55824
Finland,FIN,2021-01-20,62061
Finland,FIN,2021-01-21,78300
Finland,FIN,2021-01-22,91260
Finland,FIN,2021-01-25,110651
Finland,FIN,2021-01-26,117007
Finland,FIN,2021-01-27,126910
Finland,FIN,2021-01-28,138323
Finland,FIN,2021-01-29,151790
Finland,FIN,2021-01-30,162277
Finland,FIN,2021-02-01,163760
Finland,FIN,2021-02-02,163973
Finland,FIN,2021-02-03,173372
Finland,FIN,2021-02-04,193917
Finland,FIN,2021-02-05,207303
Finland,FIN,2021-02-06,217844
Finland,FIN,2021-02-07,220116
Finland,FIN,2021-02-08,220636
Finland,FIN,2021-02-09,227427
Finland,FIN,2021-02-10,233775
Finland,FIN,2021-02-11,247536
Finland,FIN,2021-02-12,261342
Finland,FIN,2021-02-13,273115
Finland,FIN,2021-02-14,276469
Finland,FIN,2021-02-15,277186
Finland,FIN,2021-02-16,283926
Finland,FIN,2021-02-17,298189
Finland,FIN,2021-02-18,314100
Finland,FIN,2021-02-19,333631
Finland,FIN,2021-02-20,349139
Finland,FIN,2021-02-21,363938
Finland,FIN,2021-02-24,377441
Finland,FIN,2021-02-25,396861
Finland,FIN,2021-02-26,426806
Finland,FIN,2021-02-27,442671
Finland,FIN,2021-02-28,451999
Finland,FIN,2021-03-01,466538
Finland,FIN,2021-03-03,487619
Finland,FIN,2021-03-04,509187
Finland,FIN,2021-03-05,532902
Finland,FIN,2021-03-06,565456
Finland,FIN,2021-03-08,566387
Finland,FIN,2021-03-09,575749
Finland,FIN,2021-03-10,600476
Finland,FIN,2021-03-11,625039
Finland,FIN,2021-03-12,651289
Finland,FIN,2021-03-13,674128
Finland,FIN,2021-03-14,682945
Finland,FIN,2021-03-15,683782
Finland,FIN,2021-03-16,697411
Finland,FIN,2021-03-17,723154
Finland,FIN,2021-03-18,758780
Finland,FIN,2021-03-19,788536
Finland,FIN,2021-03-20,812039
Finland,FIN,2021-03-21,819654
Finland,FIN,2021-03-22,821334
Finland,FIN,2021-03-23,830412
Finland,FIN,2021-03-24,847501
Finland,FIN,2021-03-25,871543
Finland,FIN,2021-03-26,898208
Finland,FIN,2021-03-27,921123
Finland,FIN,2021-03-29,932253
Finland,FIN,2021-03-30,951354
Finland,FIN,2021-03-31,981534
Finland,FIN,2021-04-01,1020206
Finland,FIN,2021-04-02,1054985
Finland,FIN,2021-04-03,1061536
Finland,FIN,2021-04-04,1063590
Finland,FIN,2021-04-05,1063870
Finland,FIN,2021-04-06,1065419
Finland,FIN,2021-04-07,1083567
Finland,FIN,2021-04-08,1120653
Finland,FIN,2021-04-09,1160319
Finland,FIN,2021-04-10,1186035
France,FRA,2020-12-27,13
France,FRA,2020-12-28,52
France,FRA,2020-12-29,138
France,FRA,2020-12-30,237
France,FRA,2020-12-31,316
France,FRA,2021-01-01,325
France,FRA,2021-01-02,367
France,FRA,2021-01-03,441
France,FRA,2021-01-04,1800
France,FRA,2021-01-05,6744
France,FRA,2021-01-06,17064
France,FRA,2021-01-07,43282
France,FRA,2021-01-08,76022
France,FRA,2021-01-09,86315
France,FRA,2021-01-10,91629
France,FRA,2021-01-11,125412
France,FRA,2021-01-12,179119
France,FRA,2021-01-13,235786
France,FRA,2021-01-14,306206
France,FRA,2021-01-15,364846
France,FRA,2021-01-16,382326
France,FRA,2021-01-17,391910
France,FRA,2021-01-18,468073
France,FRA,2021-01-19,585735
France,FRA,2021-01-20,708973
France,FRA,2021-01-21,850380
France,FRA,2021-01-22,959716
France,FRA,2021-01-23,995147
France,FRA,2021-01-24,1003968
France,FRA,2021-01-25,1075045
France,FRA,2021-01-26,1171264
France,FRA,2021-01-27,1274711
France,FRA,2021-01-28,1396881
France,FRA,2021-01-29,1494643
France,FRA,2021-01-30,1525377
France,FRA,2021-01-31,1533630
France,FRA,2021-02-01,1609072
France,FRA,2021-02-02,1717385
France,FRA,2021-02-03,1825982
France,FRA,2021-02-04,1962126
France,FRA,2021-02-05,2077037
France,FRA,2021-02-06,2109641
France,FRA,2021-02-07,2120218
France,FRA,2021-02-08,2216826
France,FRA,2021-02-09,2356862
France,FRA,2021-02-10,2502935
France,FRA,2021-02-11,2686925
France,FRA,2021-02-12,2839817
France,FRA,2021-02-13,2883456
France,FRA,2021-02-14,2896472
France,FRA,2021-02-15,3014973
France,FRA,2021-02-16,3174936
France,FRA,2021-02-17,3329201
France,FRA,2021-02-18,3514014
France,FRA,2021-02-19,3668121
France,FRA,2021-02-20,3716619
France,FRA,2021-02-21,3726513
France,FRA,2021-02-22,3838375
France,FRA,2021-02-23,3974739
France,FRA,2021-02-24,4111784
France,FRA,2021-02-25,4298573
France,FRA,2021-02-26,4478500
France,FRA,2021-02-27,4550370
France,FRA,2021-02-28,4560861
France,FRA,2021-03-01,4675887
France,FRA,2021-03-02,4839444
France,FRA,2021-03-03,5016763
France,FRA,2021-03-04,5232095
France,FRA,2021-03-05,5484624
France,FRA,2021-03-06,5692974
France,FRA,2021-03-07,5807779
France,FRA,2021-03-08,5972593
France,FRA,2021-03-09,6197209
France,FRA,2021-03-10,6427037
France,FRA,2021-03-11,6722229
France,FRA,2021-03-12,7058746
France,FRA,2021-03-13,7292852
France,FRA,2021-03-14,7359596
France,FRA,2021-03-15,7552120
France,FRA,2021-03-17,7927771
France,FRA,2021-03-20,8573551
France,FRA,2021-03-21,8629076
France,FRA,2021-03-22,8834678
France,FRA,2021-03-23,9122922
France,FRA,2021-03-24,9420514
France,FRA,2021-03-25,9792674
France,FRA,2021-03-26,10185810
France,FRA,2021-03-27,10394243
France,FRA,2021-03-28,10453534
France,FRA,2021-03-29,10714250
France,FRA,2021-03-31,11386807
France,FRA,2021-04-01,11771461
France,FRA,2021-04-02,12139523
France,FRA,2021-04-03,12342546
France,FRA,2021-04-04,12405899
France,FRA,2021-04-05,12476935
France,FRA,2021-04-06,12789529
France,FRA,2021-04-07,13160752
France,FRA,2021-04-08,13636163
France,FRA,2021-04-09,14149194
Gabon,GAB,2021-03-22,0
Gabon,GAB,2021-03-31,301
Gabon,GAB,2021-04-02,2433
Gambia,GMB,2021-03-09,0
Gambia,GMB,2021-03-28,5345
Gambia,GMB,2021-04-06,12674
Georgia,GEO,2021-03-14,0
Georgia,GEO,2021-03-29,4924
Georgia,GEO,2021-03-31,7822
Georgia,GEO,2021-04-05,11603
Georgia,GEO,2021-04-07,15693
Georgia,GEO,2021-04-09,17261
Georgia,GEO,2021-04-10,18287
Germany,DEU,2020-12-27,24296
Germany,DEU,2020-12-28,42680
Germany,DEU,2020-12-29,91386
Germany,DEU,2020-12-30,152880
Germany,DEU,2020-12-31,202238
Germany,DEU,2021-01-01,221512
Germany,DEU,2021-01-02,274152
Germany,DEU,2021-01-03,298460
Germany,DEU,2021-01-04,346810
Germany,DEU,2021-01-05,400170
Germany,DEU,2021-01-06,463165
Germany,DEU,2021-01-07,519366
Germany,DEU,2021-01-08,582789
Germany,DEU,2021-01-09,644019
Germany,DEU,2021-01-10,679158
Germany,DEU,2021-01-11,745609
Germany,DEU,2021-01-12,828535
Germany,DEU,2021-01-13,939794
Germany,DEU,2021-01-14,1022830
Germany,DEU,2021-01-15,1112951
Germany,DEU,2021-01-16,1170298
Germany,DEU,2021-01-17,1217807
Germany,DEU,2021-01-18,1299596
Germany,DEU,2021-01-19,1412830
Germany,DEU,2021-01-20,1544032
Germany,DEU,2021-01-21,1647970
Germany,DEU,2021-01-22,1749753
Germany,DEU,2021-01-23,1835119
Germany,DEU,2021-01-24,1884271
Germany,DEU,2021-01-25,1980145
Germany,DEU,2021-01-26,2079174
Germany,DEU,2021-01-27,2190082
Germany,DEU,2021-01-28,2281335
Germany,DEU,2021-01-29,2389793
Germany,DEU,2021-01-30,2476133
Germany,DEU,2021-01-31,2533559
Germany,DEU,2021-02-01,2654670
Germany,DEU,2021-02-02,2784968
Germany,DEU,2021-02-03,2942599
Germany,DEU,2021-02-04,3073507
Germany,DEU,2021-02-05,3216177
Germany,DEU,2021-02-06,3315249
Germany,DEU,2021-02-07,3368786
Germany,DEU,2021-02-08,3478639
Germany,DEU,2021-02-09,3611035
Germany,DEU,2021-02-10,3759742
Germany,DEU,2021-02-11,3901531
Germany,DEU,2021-02-12,4057440
Germany,DEU,2021-02-13,4165102
Germany,DEU,2021-02-14,4229898
Germany,DEU,2021-02-15,4356229
Germany,DEU,2021-02-16,4490557
Germany,DEU,2021-02-17,4640284
Germany,DEU,2021-02-18,4783749
Germany,DEU,2021-02-19,4936056
Germany,DEU,2021-02-20,5050096
Germany,DEU,2021-02-21,5135867
Germany,DEU,2021-02-22,5296336
Germany,DEU,2021-02-23,5462668
Germany,DEU,2021-02-24,5636633
Germany,DEU,2021-02-25,5824650
Germany,DEU,2021-02-26,6032022
Germany,DEU,2021-02-27,6180209
Germany,DEU,2021-02-28,6288302
Germany,DEU,2021-03-01,6482539
Germany,DEU,2021-03-02,6700785
Germany,DEU,2021-03-03,6942250
Germany,DEU,2021-03-04,7183491
Germany,DEU,2021-03-05,7447957
Germany,DEU,2021-03-06,7649920
Germany,DEU,2021-03-07,7799131
Germany,DEU,2021-03-08,8036878
Germany,DEU,2021-03-09,8286698
Germany,DEU,2021-03-10,8568909
Germany,DEU,2021-03-11,8849042
Germany,DEU,2021-03-12,9169448
Germany,DEU,2021-03-13,9415115
Germany,DEU,2021-03-14,9585939
Germany,DEU,2021-03-15,9833138
Germany,DEU,2021-03-16,10013102
Germany,DEU,2021-03-17,10216747
Germany,DEU,2021-03-18,10410551
Germany,DEU,2021-03-19,10651301
Germany,DEU,2021-03-20,10869504
Germany,DEU,2021-03-21,11034920
Germany,DEU,2021-03-22,11299411
Germany,DEU,2021-03-23,11595542
Germany,DEU,2021-03-24,11924178
Germany,DEU,2021-03-25,12255789
Germany,DEU,2021-03-26,12622069
Germany,DEU,2021-03-27,12904843
Germany,DEU,2021-03-28,13099450
Germany,DEU,2021-03-29,13403586
Germany,DEU,2021-03-30,13724957
Germany,DEU,2021-03-31,14058156
Germany,DEU,2021-04-01,14374619
Germany,DEU,2021-04-02,14602158
Germany,DEU,2021-04-03,14830967
Germany,DEU,2021-04-04,15025748
Germany,DEU,2021-04-05,15274902
Germany,DEU,2021-04-06,15649029
Germany,DEU,2021-04-07,16316107
Germany,DEU,2021-04-08,17032870
Germany,DEU,2021-04-09,17580596
Ghana,GHA,2021-03-01,0
Ghana,GHA,2021-03-08,202252
