Entity,Code,Day,people_fully_vaccinated_per_hundred
Montenegro,MNE,2021-03-26,0.21
Montenegro,MNE,2021-03-27,0.25
Montenegro,MNE,2021-03-28,0.33
Montenegro,MNE,2021-03-29,0.38
Montenegro,MNE,2021-03-30,0.39
Montenegro,MNE,2021-03-31,0.52
Montenegro,MNE,2021-04-01,0.54
Montenegro,MNE,2021-04-02,0.61
Montenegro,MNE,2021-04-03,0.64
Montenegro,MNE,2021-04-04,0.67
Montenegro,MNE,2021-04-05,0.71
Montenegro,MNE,2021-04-06,0.75
Montenegro,MNE,2021-04-07,0.82
Montenegro,MNE,2021-04-08,0.86
Montenegro,MNE,2021-04-09,0.9
Montenegro,MNE,2021-04-10,0.97
Montserrat,MSR,2021-03-10,0.8
Montserrat,MSR,2021-03-17,3.88
Morocco,MAR,2021-02-19,0.01
Morocco,MAR,2021-02-20,0.04
Morocco,MAR,2021-02-22,0.06
Morocco,MAR,2021-02-23,0.08
Morocco,MAR,2021-02-24,0.1
Morocco,MAR,2021-02-25,0.12
Morocco,MAR,2021-02-26,0.26
Morocco,MAR,2021-02-27,0.44
Morocco,MAR,2021-03-01,0.63
Morocco,MAR,2021-03-02,0.8
Morocco,MAR,2021-03-03,0.98
Morocco,MAR,2021-03-04,1.12
Morocco,MAR,2021-03-05,1.35
Morocco,MAR,2021-03-06,1.57
Morocco,MAR,2021-03-08,1.76
Morocco,MAR,2021-03-09,1.94
Morocco,MAR,2021-03-10,2.31
Morocco,MAR,2021-03-11,2.63
Morocco,MAR,2021-03-12,3.32
Morocco,MAR,2021-03-13,3.99
Morocco,MAR,2021-03-15,4.79
Morocco,MAR,2021-03-16,5.31
Morocco,MAR,2021-03-17,5.73
Morocco,MAR,2021-03-19,6.37
Morocco,MAR,2021-03-20,6.57
Morocco,MAR,2021-03-22,6.82
Morocco,MAR,2021-03-23,7.03
Morocco,MAR,2021-03-24,7.71
Morocco,MAR,2021-03-25,8.32
Morocco,MAR,2021-03-26,8.76
Morocco,MAR,2021-03-27,9.03
Morocco,MAR,2021-03-29,9.36
Morocco,MAR,2021-03-30,9.66
Morocco,MAR,2021-03-31,9.95
Morocco,MAR,2021-04-01,10.21
Morocco,MAR,2021-04-02,10.41
Morocco,MAR,2021-04-03,10.54
Morocco,MAR,2021-04-05,10.7
Morocco,MAR,2021-04-06,10.82
Morocco,MAR,2021-04-07,10.94
Morocco,MAR,2021-04-08,11.04
Morocco,MAR,2021-04-09,11.12
Morocco,MAR,2021-04-10,11.2
Netherlands,NLD,2021-01-31,0.09
Netherlands,NLD,2021-02-07,0.39
Netherlands,NLD,2021-02-14,0.9
Netherlands,NLD,2021-02-21,1.28
Netherlands,NLD,2021-02-28,1.94
Netherlands,NLD,2021-03-07,2.4
Netherlands,NLD,2021-03-14,2.88
Netherlands,NLD,2021-03-21,3.53
Netherlands,NLD,2021-03-28,4.03
Netherlands,NLD,2021-04-04,4.71
New Zealand,NZL,2021-03-31,0.34
New Zealand,NZL,2021-04-06,0.4
North America,,2021-01-07,0
North America,,2021-01-08,0
North America,,2021-01-09,0
North America,,2021-01-10,0
North America,,2021-01-11,0
North America,,2021-01-12,0
North America,,2021-01-13,0
North America,,2021-01-14,0.23
North America,,2021-01-15,0.28
North America,,2021-01-16,0.28
North America,,2021-01-17,0.28
North America,,2021-01-18,0.28
North America,,2021-01-19,0.35
North America,,2021-01-20,0.38
North America,,2021-01-21,0.42
North America,,2021-01-22,0.48
North America,,2021-01-23,0.53
North America,,2021-01-24,0.56
North America,,2021-01-25,0.59
North America,,2021-01-26,0.61
North America,,2021-01-27,0.66
North America,,2021-01-28,0.74
North America,,2021-01-29,0.83
North America,,2021-01-30,0.91
North America,,2021-01-31,0.98
North America,,2021-02-01,1.03
North America,,2021-02-02,1.05
North America,,2021-02-03,1.12
North America,,2021-02-04,1.21
North America,,2021-02-05,1.31
North America,,2021-02-06,1.45
North America,,2021-02-07,1.59
North America,,2021-02-08,1.66
North America,,2021-02-09,1.72
North America,,2021-02-10,1.83
North America,,2021-02-11,1.95
North America,,2021-02-12,2.11
North America,,2021-02-13,2.28
North America,,2021-02-14,2.45
North America,,2021-02-15,2.45
North America,,2021-02-16,2.61
North America,,2021-02-17,2.7
North America,,2021-02-18,2.82
North America,,2021-02-19,3.02
North America,,2021-02-20,3.17
North America,,2021-02-21,3.34
North America,,2021-02-22,3.45
North America,,2021-02-23,3.53
North America,,2021-02-24,3.65
North America,,2021-02-25,3.82
North America,,2021-02-26,4.01
North America,,2021-02-27,4.2
North America,,2021-02-28,4.38
North America,,2021-03-01,4.5
North America,,2021-03-02,4.62
North America,,2021-03-03,4.76
North America,,2021-03-04,4.9
North America,,2021-03-05,5.06
North America,,2021-03-06,5.24
North America,,2021-03-07,5.39
North America,,2021-03-08,5.53
North America,,2021-03-09,5.63
North America,,2021-03-10,5.77
North America,,2021-03-11,5.93
North America,,2021-03-12,6.13
North America,,2021-03-13,6.45
North America,,2021-03-14,6.54
North America,,2021-03-15,6.69
North America,,2021-03-16,6.81
North America,,2021-03-17,6.98
North America,,2021-03-18,7.15
North America,,2021-03-19,7.31
North America,,2021-03-20,7.51
North America,,2021-03-21,7.7
North America,,2021-03-22,7.84
North America,,2021-03-23,7.95
North America,,2021-03-24,8.1
North America,,2021-03-25,8.28
North America,,2021-03-26,8.5
North America,,2021-03-27,8.75
North America,,2021-03-28,8.99
North America,,2021-03-29,9.18
North America,,2021-03-30,9.34
North America,,2021-03-31,9.56
North America,,2021-04-01,9.82
North America,,2021-04-02,10.16
North America,,2021-04-03,10.48
North America,,2021-04-04,10.75
North America,,2021-04-05,10.93
North America,,2021-04-06,11.07
North America,,2021-04-07,11.34
North America,,2021-04-08,11.68
North America,,2021-04-09,12.02
North America,,2021-04-10,12.5
Northern Cyprus,OWID_CYN,2021-03-25,11.53
Northern Ireland,,2021-01-03,0.07
Northern Ireland,,2021-01-10,0.74
Northern Ireland,,2021-01-11,0.81
Northern Ireland,,2021-01-12,0.94
Northern Ireland,,2021-01-13,1
Northern Ireland,,2021-01-14,1.02
Northern Ireland,,2021-01-15,1.03
Northern Ireland,,2021-01-16,1.07
Northern Ireland,,2021-01-17,1.11
Northern Ireland,,2021-01-18,1.14
Northern Ireland,,2021-01-19,1.16
Northern Ireland,,2021-01-20,1.18
Northern Ireland,,2021-01-21,1.19
Northern Ireland,,2021-01-22,1.2
Northern Ireland,,2021-01-23,1.2
Northern Ireland,,2021-01-24,1.2
Northern Ireland,,2021-01-25,1.2
Northern Ireland,,2021-01-26,1.21
Northern Ireland,,2021-01-27,1.26
Northern Ireland,,2021-01-28,1.27
Northern Ireland,,2021-01-29,1.28
Northern Ireland,,2021-01-30,1.28
Northern Ireland,,2021-01-31,1.3
Northern Ireland,,2021-02-01,1.31
Northern Ireland,,2021-02-02,1.33
Northern Ireland,,2021-02-03,1.35
Northern Ireland,,2021-02-04,1.38
Northern Ireland,,2021-02-05,1.4
Northern Ireland,,2021-02-06,1.44
Northern Ireland,,2021-02-07,1.45
Northern Ireland,,2021-02-08,1.46
Northern Ireland,,2021-02-09,1.47
Northern Ireland,,2021-02-10,1.49
Northern Ireland,,2021-02-11,1.51
Northern Ireland,,2021-02-12,1.53
Northern Ireland,,2021-02-13,1.53
Northern Ireland,,2021-02-14,1.53
Northern Ireland,,2021-02-15,1.54
Northern Ireland,,2021-02-16,1.56
Northern Ireland,,2021-02-17,1.58
Northern Ireland,,2021-02-18,1.6
Northern Ireland,,2021-02-19,1.62
Northern Ireland,,2021-02-20,1.63
Northern Ireland,,2021-02-21,1.63
Northern Ireland,,2021-02-22,1.64
Northern Ireland,,2021-02-23,1.66
Northern Ireland,,2021-02-24,1.67
Northern Ireland,,2021-02-25,1.68
Northern Ireland,,2021-02-26,1.72
Northern Ireland,,2021-02-27,1.72
Northern Ireland,,2021-02-28,1.75
Northern Ireland,,2021-03-01,1.87
Northern Ireland,,2021-03-02,2
Northern Ireland,,2021-03-03,2.12
Northern Ireland,,2021-03-04,2.21
Northern Ireland,,2021-03-05,2.22
Northern Ireland,,2021-03-06,2.23
Northern Ireland,,2021-03-07,2.26
Northern Ireland,,2021-03-08,2.35
Northern Ireland,,2021-03-09,2.48
Northern Ireland,,2021-03-10,2.58
Northern Ireland,,2021-03-11,2.61
Northern Ireland,,2021-03-12,2.64
Northern Ireland,,2021-03-13,2.77
Northern Ireland,,2021-03-14,2.89
Northern Ireland,,2021-03-15,3.08
Northern Ireland,,2021-03-16,3.38
Northern Ireland,,2021-03-17,3.55
Northern Ireland,,2021-03-18,3.73
Northern Ireland,,2021-03-19,3.98
Northern Ireland,,2021-03-20,4.15
Northern Ireland,,2021-03-21,4.68
Northern Ireland,,2021-03-23,5.08
Northern Ireland,,2021-03-24,5.54
Northern Ireland,,2021-03-25,6
Northern Ireland,,2021-03-26,6.36
Northern Ireland,,2021-03-27,6.52
Northern Ireland,,2021-03-28,6.6
Northern Ireland,,2021-03-29,6.97
Northern Ireland,,2021-03-30,7.31
Northern Ireland,,2021-03-31,7.7
Northern Ireland,,2021-04-01,8.1
Northern Ireland,,2021-04-02,8.46
Northern Ireland,,2021-04-03,8.58
Northern Ireland,,2021-04-04,8.65
Northern Ireland,,2021-04-05,8.73
Northern Ireland,,2021-04-06,8.87
Northern Ireland,,2021-04-07,9.18
Northern Ireland,,2021-04-08,9.6
Northern Ireland,,2021-04-09,10.02
Norway,NOR,2021-01-17,0
Norway,NOR,2021-01-18,0.01
Norway,NOR,2021-01-19,0.02
Norway,NOR,2021-01-20,0.03
Norway,NOR,2021-01-21,0.04
Norway,NOR,2021-01-22,0.04
Norway,NOR,2021-01-23,0.04
Norway,NOR,2021-01-24,0.04
Norway,NOR,2021-01-25,0.04
Norway,NOR,2021-01-26,0.08
Norway,NOR,2021-01-27,0.22
Norway,NOR,2021-01-28,0.34
Norway,NOR,2021-01-29,0.38
Norway,NOR,2021-01-30,0.38
Norway,NOR,2021-01-31,0.38
Norway,NOR,2021-02-01,0.39
Norway,NOR,2021-02-02,0.44
Norway,NOR,2021-02-03,0.6
Norway,NOR,2021-02-04,0.76
Norway,NOR,2021-02-05,0.85
Norway,NOR,2021-02-06,0.86
Norway,NOR,2021-02-07,0.87
Norway,NOR,2021-02-08,0.88
Norway,NOR,2021-02-09,0.94
Norway,NOR,2021-02-10,1.1
Norway,NOR,2021-02-11,1.26
Norway,NOR,2021-02-12,1.33
Norway,NOR,2021-02-13,1.33
Norway,NOR,2021-02-14,1.33
Norway,NOR,2021-02-15,1.35
Norway,NOR,2021-02-16,1.39
Norway,NOR,2021-02-17,1.57
Norway,NOR,2021-02-18,1.77
Norway,NOR,2021-02-19,1.86
Norway,NOR,2021-02-20,1.87
Norway,NOR,2021-02-21,1.87
Norway,NOR,2021-02-22,1.87
Norway,NOR,2021-02-23,1.97
Norway,NOR,2021-02-24,2.38
Norway,NOR,2021-02-25,2.84
Norway,NOR,2021-02-26,3.03
Norway,NOR,2021-02-27,3.03
Norway,NOR,2021-02-28,3.03
Norway,NOR,2021-03-01,3.03
Norway,NOR,2021-03-02,3.1
Norway,NOR,2021-03-03,3.44
Norway,NOR,2021-03-04,3.78
Norway,NOR,2021-03-05,3.9
Norway,NOR,2021-03-06,3.91
Norway,NOR,2021-03-07,3.91
Norway,NOR,2021-03-08,3.91
Norway,NOR,2021-03-09,3.99
Norway,NOR,2021-03-10,4.31
Norway,NOR,2021-03-11,4.61
Norway,NOR,2021-03-12,4.76
Norway,NOR,2021-03-13,4.77
Norway,NOR,2021-03-14,4.77
Norway,NOR,2021-03-15,4.78
Norway,NOR,2021-03-16,4.79
Norway,NOR,2021-03-17,4.82
Norway,NOR,2021-03-18,4.85
Norway,NOR,2021-03-19,4.86
Norway,NOR,2021-03-20,4.86
Norway,NOR,2021-03-21,4.87
Norway,NOR,2021-03-22,4.87
Norway,NOR,2021-03-23,4.89
Norway,NOR,2021-03-24,4.95
Norway,NOR,2021-03-25,5
Norway,NOR,2021-03-26,5.02
Norway,NOR,2021-03-27,5.02
Norway,NOR,2021-03-28,5.02
Norway,NOR,2021-03-29,5.02
Norway,NOR,2021-03-30,5.09
Norway,NOR,2021-03-31,5.22
Norway,NOR,2021-04-01,5.25
Norway,NOR,2021-04-02,5.26
Norway,NOR,2021-04-03,5.26
Norway,NOR,2021-04-04,5.26
Norway,NOR,2021-04-05,5.26
Norway,NOR,2021-04-06,5.31
Norway,NOR,2021-04-07,5.37
Norway,NOR,2021-04-08,5.45
Oceania,,2021-03-31,0.04
Oceania,,2021-04-01,0.04
Oceania,,2021-04-02,0.04
Oceania,,2021-04-03,0.04
Oceania,,2021-04-04,0.04
Oceania,,2021-04-05,0.04
Oceania,,2021-04-06,0.05
Oceania,,2021-04-07,0.05
Oceania,,2021-04-08,0.05
Oceania,,2021-04-09,0.05
Oceania,,2021-04-10,0.05
Oman,OMN,2021-01-17,0.01
Oman,OMN,2021-01-18,0.04
Oman,OMN,2021-01-19,0.06
Oman,OMN,2021-01-20,0.09
Oman,OMN,2021-01-23,0.12
Oman,OMN,2021-01-24,0.16
Oman,OMN,2021-01-25,0.19
Oman,OMN,2021-01-26,0.22
Oman,OMN,2021-01-27,0.24
Oman,OMN,2021-02-08,0.24
Oman,OMN,2021-02-09,0.24
Oman,OMN,2021-02-10,0.24
Oman,OMN,2021-02-11,0.24
Oman,OMN,2021-02-12,0.24
Oman,OMN,2021-02-13,0.24
Oman,OMN,2021-02-14,0.24
Oman,OMN,2021-02-15,0.24
Oman,OMN,2021-02-16,0.37
Oman,OMN,2021-02-17,0.37
Oman,OMN,2021-02-18,0.37
Oman,OMN,2021-02-19,0.37
Oman,OMN,2021-02-20,0.37
Oman,OMN,2021-02-21,0.37
Oman,OMN,2021-02-22,0.37
Oman,OMN,2021-02-23,0.37
Oman,OMN,2021-03-09,0.37
Oman,OMN,2021-03-10,0.37
Oman,OMN,2021-03-15,0.37
Oman,OMN,2021-03-17,0.37
Oman,OMN,2021-03-22,0.37
Oman,OMN,2021-03-24,0.37
Oman,OMN,2021-03-29,0.37
Oman,OMN,2021-03-31,0.37
Oman,OMN,2021-04-05,0.37
Palestine,PSE,2021-03-30,0.16
Palestine,PSE,2021-03-31,0.17
Palestine,PSE,2021-04-01,0.18
Palestine,PSE,2021-04-03,0.2
Palestine,PSE,2021-04-04,0.22
Palestine,PSE,2021-04-05,0.22
Palestine,PSE,2021-04-06,0.22
Palestine,PSE,2021-04-07,0.23
Palestine,PSE,2021-04-08,0.23
Panama,PAN,2021-03-30,2.7
Panama,PAN,2021-04-06,3.64
Paraguay,PRY,2021-03-15,0
Paraguay,PRY,2021-03-16,0.01
Paraguay,PRY,2021-03-17,0.01
Paraguay,PRY,2021-03-18,0.02
Paraguay,PRY,2021-03-19,0.02
Paraguay,PRY,2021-03-20,0.02
Paraguay,PRY,2021-03-22,0.02
Paraguay,PRY,2021-03-23,0.02
Paraguay,PRY,2021-03-24,0.02
Paraguay,PRY,2021-03-25,0.02
Paraguay,PRY,2021-03-26,0.02
Paraguay,PRY,2021-03-27,0.02
Paraguay,PRY,2021-03-28,0.02
Paraguay,PRY,2021-03-29,0.02
Paraguay,PRY,2021-03-30,0.03
Paraguay,PRY,2021-03-31,0.03
Paraguay,PRY,2021-04-01,0.03
Paraguay,PRY,2021-04-02,0.03
Paraguay,PRY,2021-04-03,0.03
Paraguay,PRY,2021-04-04,0.03
Paraguay,PRY,2021-04-05,0.03
Paraguay,PRY,2021-04-06,0.03
Paraguay,PRY,2021-04-07,0.04
Peru,PER,2021-03-02,0
Peru,PER,2021-03-03,0.04
Peru,PER,2021-03-04,0.12
Peru,PER,2021-03-05,0.21
Peru,PER,2021-03-06,0.25
Peru,PER,2021-03-07,0.26
Peru,PER,2021-03-08,0.29
Peru,PER,2021-03-09,0.31
Peru,PER,2021-03-10,0.32
Peru,PER,2021-03-11,0.34
Peru,PER,2021-03-12,0.38
Peru,PER,2021-03-13,0.46
Peru,PER,2021-03-14,0.47
Peru,PER,2021-03-15,0.55
Peru,PER,2021-03-16,0.61
Peru,PER,2021-03-17,0.68
Peru,PER,2021-03-18,0.73
Peru,PER,2021-03-19,0.77
Peru,PER,2021-03-20,0.79
Peru,PER,2021-03-21,0.79
Peru,PER,2021-03-22,0.81
Peru,PER,2021-03-23,0.83
Peru,PER,2021-03-24,0.85
Peru,PER,2021-03-25,0.86
Peru,PER,2021-03-26,0.87
Peru,PER,2021-03-27,0.88
Peru,PER,2021-03-28,0.88
Peru,PER,2021-03-29,0.91
Peru,PER,2021-03-30,0.95
Peru,PER,2021-03-31,0.98
Peru,PER,2021-04-01,0.99
Peru,PER,2021-04-02,1
Peru,PER,2021-04-03,1.02
Peru,PER,2021-04-04,1.02
Peru,PER,2021-04-05,1.03
Peru,PER,2021-04-06,1.07
Peru,PER,2021-04-07,1.1
Peru,PER,2021-04-08,1.14
Peru,PER,2021-04-09,1.16
Philippines,PHL,2021-03-30,0
Philippines,PHL,2021-04-05,0.03
Philippines,PHL,2021-04-06,0.05
Poland,POL,2021-01-17,0
Poland,POL,2021-01-18,0.01
Poland,POL,2021-01-19,0.03
Poland,POL,2021-01-20,0.07
Poland,POL,2021-01-21,0.1
Poland,POL,2021-01-22,0.12
Poland,POL,2021-01-23,0.12
Poland,POL,2021-01-24,0.13
Poland,POL,2021-01-25,0.2
Poland,POL,2021-01-26,0.33
Poland,POL,2021-01-27,0.4
Poland,POL,2021-01-28,0.47
Poland,POL,2021-01-29,0.52
Poland,POL,2021-01-30,0.52
Poland,POL,2021-01-31,0.53
Poland,POL,2021-02-01,0.62
Poland,POL,2021-02-02,0.76
Poland,POL,2021-02-03,0.91
Poland,POL,2021-02-04,1.04
Poland,POL,2021-02-05,1.12
Poland,POL,2021-02-06,1.16
Poland,POL,2021-02-07,1.19
Poland,POL,2021-02-09,1.27
Poland,POL,2021-02-11,1.53
Poland,POL,2021-02-12,1.65
Poland,POL,2021-02-13,1.69
Poland,POL,2021-02-14,1.71
Poland,POL,2021-02-15,1.74
Poland,POL,2021-02-16,1.83
Poland,POL,2021-02-17,2.05
Poland,POL,2021-02-18,2.29
Poland,POL,2021-02-19,2.42
Poland,POL,2021-02-20,2.45
Poland,POL,2021-02-21,2.46
Poland,POL,2021-02-22,2.47
Poland,POL,2021-02-24,2.73
Poland,POL,2021-02-26,3.09
Poland,POL,2021-02-28,3.14
Poland,POL,2021-03-01,3.15
Poland,POL,2021-03-03,3.39
Poland,POL,2021-03-04,3.61
Poland,POL,2021-03-06,3.76
Poland,POL,2021-03-08,3.79
Poland,POL,2021-03-09,3.82
Poland,POL,2021-03-11,4.11
Poland,POL,2021-03-12,4.22
Poland,POL,2021-03-13,4.23
Poland,POL,2021-03-14,4.24
Poland,POL,2021-03-15,4.25
Poland,POL,2021-03-16,4.28
Poland,POL,2021-03-17,4.4
Poland,POL,2021-03-18,4.57
Poland,POL,2021-03-19,4.68
Poland,POL,2021-03-20,4.7
Poland,POL,2021-03-21,4.71
Poland,POL,2021-03-22,4.73
Poland,POL,2021-03-23,4.78
Poland,POL,2021-03-24,4.91
Poland,POL,2021-03-26,5.2
Poland,POL,2021-03-28,5.26
Poland,POL,2021-03-30,5.33
Poland,POL,2021-03-31,5.39
Poland,POL,2021-04-01,5.44
Poland,POL,2021-04-02,5.47
Poland,POL,2021-04-04,5.48
Poland,POL,2021-04-05,5.48
Poland,POL,2021-04-07,5.52
Poland,POL,2021-04-08,5.54
Poland,POL,2021-04-10,5.56
Portugal,PRT,2021-01-17,0.01
Portugal,PRT,2021-01-18,0.02
Portugal,PRT,2021-01-19,0.09
Portugal,PRT,2021-01-20,0.18
Portugal,PRT,2021-01-21,0.23
Portugal,PRT,2021-01-22,0.25
Portugal,PRT,2021-01-23,0.29
Portugal,PRT,2021-01-24,0.3
Portugal,PRT,2021-01-25,0.3
Portugal,PRT,2021-01-26,0.3
Portugal,PRT,2021-01-27,0.3
Portugal,PRT,2021-01-28,0.3
Portugal,PRT,2021-01-29,0.3
Portugal,PRT,2021-01-30,0.64
Portugal,PRT,2021-01-31,0.67
Portugal,PRT,2021-02-01,0.67
Portugal,PRT,2021-02-02,0.69
Portugal,PRT,2021-02-03,0.74
Portugal,PRT,2021-02-04,0.83
Portugal,PRT,2021-02-05,0.93
Portugal,PRT,2021-02-06,1.02
Portugal,PRT,2021-02-07,1.03
Portugal,PRT,2021-02-08,1.03
Portugal,PRT,2021-02-09,1.04
Portugal,PRT,2021-02-10,1.14
Portugal,PRT,2021-02-11,1.31
Portugal,PRT,2021-02-12,1.55
Portugal,PRT,2021-02-13,1.81
Portugal,PRT,2021-02-14,1.91
Portugal,PRT,2021-02-15,1.99
Portugal,PRT,2021-02-16,2.04
Portugal,PRT,2021-02-17,2.1
Portugal,PRT,2021-02-18,2.18
Portugal,PRT,2021-02-19,2.3
Portugal,PRT,2021-02-20,2.43
Portugal,PRT,2021-02-21,2.46
Portugal,PRT,2021-02-22,2.48
Portugal,PRT,2021-02-23,2.5
Portugal,PRT,2021-02-24,2.52
Portugal,PRT,2021-02-25,2.56
Portugal,PRT,2021-02-26,2.59
Portugal,PRT,2021-02-27,2.64
Portugal,PRT,2021-02-28,2.65
Portugal,PRT,2021-03-01,2.68
Portugal,PRT,2021-03-02,2.69
Portugal,PRT,2021-03-03,2.71
Portugal,PRT,2021-03-04,2.76
Portugal,PRT,2021-03-05,2.81
Portugal,PRT,2021-03-06,2.9
Portugal,PRT,2021-03-07,2.94
Portugal,PRT,2021-03-08,2.98
Portugal,PRT,2021-03-09,3
Portugal,PRT,2021-03-10,3.02
Portugal,PRT,2021-03-11,3.11
Portugal,PRT,2021-03-12,3.25
Portugal,PRT,2021-03-13,3.38
Portugal,PRT,2021-03-14,3.43
Portugal,PRT,2021-03-15,3.47
Portugal,PRT,2021-03-16,3.5
Portugal,PRT,2021-03-17,3.56
Portugal,PRT,2021-03-18,3.77
Portugal,PRT,2021-03-19,4.1
Portugal,PRT,2021-03-20,4.37
Portugal,PRT,2021-03-21,4.5
Portugal,PRT,2021-03-22,4.62
Portugal,PRT,2021-03-23,4.7
Portugal,PRT,2021-03-24,4.72
Portugal,PRT,2021-03-25,4.75
Portugal,PRT,2021-03-26,4.8
Portugal,PRT,2021-03-27,4.82
Portugal,PRT,2021-03-28,4.84
Portugal,PRT,2021-03-29,4.85
Portugal,PRT,2021-03-30,4.88
Portugal,PRT,2021-03-31,4.91
Portugal,PRT,2021-04-01,5.01
Portugal,PRT,2021-04-02,5.42
Portugal,PRT,2021-04-03,5.58
Portugal,PRT,2021-04-04,5.65
Portugal,PRT,2021-04-05,5.68
Portugal,PRT,2021-04-06,5.74
Portugal,PRT,2021-04-07,5.77
Portugal,PRT,2021-04-08,5.87
Portugal,PRT,2021-04-09,6.02
Portugal,PRT,2021-04-10,6.14
Romania,ROU,2021-01-17,0
Romania,ROU,2021-01-18,0.01
Romania,ROU,2021-01-19,0.01
Romania,ROU,2021-01-20,0.03
Romania,ROU,2021-01-21,0.05
Romania,ROU,2021-01-22,0.06
Romania,ROU,2021-01-23,0.07
Romania,ROU,2021-01-24,0.07
Romania,ROU,2021-01-25,0.13
Romania,ROU,2021-01-26,0.21
Romania,ROU,2021-01-27,0.3
Romania,ROU,2021-01-28,0.39
Romania,ROU,2021-01-29,0.48
Romania,ROU,2021-01-30,0.53
Romania,ROU,2021-01-31,0.55
Romania,ROU,2021-02-01,0.64
Romania,ROU,2021-02-02,0.72
Romania,ROU,2021-02-03,0.79
Romania,ROU,2021-02-04,0.86
Romania,ROU,2021-02-05,0.95
Romania,ROU,2021-02-06,1
Romania,ROU,2021-02-07,1.04
Romania,ROU,2021-02-08,1.2
Romania,ROU,2021-02-09,1.37
Romania,ROU,2021-02-10,1.56
Romania,ROU,2021-02-11,1.74
Romania,ROU,2021-02-12,1.92
Romania,ROU,2021-02-13,2.08
Romania,ROU,2021-02-14,2.22
Romania,ROU,2021-02-15,2.36
Romania,ROU,2021-02-16,2.5
Romania,ROU,2021-02-17,2.63
Romania,ROU,2021-02-18,2.74
Romania,ROU,2021-02-19,2.84
Romania,ROU,2021-02-20,2.93
Romania,ROU,2021-02-21,2.99
Romania,ROU,2021-02-22,3.07
Romania,ROU,2021-02-23,3.13
Romania,ROU,2021-02-24,3.18
Romania,ROU,2021-02-25,3.19
Romania,ROU,2021-02-26,3.2
Romania,ROU,2021-02-27,3.21
Romania,ROU,2021-02-28,3.21
Romania,ROU,2021-03-01,3.21
Romania,ROU,2021-03-02,3.22
Romania,ROU,2021-03-03,3.22
Romania,ROU,2021-03-04,3.26
Romania,ROU,2021-03-05,3.31
Romania,ROU,2021-03-06,3.35
Romania,ROU,2021-03-07,3.39
Romania,ROU,2021-03-08,3.42
Romania,ROU,2021-03-09,3.45
Romania,ROU,2021-03-10,3.5
Romania,ROU,2021-03-11,3.55
Romania,ROU,2021-03-12,3.61
Romania,ROU,2021-03-13,3.66
Romania,ROU,2021-03-14,3.71
Romania,ROU,2021-03-15,3.76
Romania,ROU,2021-03-16,3.84
Romania,ROU,2021-03-17,3.91
Romania,ROU,2021-03-18,3.95
Romania,ROU,2021-03-19,3.99
Romania,ROU,2021-03-20,4.02
Romania,ROU,2021-03-21,4.03
Romania,ROU,2021-03-22,4.15
Romania,ROU,2021-03-23,4.29
Romania,ROU,2021-03-24,4.44
Romania,ROU,2021-03-25,4.59
Romania,ROU,2021-03-26,4.74
Romania,ROU,2021-03-27,4.9
Romania,ROU,2021-03-28,5.06
Romania,ROU,2021-03-29,5.21
Romania,ROU,2021-03-30,5.4
Romania,ROU,2021-03-31,5.58
Romania,ROU,2021-04-01,5.75
Romania,ROU,2021-04-02,5.92
Romania,ROU,2021-04-03,6.08
Romania,ROU,2021-04-04,6.22
Romania,ROU,2021-04-05,6.38
Romania,ROU,2021-04-06,6.54
Romania,ROU,2021-04-07,6.7
Romania,ROU,2021-04-08,6.86
Romania,ROU,2021-04-09,7.03
Russia,RUS,2021-02-10,1.16
Russia,RUS,2021-03-01,0.75
Russia,RUS,2021-03-02,0.75
Russia,RUS,2021-03-03,0.82
Russia,RUS,2021-03-04,0.9
Russia,RUS,2021-03-05,0.96
Russia,RUS,2021-03-06,1.03
Russia,RUS,2021-03-07,1.05
Russia,RUS,2021-03-08,1.05
Russia,RUS,2021-03-09,1.06
Russia,RUS,2021-03-10,1.22
Russia,RUS,2021-03-11,1.31
Russia,RUS,2021-03-12,1.37
Russia,RUS,2021-03-13,1.45
Russia,RUS,2021-03-14,1.48
Russia,RUS,2021-03-17,1.67
Russia,RUS,2021-03-18,1.7
Russia,RUS,2021-03-19,1.81
Russia,RUS,2021-03-20,1.86
Russia,RUS,2021-03-21,1.89
Russia,RUS,2021-03-29,2.93
Russia,RUS,2021-03-30,2.94
Russia,RUS,2021-03-31,2.99
Russia,RUS,2021-04-01,3.07
Russia,RUS,2021-04-02,3.11
Russia,RUS,2021-04-03,3.15
Russia,RUS,2021-04-04,3.16
Russia,RUS,2021-04-05,3.18
Russia,RUS,2021-04-06,3.24
Russia,RUS,2021-04-07,3.52
Russia,RUS,2021-04-08,3.57
Russia,RUS,2021-04-09,3.63
Russia,RUS,2021-04-10,3.7
San Marino,SMR,2021-03-18,0.09
San Marino,SMR,2021-03-19,0.1
San Marino,SMR,2021-03-22,0.77
San Marino,SMR,2021-03-23,1.49
San Marino,SMR,2021-03-24,2.52
San Marino,SMR,2021-03-26,4.94
San Marino,SMR,2021-03-30,8.78
San Marino,SMR,2021-03-31,10.38
San Marino,SMR,2021-04-02,12.14
San Marino,SMR,2021-04-03,13.69
San Marino,SMR,2021-04-06,15.51
San Marino,SMR,2021-04-07,17.45
San Marino,SMR,2021-04-08,19.6
San Marino,SMR,2021-04-09,21.27
Scotland,,2021-01-03,0
