Entity,Code,Day,people_fully_vaccinated
Hungary,HUN,2021-03-30,753187
Hungary,HUN,2021-03-31,787207
Hungary,HUN,2021-04-01,863195
Hungary,HUN,2021-04-02,891002
Hungary,HUN,2021-04-03,905117
Hungary,HUN,2021-04-04,913012
Hungary,HUN,2021-04-05,922886
Hungary,HUN,2021-04-06,1005936
Hungary,HUN,2021-04-07,1077947
Hungary,HUN,2021-04-08,1126139
Hungary,HUN,2021-04-09,1171475
Hungary,HUN,2021-04-10,1197685
Iceland,ISL,2021-01-20,480
Iceland,ISL,2021-01-25,4787
Iceland,ISL,2021-01-27,4820
Iceland,ISL,2021-02-03,4853
Iceland,ISL,2021-02-05,4855
Iceland,ISL,2021-02-08,4856
Iceland,ISL,2021-02-12,5538
Iceland,ISL,2021-02-15,5757
Iceland,ISL,2021-02-16,5944
Iceland,ISL,2021-02-17,7381
Iceland,ISL,2021-02-18,9658
Iceland,ISL,2021-02-19,10074
Iceland,ISL,2021-02-22,10530
Iceland,ISL,2021-02-23,10554
Iceland,ISL,2021-02-25,12376
Iceland,ISL,2021-02-26,12564
Iceland,ISL,2021-03-01,12600
Iceland,ISL,2021-03-02,12644
Iceland,ISL,2021-03-04,12707
Iceland,ISL,2021-03-05,12708
Iceland,ISL,2021-03-08,12710
Iceland,ISL,2021-03-11,12763
Iceland,ISL,2021-03-12,12844
Iceland,ISL,2021-03-15,12888
Iceland,ISL,2021-03-17,13522
Iceland,ISL,2021-03-18,14104
Iceland,ISL,2021-03-19,14739
Iceland,ISL,2021-03-22,15066
Iceland,ISL,2021-03-23,16906
Iceland,ISL,2021-03-24,19887
Iceland,ISL,2021-03-25,20325
Iceland,ISL,2021-03-26,20733
Iceland,ISL,2021-03-29,20734
Iceland,ISL,2021-03-31,23698
Iceland,ISL,2021-04-03,24344
Iceland,ISL,2021-04-08,27092
Iceland,ISL,2021-04-09,27801
India,IND,2021-02-13,7668
India,IND,2021-02-15,98118
India,IND,2021-02-16,216339
India,IND,2021-02-17,342116
India,IND,2021-02-18,464932
India,IND,2021-02-19,756942
India,IND,2021-02-20,873940
India,IND,2021-02-21,960642
India,IND,2021-02-22,1115542
India,IND,2021-02-23,1321635
India,IND,2021-02-24,1481754
India,IND,2021-02-25,1860859
India,IND,2021-02-26,2204083
India,IND,2021-02-27,2453878
India,IND,2021-02-28,2456191
India,IND,2021-03-01,2597799
India,IND,2021-03-02,2713978
India,IND,2021-03-03,2876927
India,IND,2021-03-04,3208668
India,IND,2021-03-05,3501021
India,IND,2021-03-06,3754041
India,IND,2021-03-07,3761107
India,IND,2021-03-08,4065450
India,IND,2021-03-09,4363679
India,IND,2021-03-10,4650530
India,IND,2021-03-11,4729079
India,IND,2021-03-12,5142953
India,IND,2021-03-13,5430774
India,IND,2021-03-14,5455653
India,IND,2021-03-15,5867948
India,IND,2021-03-16,6202499
India,IND,2021-03-17,6542468
India,IND,2021-03-18,6913587
India,IND,2021-03-19,7221362
India,IND,2021-03-20,7478654
India,IND,2021-03-21,7491696
India,IND,2021-03-22,7863441
India,IND,2021-03-23,8109334
India,IND,2021-03-24,8299171
India,IND,2021-03-25,8502968
India,IND,2021-03-26,8683155
India,IND,2021-03-27,8828346
India,IND,2021-03-28,8870201
India,IND,2021-03-29,8901956
India,IND,2021-03-30,9065318
India,IND,2021-03-31,9334695
India,IND,2021-04-01,9640340
India,IND,2021-04-02,9972706
India,IND,2021-04-03,10240181
India,IND,2021-04-04,10426325
India,IND,2021-04-05,10833617
India,IND,2021-04-06,11140459
India,IND,2021-04-07,11435646
India,IND,2021-04-08,11877740
India,IND,2021-04-09,12311308
India,IND,2021-04-10,12709186
Indonesia,IDN,2021-01-28,5468
Indonesia,IDN,2021-01-29,11287
Indonesia,IDN,2021-01-30,20810
Indonesia,IDN,2021-01-31,22548
Indonesia,IDN,2021-02-01,35406
Indonesia,IDN,2021-02-02,51999
Indonesia,IDN,2021-02-03,71621
Indonesia,IDN,2021-02-04,96553
Indonesia,IDN,2021-02-05,120725
Indonesia,IDN,2021-02-06,137207
Indonesia,IDN,2021-02-07,139131
Indonesia,IDN,2021-02-08,171270
Indonesia,IDN,2021-02-09,221453
Indonesia,IDN,2021-02-10,279251
Indonesia,IDN,2021-02-11,345605
Indonesia,IDN,2021-02-13,415486
Indonesia,IDN,2021-02-14,425578
Indonesia,IDN,2021-02-15,482625
Indonesia,IDN,2021-02-16,537147
Indonesia,IDN,2021-02-17,597328
Indonesia,IDN,2021-02-18,623832
Indonesia,IDN,2021-02-20,732634
Indonesia,IDN,2021-02-23,789966
Indonesia,IDN,2021-02-24,825650
Indonesia,IDN,2021-02-25,853745
Indonesia,IDN,2021-02-26,865870
Indonesia,IDN,2021-02-27,982370
Indonesia,IDN,2021-02-28,998439
Indonesia,IDN,2021-03-01,1062173
Indonesia,IDN,2021-03-02,1055291
Indonesia,IDN,2021-03-03,1100228
Indonesia,IDN,2021-03-05,1114537
Indonesia,IDN,2021-03-07,1133787
Indonesia,IDN,2021-03-10,1262878
Indonesia,IDN,2021-03-11,1295615
Indonesia,IDN,2021-03-12,1339362
Indonesia,IDN,2021-03-13,1454836
Indonesia,IDN,2021-03-14,1460222
Indonesia,IDN,2021-03-15,1572786
Indonesia,IDN,2021-03-16,1716749
Indonesia,IDN,2021-03-17,1876140
Indonesia,IDN,2021-03-18,1948531
Indonesia,IDN,2021-03-19,2221200
Indonesia,IDN,2021-03-20,2301978
Indonesia,IDN,2021-03-21,2312601
Indonesia,IDN,2021-03-22,2494422
Indonesia,IDN,2021-03-23,2941016
Indonesia,IDN,2021-03-25,3015190
Indonesia,IDN,2021-03-26,3233810
Indonesia,IDN,2021-03-27,3235027
Indonesia,IDN,2021-03-28,3330639
Indonesia,IDN,2021-03-31,3664708
Indonesia,IDN,2021-04-01,3854451
Indonesia,IDN,2021-04-02,3867762
Indonesia,IDN,2021-04-04,4014803
Indonesia,IDN,2021-04-06,4431504
Indonesia,IDN,2021-04-08,4697396
Indonesia,IDN,2021-04-10,5079048
Ireland,IRL,2021-01-27,13800
Ireland,IRL,2021-01-31,49300
Ireland,IRL,2021-02-05,79554
Ireland,IRL,2021-02-07,86833
Ireland,IRL,2021-02-08,88453
Ireland,IRL,2021-02-09,89380
Ireland,IRL,2021-02-10,89818
Ireland,IRL,2021-02-11,89834
Ireland,IRL,2021-02-12,89999
Ireland,IRL,2021-02-13,91625
Ireland,IRL,2021-02-14,91750
Ireland,IRL,2021-02-15,98388
Ireland,IRL,2021-02-16,105859
Ireland,IRL,2021-02-17,113291
Ireland,IRL,2021-02-18,120520
Ireland,IRL,2021-02-19,126320
Ireland,IRL,2021-02-20,130423
Ireland,IRL,2021-02-21,131898
Ireland,IRL,2021-02-22,133325
Ireland,IRL,2021-02-23,134439
Ireland,IRL,2021-02-24,136407
Ireland,IRL,2021-02-25,137935
Ireland,IRL,2021-02-26,140290
Ireland,IRL,2021-02-27,141345
Ireland,IRL,2021-02-28,141883
Ireland,IRL,2021-03-01,142924
Ireland,IRL,2021-03-02,144581
Ireland,IRL,2021-03-04,147617
Ireland,IRL,2021-03-05,149721
Ireland,IRL,2021-03-06,149920
Ireland,IRL,2021-03-07,150247
Ireland,IRL,2021-03-08,154089
Ireland,IRL,2021-03-09,157072
Ireland,IRL,2021-03-10,160729
Ireland,IRL,2021-03-11,162693
Ireland,IRL,2021-03-12,163812
Ireland,IRL,2021-03-13,164345
Ireland,IRL,2021-03-14,164496
Ireland,IRL,2021-03-15,165398
Ireland,IRL,2021-03-16,168859
Ireland,IRL,2021-03-17,171258
Ireland,IRL,2021-03-18,175526
Ireland,IRL,2021-03-19,181063
Ireland,IRL,2021-03-20,183840
Ireland,IRL,2021-03-21,184191
Ireland,IRL,2021-03-22,186653
Ireland,IRL,2021-03-23,193548
Ireland,IRL,2021-03-24,202694
Ireland,IRL,2021-03-25,211223
Ireland,IRL,2021-03-26,219546
Ireland,IRL,2021-03-27,224861
Ireland,IRL,2021-03-28,225684
Ireland,IRL,2021-03-29,228988
Ireland,IRL,2021-03-30,236759
Ireland,IRL,2021-03-31,246457
Ireland,IRL,2021-04-01,256412
Ireland,IRL,2021-04-02,268586
Ireland,IRL,2021-04-03,271524
Ireland,IRL,2021-04-05,273701
Ireland,IRL,2021-04-06,282043
Ireland,IRL,2021-04-07,301628
Isle of Man,IMN,2021-01-25,312
Isle of Man,IMN,2021-01-26,639
Isle of Man,IMN,2021-01-27,1037
Isle of Man,IMN,2021-01-28,1038
Isle of Man,IMN,2021-01-29,1030
Isle of Man,IMN,2021-02-02,1419
Isle of Man,IMN,2021-02-03,2176
Isle of Man,IMN,2021-02-04,2183
Isle of Man,IMN,2021-02-05,2183
Isle of Man,IMN,2021-02-06,2183
Isle of Man,IMN,2021-02-07,2184
Isle of Man,IMN,2021-02-08,2188
Isle of Man,IMN,2021-02-09,2557
Isle of Man,IMN,2021-02-10,2956
Isle of Man,IMN,2021-02-11,3328
Isle of Man,IMN,2021-02-12,3328
Isle of Man,IMN,2021-02-13,3327
Isle of Man,IMN,2021-02-14,3328
Isle of Man,IMN,2021-02-16,3594
Isle of Man,IMN,2021-02-17,3857
Isle of Man,IMN,2021-02-18,4110
Isle of Man,IMN,2021-02-19,4683
Isle of Man,IMN,2021-02-20,4712
Isle of Man,IMN,2021-02-21,4733
Isle of Man,IMN,2021-02-22,4732
Isle of Man,IMN,2021-02-23,4964
Isle of Man,IMN,2021-02-24,5201
Isle of Man,IMN,2021-02-25,5509
Isle of Man,IMN,2021-02-26,6284
Isle of Man,IMN,2021-02-27,6948
Isle of Man,IMN,2021-02-28,7329
Isle of Man,IMN,2021-03-01,7682
Isle of Man,IMN,2021-03-02,7701
Isle of Man,IMN,2021-03-03,7710
Isle of Man,IMN,2021-03-04,7711
Isle of Man,IMN,2021-03-05,8091
Isle of Man,IMN,2021-03-06,8485
Isle of Man,IMN,2021-03-07,8966
Isle of Man,IMN,2021-03-08,9253
Isle of Man,IMN,2021-03-09,9262
Isle of Man,IMN,2021-03-10,9283
Isle of Man,IMN,2021-03-11,9293
Isle of Man,IMN,2021-03-12,9909
Isle of Man,IMN,2021-03-13,11100
Isle of Man,IMN,2021-03-14,11337
Isle of Man,IMN,2021-03-15,11337
Isle of Man,IMN,2021-03-16,11340
Isle of Man,IMN,2021-03-18,11340
Isle of Man,IMN,2021-03-27,15008
Isle of Man,IMN,2021-03-30,15307
Isle of Man,IMN,2021-03-31,15311
Isle of Man,IMN,2021-04-01,15312
Isle of Man,IMN,2021-04-02,15340
Isle of Man,IMN,2021-04-03,15348
Isle of Man,IMN,2021-04-04,15348
Isle of Man,IMN,2021-04-05,15348
Isle of Man,IMN,2021-04-06,15348
Isle of Man,IMN,2021-04-07,15388
Isle of Man,IMN,2021-04-08,15403
Isle of Man,IMN,2021-04-09,15415
Isle of Man,IMN,2021-04-10,15427
Israel,ISR,2021-01-04,2
Israel,ISR,2021-01-05,2
Israel,ISR,2021-01-06,2
Israel,ISR,2021-01-07,5
Israel,ISR,2021-01-08,8
Israel,ISR,2021-01-09,30
Israel,ISR,2021-01-10,6016
Israel,ISR,2021-01-11,25241
Israel,ISR,2021-01-12,60870
Israel,ISR,2021-01-13,117669
Israel,ISR,2021-01-14,186391
Israel,ISR,2021-01-15,222257
Israel,ISR,2021-01-16,248216
Israel,ISR,2021-01-17,332616
Israel,ISR,2021-01-18,452773
Israel,ISR,2021-01-19,590226
Israel,ISR,2021-01-20,733554
Israel,ISR,2021-01-21,897394
Israel,ISR,2021-01-22,968274
Israel,ISR,2021-01-23,1021724
Israel,ISR,2021-01-24,1162000
Israel,ISR,2021-01-25,1301107
Israel,ISR,2021-01-26,1427099
Israel,ISR,2021-01-27,1551747
Israel,ISR,2021-01-28,1681975
Israel,ISR,2021-01-29,1746560
Israel,ISR,2021-01-30,1789207
Israel,ISR,2021-01-31,1848516
Israel,ISR,2021-02-01,1883711
Israel,ISR,2021-02-02,1914614
Israel,ISR,2021-02-03,1965845
Israel,ISR,2021-02-04,2023724
Israel,ISR,2021-02-05,2052360
Israel,ISR,2021-02-06,2074488
Israel,ISR,2021-02-07,2142987
Israel,ISR,2021-02-08,2208155
Israel,ISR,2021-02-09,2275387
Israel,ISR,2021-02-10,2347291
Israel,ISR,2021-02-11,2418773
Israel,ISR,2021-02-12,2456167
Israel,ISR,2021-02-13,2486499
Israel,ISR,2021-02-14,2555322
Israel,ISR,2021-02-15,2630748
Israel,ISR,2021-02-16,2708741
Israel,ISR,2021-02-17,2784024
Israel,ISR,2021-02-18,2863455
Israel,ISR,2021-02-19,2901422
Israel,ISR,2021-02-20,2930050
Israel,ISR,2021-02-21,3008317
Israel,ISR,2021-02-22,3088576
Israel,ISR,2021-02-23,3158714
Israel,ISR,2021-02-24,3221497
Israel,ISR,2021-02-25,3285982
Israel,ISR,2021-02-26,3317840
Israel,ISR,2021-02-27,3338949
Israel,ISR,2021-02-28,3394577
Israel,ISR,2021-03-01,3455791
Israel,ISR,2021-03-02,3520219
Israel,ISR,2021-03-03,3586677
Israel,ISR,2021-03-04,3665426
Israel,ISR,2021-03-05,3705707
Israel,ISR,2021-03-06,3730953
Israel,ISR,2021-03-07,3803517
Israel,ISR,2021-03-08,3876415
Israel,ISR,2021-03-09,3952814
Israel,ISR,2021-03-10,4011260
Israel,ISR,2021-03-11,4080079
Israel,ISR,2021-03-12,4121341
Israel,ISR,2021-03-13,4146499
Israel,ISR,2021-03-14,4220241
Israel,ISR,2021-03-15,4298168
Israel,ISR,2021-03-16,4369448
Israel,ISR,2021-03-17,4428222
Israel,ISR,2021-03-18,4486133
Israel,ISR,2021-03-19,4513968
Israel,ISR,2021-03-20,4529165
Israel,ISR,2021-03-21,4569445
Israel,ISR,2021-03-22,4609663
Israel,ISR,2021-03-23,4616802
Israel,ISR,2021-03-24,4662976
Israel,ISR,2021-03-25,4698089
Israel,ISR,2021-03-26,4711278
Israel,ISR,2021-03-27,4715465
Israel,ISR,2021-03-28,4720010
Israel,ISR,2021-03-29,4750086
Israel,ISR,2021-03-30,4772336
Israel,ISR,2021-03-31,4791614
Israel,ISR,2021-04-01,4810138
Israel,ISR,2021-04-02,4818091
Israel,ISR,2021-04-03,4820962
Israel,ISR,2021-04-04,4843663
Israel,ISR,2021-04-05,4863983
Israel,ISR,2021-04-06,4880286
Israel,ISR,2021-04-07,4895267
Israel,ISR,2021-04-08,4912074
Israel,ISR,2021-04-09,4918121
Israel,ISR,2021-04-10,4921648
Italy,ITA,2021-01-17,2905
Italy,ITA,2021-01-18,7834
Italy,ITA,2021-01-19,9530
Italy,ITA,2021-01-20,14043
Italy,ITA,2021-01-21,33619
Italy,ITA,2021-01-22,47568
Italy,ITA,2021-01-23,80298
Italy,ITA,2021-01-24,110910
Italy,ITA,2021-01-25,175069
Italy,ITA,2021-01-26,250842
Italy,ITA,2021-01-27,315452
Italy,ITA,2021-01-28,404111
Italy,ITA,2021-01-29,496932
Italy,ITA,2021-01-30,582851
Italy,ITA,2021-01-31,639731
Italy,ITA,2021-02-01,720753
Italy,ITA,2021-02-02,802093
Italy,ITA,2021-02-03,892145
Italy,ITA,2021-02-04,985598
Italy,ITA,2021-02-05,1074261
Italy,ITA,2021-02-06,1136222
Italy,ITA,2021-02-07,1168521
Italy,ITA,2021-02-08,1207852
Italy,ITA,2021-02-09,1239474
Italy,ITA,2021-02-10,1266689
Italy,ITA,2021-02-11,1285651
Italy,ITA,2021-02-12,1300357
Italy,ITA,2021-02-13,1306691
Italy,ITA,2021-02-14,1309027
Italy,ITA,2021-02-15,1314624
Italy,ITA,2021-02-16,1320373
Italy,ITA,2021-02-17,1329388
Italy,ITA,2021-02-18,1336915
Italy,ITA,2021-02-19,1342959
Italy,ITA,2021-02-20,1346956
Italy,ITA,2021-02-21,1348991
Italy,ITA,2021-02-22,1354216
Italy,ITA,2021-02-23,1359344
Italy,ITA,2021-02-24,1367239
Italy,ITA,2021-02-25,1379112
Italy,ITA,2021-02-26,1393730
Italy,ITA,2021-02-27,1405465
Italy,ITA,2021-02-28,1413598
Italy,ITA,2021-03-01,1437925
Italy,ITA,2021-03-02,1468391
Italy,ITA,2021-03-03,1510062
Italy,ITA,2021-03-04,1557029
Italy,ITA,2021-03-05,1608889
Italy,ITA,2021-03-06,1647762
Italy,ITA,2021-03-07,1667781
Italy,ITA,2021-03-08,1715048
Italy,ITA,2021-03-09,1764363
Italy,ITA,2021-03-10,1819010
Italy,ITA,2021-03-11,1878031
Italy,ITA,2021-03-12,1938629
Italy,ITA,2021-03-13,1986827
Italy,ITA,2021-03-14,2019922
Italy,ITA,2021-03-15,2089727
Italy,ITA,2021-03-16,2161422
Italy,ITA,2021-03-17,2241622
Italy,ITA,2021-03-18,2320440
Italy,ITA,2021-03-19,2398251
Italy,ITA,2021-03-20,2460021
Italy,ITA,2021-03-21,2505199
Italy,ITA,2021-03-22,2569863
Italy,ITA,2021-03-23,2640330
Italy,ITA,2021-03-24,2725035
Italy,ITA,2021-03-25,2807322
Italy,ITA,2021-03-26,2884299
Italy,ITA,2021-03-27,2950237
Italy,ITA,2021-03-28,2990353
Italy,ITA,2021-03-29,3056027
Italy,ITA,2021-03-30,3130600
Italy,ITA,2021-03-31,3220122
Italy,ITA,2021-04-01,3308385
Italy,ITA,2021-04-02,3385655
Italy,ITA,2021-04-03,3444743
Italy,ITA,2021-04-04,3464923
Italy,ITA,2021-04-05,3502367
Italy,ITA,2021-04-06,3575885
Italy,ITA,2021-04-07,3659468
Italy,ITA,2021-04-08,3743825
Italy,ITA,2021-04-09,3821410
Italy,ITA,2021-04-10,3885941
Japan,JPN,2021-03-10,35
Japan,JPN,2021-03-11,443
Japan,JPN,2021-03-12,3348
Japan,JPN,2021-03-15,7877
Japan,JPN,2021-03-16,9347
Japan,JPN,2021-03-17,14289
Japan,JPN,2021-03-18,18289
Japan,JPN,2021-03-19,25381
Japan,JPN,2021-03-22,29129
Japan,JPN,2021-03-23,31756
Japan,JPN,2021-03-24,35079
Japan,JPN,2021-03-25,37450
Japan,JPN,2021-03-26,41204
Japan,JPN,2021-03-29,64958
Japan,JPN,2021-03-30,96785
Japan,JPN,2021-03-31,125580
Japan,JPN,2021-04-01,156797
Japan,JPN,2021-04-02,183357
Japan,JPN,2021-04-05,240246
Japan,JPN,2021-04-06,292508
Japan,JPN,2021-04-07,356679
Japan,JPN,2021-04-08,421221
Japan,JPN,2021-04-09,490819
Jersey,JEY,2021-01-24,3051
Jersey,JEY,2021-01-31,3131
Jersey,JEY,2021-02-07,3178
Jersey,JEY,2021-02-14,3256
Jersey,JEY,2021-02-21,3287
Jersey,JEY,2021-02-28,3320
Jersey,JEY,2021-03-07,3379
Jersey,JEY,2021-03-10,4158
Jersey,JEY,2021-03-14,5621
Jersey,JEY,2021-03-17,6991
Jersey,JEY,2021-03-21,9129
Jersey,JEY,2021-03-24,11484
Jersey,JEY,2021-03-28,14814
Jersey,JEY,2021-03-31,17600
Jersey,JEY,2021-04-04,22779
Jordan,JOR,2021-02-22,30000
Jordan,JOR,2021-03-15,48379
Jordan,JOR,2021-03-17,52412
Jordan,JOR,2021-03-21,63370
Jordan,JOR,2021-03-24,68943
Jordan,JOR,2021-03-30,104257
Jordan,JOR,2021-04-07,119621
Kazakhstan,KAZ,2021-02-24,2137
Kazakhstan,KAZ,2021-03-15,18807
Kazakhstan,KAZ,2021-03-18,19247
Kuwait,KWT,2021-02-15,38000
Kuwait,KWT,2021-03-08,38000
Latvia,LVA,2021-01-18,572
Latvia,LVA,2021-01-19,1376
Latvia,LVA,2021-01-20,2127
Latvia,LVA,2021-01-21,2140
Latvia,LVA,2021-01-22,2157
Latvia,LVA,2021-01-25,2805
Latvia,LVA,2021-01-26,3623
Latvia,LVA,2021-01-27,4360
Latvia,LVA,2021-01-28,5110
Latvia,LVA,2021-01-29,6020
Latvia,LVA,2021-01-30,6324
Latvia,LVA,2021-01-31,6658
Latvia,LVA,2021-02-01,7832
Latvia,LVA,2021-02-02,9505
Latvia,LVA,2021-02-03,10884
Latvia,LVA,2021-02-04,12247
Latvia,LVA,2021-02-05,13753
Latvia,LVA,2021-02-06,14310
Latvia,LVA,2021-02-07,14433
Latvia,LVA,2021-02-08,14588
Latvia,LVA,2021-02-09,14631
Latvia,LVA,2021-02-10,14828
Latvia,LVA,2021-02-11,15508
Latvia,LVA,2021-02-12,16061
Latvia,LVA,2021-02-13,16238
Latvia,LVA,2021-02-14,16258
Latvia,LVA,2021-02-15,16412
Latvia,LVA,2021-02-16,16488
Latvia,LVA,2021-02-17,16667
Latvia,LVA,2021-02-18,16721
Latvia,LVA,2021-02-19,16777
Latvia,LVA,2021-02-20,16795
Latvia,LVA,2021-02-22,16826
Latvia,LVA,2021-02-23,16855
Latvia,LVA,2021-02-24,16886
Latvia,LVA,2021-02-25,16928
Latvia,LVA,2021-02-26,17016
Latvia,LVA,2021-02-27,17025
Latvia,LVA,2021-02-28,17026
Latvia,LVA,2021-03-01,17254
Latvia,LVA,2021-03-02,17556
Latvia,LVA,2021-03-03,17743
Latvia,LVA,2021-03-04,17860
Latvia,LVA,2021-03-05,17996
Latvia,LVA,2021-03-06,17999
Latvia,LVA,2021-03-07,18002
Latvia,LVA,2021-03-08,18039
Latvia,LVA,2021-03-09,18064
Latvia,LVA,2021-03-10,18094
Latvia,LVA,2021-03-11,18104
Latvia,LVA,2021-03-12,18111
Latvia,LVA,2021-03-13,18112
Latvia,LVA,2021-03-15,18175
Latvia,LVA,2021-03-16,18297
Latvia,LVA,2021-03-17,18402
Latvia,LVA,2021-03-18,18661
Latvia,LVA,2021-03-19,18947
Latvia,LVA,2021-03-22,19175
Latvia,LVA,2021-03-23,19560
Latvia,LVA,2021-03-24,20242
Latvia,LVA,2021-03-25,20916
Latvia,LVA,2021-03-26,21611
Latvia,LVA,2021-03-27,21936
Latvia,LVA,2021-03-29,22330
Latvia,LVA,2021-03-30,23028
Latvia,LVA,2021-03-31,24243
Latvia,LVA,2021-04-01,24954
Latvia,LVA,2021-04-03,25017
Latvia,LVA,2021-04-06,25383
Latvia,LVA,2021-04-07,25811
Latvia,LVA,2021-04-08,26074
Latvia,LVA,2021-04-09,26253
Latvia,LVA,2021-04-10,26291
Lebanon,LBN,2021-03-10,11875
Lebanon,LBN,2021-03-11,15084
Lebanon,LBN,2021-03-12,17711
Lebanon,LBN,2021-03-15,22923
Lebanon,LBN,2021-03-16,29066
Lebanon,LBN,2021-03-17,32671
Lebanon,LBN,2021-03-18,38513
Lebanon,LBN,2021-03-19,42704
Lebanon,LBN,2021-03-20,42752
Lebanon,LBN,2021-03-21,44619
Lebanon,LBN,2021-03-22,50097
Lebanon,LBN,2021-03-23,55655
Lebanon,LBN,2021-03-24,60481
Lebanon,LBN,2021-03-25,65401
Lebanon,LBN,2021-03-26,69055
Lebanon,LBN,2021-03-27,69610
Lebanon,LBN,2021-03-28,71982
Lebanon,LBN,2021-03-29,74905
Lebanon,LBN,2021-03-30,79734
Lebanon,LBN,2021-03-31,82992
Lebanon,LBN,2021-04-01,85571
Lebanon,LBN,2021-04-02,87150
Lebanon,LBN,2021-04-03,87232
Lebanon,LBN,2021-04-04,88195
Lebanon,LBN,2021-04-05,91039
Lebanon,LBN,2021-04-06,94112
Lebanon,LBN,2021-04-07,97989
Lebanon,LBN,2021-04-08,100621
Lebanon,LBN,2021-04-09,101873
Lebanon,LBN,2021-04-10,103016
Lithuania,LTU,2021-01-17,1089
Lithuania,LTU,2021-01-18,2762
Lithuania,LTU,2021-01-19,6676
Lithuania,LTU,2021-01-20,8509
Lithuania,LTU,2021-01-21,9147
Lithuania,LTU,2021-01-22,9217
Lithuania,LTU,2021-01-23,9217
Lithuania,LTU,2021-01-25,9217
Lithuania,LTU,2021-01-26,9847
Lithuania,LTU,2021-01-27,12904
Lithuania,LTU,2021-01-28,16589
Lithuania,LTU,2021-01-29,21654
Lithuania,LTU,2021-01-30,22087
Lithuania,LTU,2021-01-31,22087
Lithuania,LTU,2021-02-01,23918
Lithuania,LTU,2021-02-02,26125
Lithuania,LTU,2021-02-03,31285
Lithuania,LTU,2021-02-04,39589
Lithuania,LTU,2021-02-05,45885
Lithuania,LTU,2021-02-06,46542
Lithuania,LTU,2021-02-07,46637
Lithuania,LTU,2021-02-08,49062
Lithuania,LTU,2021-02-09,50834
Lithuania,LTU,2021-02-10,52465
Lithuania,LTU,2021-02-11,53770
Lithuania,LTU,2021-02-12,54746
Lithuania,LTU,2021-02-13,54746
Lithuania,LTU,2021-02-15,55439
Lithuania,LTU,2021-02-16,55649
Lithuania,LTU,2021-02-17,59524
Lithuania,LTU,2021-02-18,64339
Lithuania,LTU,2021-02-19,67649
Lithuania,LTU,2021-02-20,67711
Lithuania,LTU,2021-02-22,69285
Lithuania,LTU,2021-02-23,70390
Lithuania,LTU,2021-02-24,71313
Lithuania,LTU,2021-02-25,72253
Lithuania,LTU,2021-02-26,73287
Lithuania,LTU,2021-02-27,73318
Lithuania,LTU,2021-02-28,73318
Lithuania,LTU,2021-03-01,73463
Lithuania,LTU,2021-03-02,74060
Lithuania,LTU,2021-03-03,76266
Lithuania,LTU,2021-03-04,81390
Lithuania,LTU,2021-03-05,86011
Lithuania,LTU,2021-03-06,86153
Lithuania,LTU,2021-03-07,86154
Lithuania,LTU,2021-03-08,87115
Lithuania,LTU,2021-03-09,88481
Lithuania,LTU,2021-03-10,91037
Lithuania,LTU,2021-03-11,91713
Lithuania,LTU,2021-03-12,98994
Lithuania,LTU,2021-03-13,99707
Lithuania,LTU,2021-03-14,99707
Lithuania,LTU,2021-03-15,100830
Lithuania,LTU,2021-03-16,105473
Lithuania,LTU,2021-03-17,113229
Lithuania,LTU,2021-03-18,118808
Lithuania,LTU,2021-03-19,124879
Lithuania,LTU,2021-03-20,125130
Lithuania,LTU,2021-03-21,125150
Lithuania,LTU,2021-03-22,126504
Lithuania,LTU,2021-03-23,132176
Lithuania,LTU,2021-03-24,137594
Lithuania,LTU,2021-03-25,144444
Lithuania,LTU,2021-03-26,151062
Lithuania,LTU,2021-03-27,151174
Lithuania,LTU,2021-03-28,151258
Lithuania,LTU,2021-03-29,153299
Lithuania,LTU,2021-03-30,159439
Lithuania,LTU,2021-03-31,166728
Lithuania,LTU,2021-04-01,169420
Lithuania,LTU,2021-04-02,176251
Lithuania,LTU,2021-04-03,176853
Lithuania,LTU,2021-04-04,176855
Lithuania,LTU,2021-04-05,176901
Lithuania,LTU,2021-04-06,179819
Lithuania,LTU,2021-04-07,180820
Lithuania,LTU,2021-04-08,185657
Lithuania,LTU,2021-04-09,189087
Lithuania,LTU,2021-04-10,189272
Luxembourg,LUX,2021-01-25,1245
Luxembourg,LUX,2021-01-26,1245
Luxembourg,LUX,2021-01-27,1342
Luxembourg,LUX,2021-01-28,1483
Luxembourg,LUX,2021-01-31,1680
Luxembourg,LUX,2021-02-01,1905
Luxembourg,LUX,2021-02-02,2327
Luxembourg,LUX,2021-02-03,2810
Luxembourg,LUX,2021-02-04,3163
Luxembourg,LUX,2021-02-07,3688
Luxembourg,LUX,2021-02-08,4050
Luxembourg,LUX,2021-02-09,4426
Luxembourg,LUX,2021-02-10,4871
Luxembourg,LUX,2021-02-11,5259
Luxembourg,LUX,2021-02-14,5638
Luxembourg,LUX,2021-02-15,5969
Luxembourg,LUX,2021-02-16,6296
Luxembourg,LUX,2021-02-17,6514
Luxembourg,LUX,2021-02-18,7080
Luxembourg,LUX,2021-02-21,7726
Luxembourg,LUX,2021-02-22,8241
Luxembourg,LUX,2021-02-23,8862
Luxembourg,LUX,2021-02-24,9475
Luxembourg,LUX,2021-02-25,9982
Luxembourg,LUX,2021-02-28,10700
Luxembourg,LUX,2021-03-01,11466
Luxembourg,LUX,2021-03-02,11984
Luxembourg,LUX,2021-03-03,12717
