标题,时间,URL,正文内容,来源
北京各区陆续开展接种新冠疫苗,中国日报网,https://baijiahao.baidu.com/s?id=1692464493743392078&wfr=spider&for=pc,2月22日，腾讯北京总部大楼，疫苗接种队为员工接种新冠疫苗。（中国日报记者 邹红 摄）中国日报网2月23日电 （记者 辛闻）记者了解到，北京市自春节期间起，各区陆续开展新冠疫苗接种。2月22日，腾讯北京总部大楼，完成疫苗接种的员工前往大楼内设置的留观区。（中国日报记者 邹红 摄）本着“应接尽接”原则，北京市海淀区截至22日14时，累计接种超过93万支新冠疫苗，其中包括66万余剂第一针疫苗接种。2月22日，腾讯北京总部大楼，疫苗接种队在为员工进行接种前登记。（中国日报记者 邹红 摄）据海淀区疾控中心主任江初介绍，海淀区疫苗接种采取“29+N”模式，即设置29个街道集中接种点与31支医疗队伍组成的上门疫苗接种服务。2月22日，腾讯北京总部大楼，员工在留观区等候。（中国日报记者 邹红 摄）对于人数较多的大型企业，如腾讯，海淀疾控组织派出医疗服务队，上门设置接种场所，为企业员工提供新冠疫苗接种服务。（编辑：王旭泉 邵冰琦 ）来源：中国日报网,
"新冠疫苗接种前后的注意点,您都知道吗?",潇湘名医,https://baijiahao.baidu.com/s?id=1692684942095420767&wfr=spider&for=pc,新冠疫苗接种前后的注意点，您都知道吗？百度首页登录新冠疫苗接种前后的注意点，您都知道吗？潇湘名医发布时间: 02-2600:22潇湘晨报旗下健康医疗新闻帐号【来源：顺义区疾病预防控制中心】声明：转载此文是出于传递更多信息之目的。若有来源标注错误或侵犯了您的合法权益，请作者持权属证明与本网联系，我们将及时更正、删除，谢谢。 邮箱地址：newmedia@xxcb.cn,
林郑月娥带头接种国产新冠疫苗,CCTV4,https://baijiahao.baidu.com/s?id=1692451325034477935&wfr=spider&for=pc,林郑月娥带头接种国产新冠疫苗百度首页登录林郑月娥带头接种国产新冠疫苗CCTV4发布时间: 02-2310:29中央电视台中文国际频道官方帐号22日下午，香港特区行政长官林郑月娥与多名政府官员，在位于香港中央图书馆展览馆的社区疫苗接种中心接种科兴新冠疫苗。他们也成为了第一批接种国产疫苗的香港人士，这令更多的香港民众对国产疫苗充满信心。01:24林郑月娥早前明确表示，将接种内地研发和生产的新冠疫苗。22日下午，她与多名政府官员接种供港首批国产疫苗，用行动表达对国产疫苗的认同，为香港民众作出表率和带头作用。19日下午，首批供港100万剂科兴控股（香港）有限公司的新冠疫苗运抵香港。香港将于2月26日启动新冠疫苗接种工作。【本期编辑：王冉】来源：央视新闻客户端中央广播电视总台华语环球节目中心新媒体END共同抗疫！,
新冠疫苗接种可能出现哪些反应?要注意些什么?专家说法来了!,上游新闻,https://baijiahao.baidu.com/s?id=1692474699481984369&wfr=spider&for=pc,近期，国内两款新冠灭活疫苗宣布附条件上市，疫苗的到来让全国人民有了“安全感”，但也让很多人留下了疑问。一年时间就完成研发的疫苗靠谱吗？会有副作用吗？接种后会有安全风险吗？2月23日，上游新闻·重庆晨报记者从重庆市疾控中心获悉，新冠疫苗和我国其它灭活疫苗相比，没有太大的差异，主要表现为疫苗接种后的一般反应。传染病一直是人类健康的最大威胁之一，天花、脊髓灰质炎、麻疹、风疹曾给人类造成了极大伤亡，随着疫苗的发明，伤亡被大大减少甚至基本消灭，事实证明，疫苗是控制疫情最好的办法。市疾控中心专家表示，为构建全人群免疫屏障，加快推进新冠疫苗的接种，给更多人接种新冠疫苗是当务之急。只有当大多数人接种了疫苗后，才能形成牢固有效的人群免疫屏障，才能预防和控制新冠疫情的传播。疫苗是一种特殊的预防控制疾病的生物制剂，疫苗对于人体毕竟是异物，在诱导人体免疫系统产生对特定疾病的保护力的同时，由于疫苗的生物学特性和人体的个体差异，有少数接种者会发生不良反应。疫苗接种后的不良反应通常都是比较轻微的，出现严重异常反应的情况极为罕见。根据疫苗临床试验数据显示，新冠疫苗和我国其它灭活疫苗相比，没有太大的差异，主要表现为疫苗接种后的一般反应。例如，局部反应：注射部位轻微的红晕、肿胀、疼痛；全身反应：发热、乏力、头痛、肌肉痛、腹泻、恶心、咳嗽等，一般反应较轻微，不需要特殊的处理，可自行缓解，必要时请及时就医。由于个体差异，极少人可能发生严重过敏反应，如遇心慌胸闷、气促气喘、头疼呕吐等不适症状，应及时告知接种医生，并到医院就诊。接种新冠疫苗后需要注意什么呢？专家介绍，由于80%-90%的急性过敏反应在30分钟内发生，要求受种者每次接种后，须在接种单位留观30分钟，无异常后方可离开。按压棉签上可能沾着疫苗的成分，虽不具传染性，但可能会造成污染问题。所以，棉签不能随意丢弃或带离接种现场，应按接种单位要求废弃在指定的医疗废物回收容器内。接种当天不洗澡，避免伤口感染；多喝温开水，注意保暖，避免受凉；作息规律，饮食清淡，避免吃鱼、虾等容易过敏的食物等。因疫苗特性或个体差异等因素，疫苗的保护率并非100%，接种后，仍要做好个人防护措施，勤洗手、常通风、少聚集、戴口罩等。专家表示，全球范围内各类新冠疫苗接种如火如荼，都期望通过疫苗接种尽快建立人群免疫屏障，早日摘下口罩，恢复正常的生活状态。我国新冠疫苗接种已超千万剂次，未发现罕见严重不良反应，同时，我们的疫苗也得到很多国家的认可。研究发现，接种了疫苗的人的感染风险和严重程度均低于未接种疫苗人群。上游新闻·重庆晨报记者 钱也,
首批中国新冠疫苗运抵哥伦比亚,新华社客户端,https://baijiahao.baidu.com/s?id=1692287320252695656&wfr=spider&for=pc,首批中国新冠疫苗运抵哥伦比亚百度首页登录首批中国新冠疫苗运抵哥伦比亚新华社客户端发布时间: 02-2115:02新华社客户端官方帐号2月20日下午，首批由中国科兴公司生产的新冠疫苗运抵哥伦比亚首都波哥大。哥总统杜克在疫苗接收现场举行的新闻发布会上表示，哥中两国通力合作确保疫苗快速抵达，让哥伦比亚“欢欣鼓舞”，这批疫苗将挽救更多人生命。↑2月20日，在哥伦比亚波哥大卫生和社会保障部仓库，哥总统杜克（前排中）在疫苗接收仪式上讲话。↑工作人员将科兴疫苗运送至哥卫生和社会保障部仓库。↑在哥伦比亚波哥大埃尔多拉多国际机场，工作人员转运刚刚卸载的科兴疫苗。新华社发（哥伦比亚总统府供图）,
"海淀31个新冠疫苗接种点地址、电话,转发+收藏!",北京海淀官方发布,https://baijiahao.baidu.com/s?id=1692488993468887851&wfr=spider&for=pc,“社区建了一个微信群，可以扫二维码线上报名预约接种，我们有任何问题就在群里问，都有人解答。刚才接种完，医生还交代要多喝水，今天别洗澡，很贴心。” 前来接种疫苗的刘先生说道。据海淀镇相关负责人介绍，为开展好疫苗接种工作，海淀镇疫苗接种组成立现场工作指挥部，并细化工作分工，由综合协调组、数据及调度组、接种工作组、场地保障组、秩序维护组等6个小组组成，全力保障疫苗接种工作顺利进行。@海淀亲，注意啦！海淀区29个街镇，31个临时集中接种点地址、联系电话在这里快快转发收藏！（接种时请携带手机、身份证按照各接种点开放时间前往接种）安全有效的疫苗是预防疾病最有力的武器@海淀亲，让我们共同行动起来积极接种新冠疫苗共筑免疫长城！首都市民新冠疫苗接种应知应会一图读懂姚蓉/文、制作部分内容来源：北京市疾病预防控制中心,
中国新冠疫苗加速成“全球公共产品” 布局18条生产线 出口超50国,21世纪经济报道,https://baijiahao.baidu.com/s?id=1692226793335584838&wfr=spider&for=pc,2月19日，国家药监局披露，已附条件批准我国2款新冠病毒疫苗上市，应急批准16个疫苗品种开展临床试验，其中6个疫苗品种已开展III期临床试验。中国疫苗行业协会会长封多佳指出，我国有18条生产线、已经布局的新冠疫苗生产线，到2021年年底，预计我国生产的新冠疫苗总产能将会超过20亿剂，到明年年底有可能突破40亿剂。而当下，为加强疫苗研发、生产、分配合作，让疫苗真正成为各国人民用得上、用得起的公共产品，中国也在以实际行动促进疫苗公平分配，推进国际抗疫合作，尽己所能为其他国家特别是发展中国家获取疫苗提供帮助。订单不断据介绍，目前在中国已经有2款新冠病毒疫苗附条件上市，6个疫苗品种已开展III期临床试验。2月19日，中国科学院院士、中国疾病预防控制中心主任高福在《中国疾病预防控制中心周报》上发表文章指出，中国疾控中心一直在密切监测疫苗接种率和免疫后的不良事件。截至2021年2月3日，我国已接种3100万剂新冠灭活疫苗，接种对象包括一线医护人员、冷链行业工作人员、海外工作或学习的人员等，不良反应率不高于流感疫苗，这证明了新冠灭活疫苗的安全性。我国疫苗除了在中国上市外，一些疫苗也在部分国家获得紧急使用授权。继国药集团中国生物新冠灭活疫苗2020年12月30日获批上市后，2020年12月31日巴基斯坦即宣布要采购120万剂疫苗，在2021第一季度提供给一线工人。2月4日，柬埔寨签发公告，授权紧急使用中国国药集团新冠灭活疫苗。2020年10月，康希诺生物官方宣布其与墨西哥卫生部签署预购框架协议，计划自2020年底至2021年向墨西哥供应3500万剂新冠疫苗，成为康希诺生物新冠疫苗的首个国际订单。当地时间2月9日，康希诺新冠疫苗获得墨西哥药品监督管理机构的紧急使用授权。2月16日消息，康希诺生物-B发布公告，根据重组新型冠状病毒疫苗（腺病毒5型载体）（Ad5-nCoV）III期临床试验的中期结果，Ad5-nCoV已获得巴基斯坦药品监督管理局的紧急使用授权。2020年8月20日，科兴中维与印尼国营制药企业PT Bio Farma在海南三亚签署《新冠疫苗批量产品的购买和供应初步协议》和后续合作的谅解备忘录。协议约定科兴中维在2020年11月至2021年3月供应4000万剂的新冠疫苗半成品，并达成2021年全年疫苗半成品供应意向，Bio Farma将负责在印尼完成疫苗的灌装和包装并向印尼人民供应疫苗。2020年底，乌克兰宣布已签署合同，购买180万剂中国科兴公司研发的新冠疫苗，并希望在“尽可能短时间”内开展接种。同在2020年12月，土耳其已经向中国科兴公司订购了5000万剂新冠疫苗。疫苗援助为了帮助全球抗疫，中国也在对多个发展中国家提供援助。据外交部网站消息，中方已向53个提出要求的发展中国家提供疫苗援助，已经和正在向22个国家出口疫苗。如1月18日，巴基斯坦药品管理局批准给予国药新冠疫苗紧急使用授权。中国政府向巴基斯坦捐赠的一批新冠疫苗2月1日在伊斯兰堡附近的努尔汗空军基地正式移交巴方，这是中国政府对外提供的第一批新冠疫苗援助。目前中国向巴基斯坦捐赠的疫苗已正式移交巴方。1月16日，首批来自中国的100万剂新冠疫苗运抵塞尔维亚贝尔格莱德。1月16日，中国出口匈牙利的首批新冠疫苗运抵布达佩斯。1月15日，由中国政府援助的新冠疫苗运抵津巴布韦。1月11日，玻利维亚政府与中国国药集团线上签署新冠疫苗合作协议。1月10日，中国政府向赤道几内亚捐赠的一批中国国药集团新冠疫苗运抵马拉博。1月7日，中国援柬首批新冠疫苗运抵金边。1月8日，中国政府援助老挝的新冠疫苗运抵万象。实际上，中国也一直在推动疫苗公平分配。据央视网消息，中国外长1月17日在北京以视频方式出席联合国安理会新冠疫苗问题部长级公开会上表示，中方以实际行动促进疫苗公平分配，让疫苗成为各国人民用得上、用得起的公共产品，真正成为“人民的疫苗”。中方将继续同各方共同努力，加强在疫苗、防控等各领域合作。此前中国就提出，中国疫苗将作为全球公共产品，将为实现疫苗在发展中国家的可及性和可负担性作出贡献，率先加入世卫组织“全球合作加速开发、生产、公平获取新冠肺炎防控新工具”倡议，积极同10多个国家开展疫苗研发合作，共计100多个不同国籍的超过10万名志愿者参与其中。近日，世界银行行长也表示，世行正在努力使各国与药品制造商签署的新冠疫苗合同标准化，并推动制造商对剂量的去向追踪更加公开，因为制药商正在竞相向贫穷国家提供更多疫苗。世界银行行长戴维·马尔帕斯告诉路透社，他预计该行董事会将在3月底前批准为菲律宾、孟加拉国、突尼斯和埃塞俄比亚等12个国家提供16亿美元的疫苗资金，随后不久还将有30个国家获得资金。世行成员国际金融公司划拨了40亿美元，用于投资扩大现有的疫苗生产工厂或建设新的工厂。更多内容请下载21财经APP作者：朱萍编辑：徐旭责编：金珊，实习生余笑敏,
"朝阳各街乡新冠疫苗接种点陆续开放,方便居民就近接种!",北京朝阳官方发布,https://baijiahao.baidu.com/s?id=1692392823382514610&wfr=spider&for=pc,接种现场，前来接种的居民说，“接到疫苗接种通知后，就马上预约了。接种前，通过村里张贴的海报、条幅了解到很多关于新冠疫苗的知识，身边的朋友接种后也没有出现任何不良反应，我对疫苗特别放心，接种疫苗是为自己和家人添了一份安全保障。”三里屯街道：暖心服务，安全放心在三里屯街道国医汇接种点，等候区、登记区、接种区、留观区、紧急处置区，区域划分清晰。在接种点门外设置有提示牌，门口到接种点入口区全程有一米线标识，其间有医护人员值守，随时解答待接种者提出的问题，并做好引导。入口处设置等候区及测温区，接种者测量体温及扫健康宝后方可进入登记区。在登记区领到编号条后，前往安全独立的接种区进行接种。接种点还设置了留观区，座位间隔一米点阵分布，能容纳100人在此留观。留观区旁边还设置了紧急处置区，配备除颤仪、血压仪等仪器可提供心肺复苏、心电监护等救助服务。同时，接种点内还设置了不少暖心细节，为接种者提供暖心的设备和服务。望京街道：自愿接种，安全有序2月19日，望京街道新冠疫苗接种点正式启用，方便辖区符合条件人群进行疫苗接种，当天共接种1300剂。在接种现场，接种者在工作人员的指引下，按照一米线距离有序排队，依次完成体温测量、健康码查验后在登记台进行个人信息录入。接种前，医务人员逐一核对接种对象的个人信息，对其进行健康问询，接种者阅读并签署接种知情同意书，有序进入接种区进行接种。在接种完成后，接种者须在留观区观察30分钟，无不适症状后才可以离开。并完成电子版疫苗接种人员登记表，便于工作人员核对梳理以及精准发送第二针剂接种通知。来广营地区：环环相扣，闭环管理从2月20日起，来广营地区设立的来广营乡政府西侧中西医结合医院一层、中铁建广场商业楼一层、金茂府（原欧尚超市西侧入口）一层三个接种点陆续启用，全力做好辖区疫苗接种工作。在每个接种点，扫码进入、测量体温、有序排队、录入信息、接种疫苗……整个流程环环相扣。场内区域清晰划分，咨询、接种、观察、急救等区域。接种现场，工作人员引导接种人员按步骤接种，形成“筛查—登记—接种—留观—离场”闭环管理，整个疫苗接种流程以及防疫工作安全有序。接种新冠疫苗共筑免疫长城为了您和家人的身体健康请积极参与接种！来源：朝阳区融媒体中心黑庄户分中心、三里屯分中心、望京分中心、来广营分中心,
标题,时间,URL,正文内容,来源
西城区首辆移动新冠疫苗接种车进驻德胜街道,33分钟前,https://new.qq.com/omn/20210413/20210413A0CYNC00.html,4月4日上午，在西城区黄寺大街德胜置业大厦门前大巴车上，社区居民于女士接种了第一针新冠疫苗。据了解，这是德胜街道为了提高接种的可及性和便利性，在西城区范围内率先启用移动新冠疫苗接种车，组建“流动接种队”，把新冠疫苗接种服务送到居民家门口，实现高效、安全、有序的流动式接种。4月4日上午，西城首辆移动新冠疫苗接种车在德胜“上岗”。韩朋飞摄记者在现场看到，移动接种车前，周边社区居民排起了长队。移动疫苗接种车外观与普通客车类似，走进车内却别有洞天。接种车上共设2个接种窗口，可同时为2位居民进行接种。“第一针打在左胳膊上，接种部位当天不要碰水。”医生一边叮嘱注意事项，一边拿出疫苗扫码。“请您间隔21―28天后再来打第二针，接种完成后观察半个小时，没有不舒服就可以回家了。您拿好随身物品，做好保暖，请到车外的留观区休息一会。”医护人员耐心说道。移动疫苗接种车配有具备云端数据传输功能的疫苗存储箱。韩朋飞摄除了接种区，移动疫苗接种车还设置有冷链区，配有具备云端数据传输功能的疫苗存储箱，采用外接220V市电设计，能在车内空调工作时间高达12小时基础上100％保证疫苗的恒温存放。同时，车载WiFi可接入5G网络，保证信息快速传输。工作人员有序引导接种者去登记区进行登记。韩朋飞摄车外设立登记区、留观区、特殊情况处置区。为了保证现场秩序，工作人员还用拉杆带划设“接种”、“离开”的通道，单向布局，最大程度地提高了居民疫苗接种效率，避免交叉感染。“大家戴好口罩，保持间距。”工作人员不断提示，有序引导接种者去登记居民正在进行疫苗接种。韩朋飞摄在咨询台前，医护人员逐一询问了居民的过往疾病史、近期身体情况等。同时提醒居民如处于慢性疾病急性发作期等特殊情况需暂缓接种。现场一名工作人员告诉记者，社区居民在工作人员的指引下有序进行登记、接种、留观，平均每四分钟接种完一个人。“接种完没有任何不适的感觉，就像接种其他疫苗一样。”于女士告诉记者。车外设立了登记区、留观区、特殊情况处置区等。韩朋飞摄据了解，德胜街道提前做好部署，接种人员基础台账清晰，现场整齐有序，为提高接种效率，当前该接种点仅可进行第一针的接种。每天8时至19时，为黄寺大街西、北广、人定湖西里、黄寺24号院等周边4个社区居民提供疫苗接种服务。来自北广社区的艾江先生告诉记者：“自己腿脚一直不好，不能走远路，今天发现疫苗接种点开到了家门口，我就马上来接种了，这种流动车形式的疫苗接种非常便利，既节省了时间，还省去了许多繁琐的程序感谢国家给我们提供免费接种新冠疫苗的机会，让我很安心很踏实！”记者了解到，德胜街道根据辖区实际使用需求进行调配，近日还将在人员密集的居民小区、楼宇企业投入另外1辆移动疫苗接种车。除了移动疫苗接种车上门服务，德胜街道多措并举全力抓好疫苗接种工作，各部门统筹合作，加强宣传动员，组织好疫苗接种，做到“应接尽接”，同时以问题为导向，为居民提供更多贴心服务，如机动疫苗接种点开进北京出版集团、清明节期间增设天秀市场临时疫苗接种点、家庭医生提前问询并为老年人开通“绿色通道”全程陪护等等，让他们接种疫苗省心、省力、省时、省事。（责任编辑：甄珍）【来源：西城区文明办】,腾讯网
有关疫苗的那些事～,潇湘晨报,https://baijiahao.baidu.com/s?id=1696922393603261907&wfr=spider&for=pc,相对于疾病所造成的致死、致残风险和经济、精神损失，接种疫苗的费用是很少的。接种疫苗是预防传染病最有效、最经济的手段。疫苗怎么分类？疫苗分为两类，一类疫苗和二类疫苗。一类疫苗是指政府免费向公民提供，公民应当按照政府的规定受种的疫苗二类疫苗是指由公民自费并且自愿受种的其他疫苗我国疫苗接种政策实施国家免疫规划，目的就是在人群中有计划地进行预防接种，以预防和控制特定传染病的发生。现纳入国家免疫规划的疫苗种类有乙肝疫苗、卡介苗、脊髓灰质炎疫苗、百日咳白喉破伤风联合疫苗、麻疹风疹联合疫苗、麻疹风疹腮腺炎联合疫苗、A群流脑疫苗、A＋C群流脑疫苗、乙脑疫苗、甲肝疫苗、白喉破伤风联合疫苗、出血热疫苗、炭疽疫苗和钩端螺旋体疫苗，预防15种传染病。我国对儿童实行预防接种证制度儿童出生1个月内应办理预防接种证，每次接种疫苗时应携带预防接种证，儿童在入托、入学时需要查验预防接种证。预防接种是儿童的基本权利，儿童监护人应按照免疫程序按时带孩子接种疫苗，因故错过接种的要尽快补种。采 编：许瑞英责任编辑：李嫣婷素材来源：《健康素养66条》供 稿：健康教育所【来源：庆阳疾控】声明：转载此文是出于传递更多信息之目的。若有来源标注错误或侵犯了您的合法权益，请作者持权属证明与本网联系，我们将及时更正、删除，谢谢。 邮箱地址：newmedia@xxcb.cn,
巴基斯坦民众认可中国疫苗,47分钟前,http://news.cnhubei.com/content/2021-04/13/content_13733149.html,4月9日，据巴基斯坦国家卫生研究所消息，巴基斯坦药品管理局已给予中国科兴公司研制的新冠疫苗紧急使用授权。加上之前的中国国药集团新冠疫苗和康希诺新冠疫苗，这使得巴基斯坦境内可使用的中国疫苗达到三款。巴基斯坦规划发展与特别项目部部长阿萨德·奥马尔(Asad Umar)也表示，在巴基斯坦全国已经有1万4千人通过私营部门接种了疫苗，110万人通过政府接种计划接种了疫苗，目前所接种的疫苗主要来源是中国，中国为巴基斯坦提供了大量的疫苗。记者近日走访了首都伊斯兰堡人流量较大的两大商区，针对民众对中国疫苗的了解度和接受度等情况进行了随机采访。根据巴基斯坦目前的疫苗接种计划，在第一批医护人员接受接种后，第二批接种人员是60岁以上的老年人，50岁以上人员正在注册登记等待接种安排，有超过200万人员已经登记在册。在超过十人以上的受访对象里，有带父母去接种了国药集团新冠疫苗的中年男性，也有已经接种了第一针国药集团新冠疫苗的老年人，还有在等待接种的老年人，其中年轻人和中年人表示感谢中国，如果机会到了，会考虑接种中国疫苗。目前巴基斯坦正在经历的第三波疫情，未来的五到六周对控制疫情至关重要。至于新冠疫苗的选择，在2021年1月的巴基斯坦盖洛普另一份调查报告显示有31％的参与调查者表示他们更喜欢巴基斯坦制造的疫苗，19％的参与调查者表示他们将选择政府推荐的疫苗，13％的与调查者表示他们将选择中国疫苗，选择美国或欧洲疫苗的占比4％，选择俄罗斯疫苗的为1％。（总台记者 崔如）,荆楚网
"国产疫苗出口多国,中国突然承认疫苗有效率不高?BBC果然没安好心",4小时前,https://new.qq.com/omn/20210413/20210413A07S3300.html,如今为了控制新冠疫情，很多款由不同国家研制的新冠疫苗也成功上市，然而就是这些能挽救疫情局势的疫苗，却成为了部分媒体，攻击其他国家的手段。近日，英国广播公司（BBC）就又拿中国疫苗发布假新闻，借中国官员之口，断章取义造谣不实信息，这种行为自然引起了多方指责，不过即使BBC的报道辐射全球范围极广，但是对于真正了解中国疫苗的国家来说，并不会认同BBC的做法。据环球时报报道，日前中国疾控中心主任高福，在接受媒体采访时表示，他对于有关疫苗的介绍，已经被一些媒体故意曲解，他想要表达的是提高疫苗有效率的一种思路，而并非“承认中国疫苗有效率”不高。高福表示，全球各款疫苗的有效率并不相同，因此如何可以提高疫苗有效率，是所有相关专家都需要考虑的问题。高福的亲自出面解释，为的就是让外界不要恶意解读，但是BBC却跳出来继续造谣，报道假新闻称，中国官员承认其国产疫苗的有效性并不高。而且中国的部分疫苗在国外接受测试以后，显示出的有效率只有50%。甚至BBC还直言，中方曾表态称，外国人在接种了中国疫苗之后，将能更顺利的获得中国签证。通过如此虚假的新闻，完全能看出BBC其实并没有安什么好心。按照世卫组织制定的疫苗标准，只要有效率达到50%，疫苗就能算作是合格。所以这与BBC报道的“中国疫苗没什么大用”，有很大区别。而且中国疫苗在部分国家进行的测试中，有效率最高能达到91%，这也完全能说明BBC断章取义，报道不实内容。至于外国人接种中国疫苗，能更顺利来华一事，其实我国外交部发言人华春莹，在3月24日的例行记者会上，就明确给出了回应。她当时表示，在3月中旬，中国驻外使领馆发布了关于对接种中国疫苗的来华人员提供便利的消息，对此西方再次相关问题政治化，中方之所以这样安排，是基于中国疫苗的安全性和有效性，也是对全球开启疫苗工作后，各国间跨境人员往来的积极探索和尝试，并没有针对任何人员的想法。而对于没有接种中国疫苗的来华人员的政策，也不会受到任何影响。所以总得来看，BBC的不实报道总会有事实能将其否定，因此作为知名媒体，BBC还是不要过于放肆比较好。,腾讯网
标题,时间,URL,正文内容,来源
西城区首辆移动新冠疫苗接种车进驻德胜街道,33分钟前,https://new.qq.com/omn/20210413/20210413A0CYNC00.html,4月4日上午，在西城区黄寺大街德胜置业大厦门前大巴车上，社区居民于女士接种了第一针新冠疫苗。据了解，这是德胜街道为了提高接种的可及性和便利性，在西城区范围内率先启用移动新冠疫苗接种车，组建“流动接种队”，把新冠疫苗接种服务送到居民家门口，实现高效、安全、有序的流动式接种。4月4日上午，西城首辆移动新冠疫苗接种车在德胜“上岗”。韩朋飞摄记者在现场看到，移动接种车前，周边社区居民排起了长队。移动疫苗接种车外观与普通客车类似，走进车内却别有洞天。接种车上共设2个接种窗口，可同时为2位居民进行接种。“第一针打在左胳膊上，接种部位当天不要碰水。”医生一边叮嘱注意事项，一边拿出疫苗扫码。“请您间隔21―28天后再来打第二针，接种完成后观察半个小时，没有不舒服就可以回家了。您拿好随身物品，做好保暖，请到车外的留观区休息一会。”医护人员耐心说道。移动疫苗接种车配有具备云端数据传输功能的疫苗存储箱。韩朋飞摄除了接种区，移动疫苗接种车还设置有冷链区，配有具备云端数据传输功能的疫苗存储箱，采用外接220V市电设计，能在车内空调工作时间高达12小时基础上100％保证疫苗的恒温存放。同时，车载WiFi可接入5G网络，保证信息快速传输。工作人员有序引导接种者去登记区进行登记。韩朋飞摄车外设立登记区、留观区、特殊情况处置区。为了保证现场秩序，工作人员还用拉杆带划设“接种”、“离开”的通道，单向布局，最大程度地提高了居民疫苗接种效率，避免交叉感染。“大家戴好口罩，保持间距。”工作人员不断提示，有序引导接种者去登记居民正在进行疫苗接种。韩朋飞摄在咨询台前，医护人员逐一询问了居民的过往疾病史、近期身体情况等。同时提醒居民如处于慢性疾病急性发作期等特殊情况需暂缓接种。现场一名工作人员告诉记者，社区居民在工作人员的指引下有序进行登记、接种、留观，平均每四分钟接种完一个人。“接种完没有任何不适的感觉，就像接种其他疫苗一样。”于女士告诉记者。车外设立了登记区、留观区、特殊情况处置区等。韩朋飞摄据了解，德胜街道提前做好部署，接种人员基础台账清晰，现场整齐有序，为提高接种效率，当前该接种点仅可进行第一针的接种。每天8时至19时，为黄寺大街西、北广、人定湖西里、黄寺24号院等周边4个社区居民提供疫苗接种服务。来自北广社区的艾江先生告诉记者：“自己腿脚一直不好，不能走远路，今天发现疫苗接种点开到了家门口，我就马上来接种了，这种流动车形式的疫苗接种非常便利，既节省了时间，还省去了许多繁琐的程序感谢国家给我们提供免费接种新冠疫苗的机会，让我很安心很踏实！”记者了解到，德胜街道根据辖区实际使用需求进行调配，近日还将在人员密集的居民小区、楼宇企业投入另外1辆移动疫苗接种车。除了移动疫苗接种车上门服务，德胜街道多措并举全力抓好疫苗接种工作，各部门统筹合作，加强宣传动员，组织好疫苗接种，做到“应接尽接”，同时以问题为导向，为居民提供更多贴心服务，如机动疫苗接种点开进北京出版集团、清明节期间增设天秀市场临时疫苗接种点、家庭医生提前问询并为老年人开通“绿色通道”全程陪护等等，让他们接种疫苗省心、省力、省时、省事。（责任编辑：甄珍）【来源：西城区文明办】,腾讯网
有关疫苗的那些事～,潇湘晨报,https://baijiahao.baidu.com/s?id=1696922393603261907&wfr=spider&for=pc,相对于疾病所造成的致死、致残风险和经济、精神损失，接种疫苗的费用是很少的。接种疫苗是预防传染病最有效、最经济的手段。疫苗怎么分类？疫苗分为两类，一类疫苗和二类疫苗。一类疫苗是指政府免费向公民提供，公民应当按照政府的规定受种的疫苗二类疫苗是指由公民自费并且自愿受种的其他疫苗我国疫苗接种政策实施国家免疫规划，目的就是在人群中有计划地进行预防接种，以预防和控制特定传染病的发生。现纳入国家免疫规划的疫苗种类有乙肝疫苗、卡介苗、脊髓灰质炎疫苗、百日咳白喉破伤风联合疫苗、麻疹风疹联合疫苗、麻疹风疹腮腺炎联合疫苗、A群流脑疫苗、A＋C群流脑疫苗、乙脑疫苗、甲肝疫苗、白喉破伤风联合疫苗、出血热疫苗、炭疽疫苗和钩端螺旋体疫苗，预防15种传染病。我国对儿童实行预防接种证制度儿童出生1个月内应办理预防接种证，每次接种疫苗时应携带预防接种证，儿童在入托、入学时需要查验预防接种证。预防接种是儿童的基本权利，儿童监护人应按照免疫程序按时带孩子接种疫苗，因故错过接种的要尽快补种。采 编：许瑞英责任编辑：李嫣婷素材来源：《健康素养66条》供 稿：健康教育所【来源：庆阳疾控】声明：转载此文是出于传递更多信息之目的。若有来源标注错误或侵犯了您的合法权益，请作者持权属证明与本网联系，我们将及时更正、删除，谢谢。 邮箱地址：newmedia@xxcb.cn,
