Entity,Code,Day,people_vaccinated
England,,2021-03-04,18106090
England,,2021-03-05,18491771
England,,2021-03-06,18875389
England,,2021-03-07,19015497
England,,2021-03-08,19199233
England,,2021-03-09,19380360
England,,2021-03-10,19587080
England,,2021-03-11,19798473
England,,2021-03-12,20111189
England,,2021-03-13,20568821
England,,2021-03-14,20791838
England,,2021-03-15,21122514
England,,2021-03-16,21493356
England,,2021-03-17,21886125
England,,2021-03-18,22337590
England,,2021-03-19,22873079
England,,2021-03-20,23559503
England,,2021-03-21,23854862
England,,2021-03-22,24137423
England,,2021-03-23,24406074
England,,2021-03-24,24681955
England,,2021-03-25,24940005
England,,2021-03-26,25284013
England,,2021-03-27,25651406
England,,2021-03-28,25903782
England,,2021-03-29,26090111
England,,2021-03-30,26266174
England,,2021-03-31,26454219
England,,2021-04-01,26576629
England,,2021-04-02,26644910
England,,2021-04-03,26719422
England,,2021-04-04,26746039
England,,2021-04-05,26765865
England,,2021-04-06,26820161
England,,2021-04-07,26879123
England,,2021-04-08,26934662
England,,2021-04-09,26996936
Equatorial Guinea,GNQ,2021-03-16,5765
Equatorial Guinea,GNQ,2021-03-29,9748
Equatorial Guinea,GNQ,2021-04-01,11090
Estonia,EST,2021-01-28,25415
Estonia,EST,2021-01-29,26412
Estonia,EST,2021-01-30,27633
Estonia,EST,2021-01-31,27900
Estonia,EST,2021-02-01,28186
Estonia,EST,2021-02-02,28907
Estonia,EST,2021-02-03,30158
Estonia,EST,2021-02-04,31864
Estonia,EST,2021-02-05,33927
Estonia,EST,2021-02-06,35492
Estonia,EST,2021-02-07,35905
Estonia,EST,2021-02-08,35917
Estonia,EST,2021-02-10,39147
Estonia,EST,2021-02-11,41731
Estonia,EST,2021-02-12,44486
Estonia,EST,2021-02-13,46020
Estonia,EST,2021-02-14,46152
Estonia,EST,2021-02-15,46154
Estonia,EST,2021-02-16,46740
Estonia,EST,2021-02-17,48573
Estonia,EST,2021-02-18,52263
Estonia,EST,2021-02-19,57543
Estonia,EST,2021-02-20,61316
Estonia,EST,2021-02-21,61904
Estonia,EST,2021-02-22,62415
Estonia,EST,2021-02-23,64508
Estonia,EST,2021-02-24,68297
Estonia,EST,2021-02-25,68629
Estonia,EST,2021-02-27,77536
Estonia,EST,2021-03-01,78759
Estonia,EST,2021-03-02,81209
Estonia,EST,2021-03-04,87086
Estonia,EST,2021-03-05,92270
Estonia,EST,2021-03-07,101452
Estonia,EST,2021-03-09,105845
Estonia,EST,2021-03-10,109865
Estonia,EST,2021-03-11,113898
Estonia,EST,2021-03-13,127829
Estonia,EST,2021-03-14,133263
Estonia,EST,2021-03-15,138543
Estonia,EST,2021-03-16,141912
Estonia,EST,2021-03-17,145665
Estonia,EST,2021-03-18,150844
Estonia,EST,2021-03-19,157489
Estonia,EST,2021-03-20,163936
Estonia,EST,2021-03-21,166163
Estonia,EST,2021-03-22,167488
Estonia,EST,2021-03-23,169435
Estonia,EST,2021-03-24,172183
Estonia,EST,2021-03-25,177457
Estonia,EST,2021-03-27,191723
Estonia,EST,2021-03-28,193870
Estonia,EST,2021-03-29,194358
Estonia,EST,2021-03-31,198905
Estonia,EST,2021-04-01,203365
Estonia,EST,2021-04-02,211367
Estonia,EST,2021-04-03,214921
Estonia,EST,2021-04-04,223153
Estonia,EST,2021-04-05,227246
Estonia,EST,2021-04-06,229241
Estonia,EST,2021-04-07,231710
Estonia,EST,2021-04-08,236598
Estonia,EST,2021-04-10,257837
Eswatini,SWZ,2021-03-30,0
Eswatini,SWZ,2021-04-05,20262
Europe,,2020-12-13,86465
Europe,,2020-12-15,114965
Europe,,2020-12-20,703786
Europe,,2020-12-22,727286
Europe,,2020-12-27,1113136
Europe,,2020-12-28,1150749
Europe,,2020-12-29,1239998
Europe,,2020-12-30,1386600
Europe,,2020-12-31,1489495
Europe,,2021-01-01,1524332
Europe,,2021-01-02,2378647
Europe,,2021-01-03,2839379
Europe,,2021-01-04,3109097
Europe,,2021-01-05,3417888
Europe,,2021-01-06,3673676
Europe,,2021-01-07,4049413
Europe,,2021-01-08,4420906
Europe,,2021-01-09,4614576
Europe,,2021-01-10,5682532
Europe,,2021-01-11,6247314
Europe,,2021-01-12,6907324
Europe,,2021-01-13,7935582
Europe,,2021-01-14,8770866
Europe,,2021-01-15,9613205
Europe,,2021-01-16,10120701
Europe,,2021-01-17,10581599
Europe,,2021-01-18,11336704
Europe,,2021-01-19,12152196
Europe,,2021-01-20,13017019
Europe,,2021-01-21,13942463
Europe,,2021-01-22,14873667
Europe,,2021-01-23,15589841
Europe,,2021-01-24,16184648
Europe,,2021-01-25,16892356
Europe,,2021-01-26,17602510
Europe,,2021-01-27,18466119
Europe,,2021-01-28,19299615
Europe,,2021-01-29,20093583
Europe,,2021-01-30,20888303
Europe,,2021-01-31,21579076
Europe,,2021-02-01,22132609
Europe,,2021-02-02,22849661
Europe,,2021-02-03,23656735
Europe,,2021-02-04,24507239
Europe,,2021-02-05,25286485
Europe,,2021-02-06,25980571
Europe,,2021-02-07,26582121
Europe,,2021-02-08,27122679
Europe,,2021-02-09,27865843
Europe,,2021-02-10,29883591
Europe,,2021-02-11,30894224
Europe,,2021-02-12,31931316
Europe,,2021-02-13,32653235
Europe,,2021-02-14,33795638
Europe,,2021-02-15,34400786
Europe,,2021-02-16,35168360
Europe,,2021-02-17,36193786
Europe,,2021-02-18,37340206
Europe,,2021-02-19,38254506
Europe,,2021-02-20,38940575
Europe,,2021-02-21,39681049
Europe,,2021-02-22,40362178
Europe,,2021-02-23,41259331
Europe,,2021-02-24,42582623
Europe,,2021-02-25,43849996
Europe,,2021-02-26,45202493
Europe,,2021-02-27,46184982
Europe,,2021-02-28,47196999
Europe,,2021-03-01,50032876
Europe,,2021-03-02,51091140
Europe,,2021-03-03,52546555
Europe,,2021-03-04,54570723
Europe,,2021-03-05,56184427
Europe,,2021-03-06,57624521
Europe,,2021-03-07,58867243
Europe,,2021-03-08,59971576
Europe,,2021-03-09,61241671
Europe,,2021-03-10,62672586
Europe,,2021-03-11,64360606
Europe,,2021-03-12,66008917
Europe,,2021-03-13,67447294
Europe,,2021-03-14,68537021
Europe,,2021-03-15,69797231
Europe,,2021-03-16,70844039
Europe,,2021-03-17,72187170
Europe,,2021-03-18,73487382
Europe,,2021-03-19,74949320
Europe,,2021-03-20,76858627
Europe,,2021-03-21,77896932
Europe,,2021-03-22,79139843
Europe,,2021-03-23,80571941
Europe,,2021-03-24,82205743
Europe,,2021-03-25,83839085
Europe,,2021-03-26,85932028
Europe,,2021-03-27,87194096
Europe,,2021-03-28,88486219
Europe,,2021-03-29,91196814
Europe,,2021-03-30,92591140
Europe,,2021-03-31,94834796
Europe,,2021-04-01,96822851
Europe,,2021-04-02,98209428
Europe,,2021-04-03,99424434
Europe,,2021-04-04,100392640
Europe,,2021-04-05,101299028
Europe,,2021-04-06,103012010
Europe,,2021-04-07,105530384
Europe,,2021-04-08,108309827
Europe,,2021-04-09,110760683
Europe,,2021-04-10,111987883
European Union,,2020-12-27,56058
European Union,,2020-12-28,93067
European Union,,2020-12-29,181249
European Union,,2020-12-30,322549
European Union,,2020-12-31,425372
European Union,,2021-01-01,460203
European Union,,2021-01-02,566518
European Union,,2021-01-03,651890
European Union,,2021-01-04,921602
European Union,,2021-01-05,1227008
European Union,,2021-01-06,1473728
European Union,,2021-01-07,1842913
European Union,,2021-01-08,2205790
European Union,,2021-01-09,2399325
European Union,,2021-01-10,2558311
European Union,,2021-01-11,2976636
European Union,,2021-01-12,3423541
European Union,,2021-01-13,3963006
European Union,,2021-01-14,4464207
European Union,,2021-01-15,4958075
European Union,,2021-01-16,5167920
European Union,,2021-01-17,5438326
European Union,,2021-01-18,5987441
European Union,,2021-01-19,6454561
European Union,,2021-01-20,6918453
European Union,,2021-01-21,7384420
European Union,,2021-01-22,7798250
European Union,,2021-01-23,7977521
European Union,,2021-01-24,8282548
European Union,,2021-01-25,8661818
European Union,,2021-01-26,8994766
European Union,,2021-01-27,9491682
European Union,,2021-01-28,9858181
European Union,,2021-01-29,10126264
European Union,,2021-01-30,10315826
European Union,,2021-01-31,10684065
European Union,,2021-02-01,10886504
European Union,,2021-02-02,11162711
European Union,,2021-02-03,11455938
European Union,,2021-02-04,11785899
European Union,,2021-02-05,12048185
European Union,,2021-02-06,12190867
European Union,,2021-02-07,12494859
European Union,,2021-02-08,12681818
European Union,,2021-02-09,13007084
European Union,,2021-02-10,13301331
European Union,,2021-02-11,13787726
European Union,,2021-02-12,14152878
European Union,,2021-02-13,14367695
European Union,,2021-02-14,14729660
European Union,,2021-02-15,15051051
European Union,,2021-02-16,15439836
European Union,,2021-02-17,15940067
European Union,,2021-02-18,16583530
European Union,,2021-02-19,17107136
European Union,,2021-02-20,17457422
European Union,,2021-02-21,18039388
European Union,,2021-02-22,18514499
European Union,,2021-02-23,19049883
European Union,,2021-02-24,19866217
European Union,,2021-02-25,20605139
European Union,,2021-02-26,21428802
European Union,,2021-02-27,21966246
European Union,,2021-02-28,22774306
European Union,,2021-03-01,23428491
European Union,,2021-03-02,24197256
European Union,,2021-03-03,25170089
European Union,,2021-03-04,26349218
European Union,,2021-03-05,27278099
European Union,,2021-03-06,28118185
European Union,,2021-03-07,29125125
European Union,,2021-03-08,29938134
European Union,,2021-03-09,30908082
European Union,,2021-03-10,31881239
European Union,,2021-03-11,33163169
European Union,,2021-03-12,34291480
European Union,,2021-03-13,35115037
European Union,,2021-03-14,35894548
European Union,,2021-03-15,36722342
European Union,,2021-03-16,37303631
European Union,,2021-03-17,38253439
European Union,,2021-03-18,38925314
European Union,,2021-03-19,39607492
European Union,,2021-03-20,40705977
European Union,,2021-03-21,41332375
European Union,,2021-03-22,42218200
European Union,,2021-03-23,43249030
European Union,,2021-03-24,44457786
European Union,,2021-03-25,45670604
European Union,,2021-03-26,47270245
European Union,,2021-03-27,48091277
European Union,,2021-03-28,49006840
European Union,,2021-03-29,50204018
European Union,,2021-03-30,51256206
European Union,,2021-03-31,53019388
European Union,,2021-04-01,54615311
European Union,,2021-04-02,55767365
European Union,,2021-04-03,56669800
European Union,,2021-04-04,57475115
European Union,,2021-04-05,58244106
European Union,,2021-04-06,59618922
European Union,,2021-04-07,61710373
European Union,,2021-04-08,64076373
European Union,,2021-04-09,66074382
European Union,,2021-04-10,67009893
Faeroe Islands,FRO,2021-01-29,3993
Faeroe Islands,FRO,2021-02-06,4051
Faeroe Islands,FRO,2021-02-08,4098
Faeroe Islands,FRO,2021-02-10,4134
Faeroe Islands,FRO,2021-02-21,4167
Faeroe Islands,FRO,2021-02-23,4172
Faeroe Islands,FRO,2021-02-24,4190
Faeroe Islands,FRO,2021-03-03,4211
Faeroe Islands,FRO,2021-03-04,4238
Faeroe Islands,FRO,2021-03-05,4251
Faeroe Islands,FRO,2021-03-06,4251
Faeroe Islands,FRO,2021-03-08,4260
Faeroe Islands,FRO,2021-03-12,4901
Faeroe Islands,FRO,2021-03-16,4988
Faeroe Islands,FRO,2021-03-17,5173
Faeroe Islands,FRO,2021-03-18,5309
Faeroe Islands,FRO,2021-03-22,5388
Faeroe Islands,FRO,2021-03-26,5586
Faeroe Islands,FRO,2021-03-27,5853
Faeroe Islands,FRO,2021-03-30,6641
Faeroe Islands,FRO,2021-04-08,7345
Falkland Islands,FLK,2021-02-07,0
Falkland Islands,FLK,2021-02-15,1515
Falkland Islands,FLK,2021-02-22,1732
Falkland Islands,FLK,2021-03-26,2187
Falkland Islands,FLK,2021-04-07,2605
Finland,FIN,2021-01-25,106098
Finland,FIN,2021-01-26,110047
Finland,FIN,2021-01-27,117555
Finland,FIN,2021-01-28,127783
Finland,FIN,2021-01-29,137551
Finland,FIN,2021-01-30,144520
Finland,FIN,2021-02-01,145557
Finland,FIN,2021-02-02,145770
Finland,FIN,2021-02-03,149951
Finland,FIN,2021-02-04,159624
Finland,FIN,2021-02-05,164636
Finland,FIN,2021-02-06,169194
Finland,FIN,2021-02-07,170335
Finland,FIN,2021-02-08,170641
Finland,FIN,2021-02-09,173558
Finland,FIN,2021-02-10,178005
Finland,FIN,2021-02-11,187384
Finland,FIN,2021-02-12,197540
Finland,FIN,2021-02-13,206283
Finland,FIN,2021-02-14,209510
Finland,FIN,2021-02-15,210194
Finland,FIN,2021-02-16,216463
Finland,FIN,2021-02-17,229558
Finland,FIN,2021-02-18,243973
Finland,FIN,2021-02-19,262145
Finland,FIN,2021-02-20,276280
Finland,FIN,2021-02-21,287998
Finland,FIN,2021-02-24,302342
Finland,FIN,2021-02-25,319559
Finland,FIN,2021-02-26,347082
Finland,FIN,2021-02-27,361744
Finland,FIN,2021-02-28,370874
Finland,FIN,2021-03-01,384476
Finland,FIN,2021-03-03,404436
Finland,FIN,2021-03-04,425545
Finland,FIN,2021-03-05,448680
Finland,FIN,2021-03-06,480647
Finland,FIN,2021-03-08,481577
Finland,FIN,2021-03-09,490735
Finland,FIN,2021-03-10,515218
Finland,FIN,2021-03-11,539618
Finland,FIN,2021-03-12,565463
Finland,FIN,2021-03-13,587848
Finland,FIN,2021-03-14,596638
Finland,FIN,2021-03-15,597471
Finland,FIN,2021-03-16,610873
Finland,FIN,2021-03-17,636349
Finland,FIN,2021-03-18,671647
Finland,FIN,2021-03-19,701203
Finland,FIN,2021-03-20,724524
Finland,FIN,2021-03-21,732121
Finland,FIN,2021-03-22,733798
Finland,FIN,2021-03-23,742812
Finland,FIN,2021-03-24,759827
Finland,FIN,2021-03-25,783740
Finland,FIN,2021-03-26,809974
Finland,FIN,2021-03-27,832602
Finland,FIN,2021-03-29,843706
Finland,FIN,2021-03-30,862639
Finland,FIN,2021-03-31,892580
Finland,FIN,2021-04-01,930842
Finland,FIN,2021-04-02,965298
Finland,FIN,2021-04-03,971827
Finland,FIN,2021-04-04,973876
Finland,FIN,2021-04-05,974153
Finland,FIN,2021-04-06,975697
Finland,FIN,2021-04-07,993227
Finland,FIN,2021-04-08,1028848
Finland,FIN,2021-04-09,1066860
Finland,FIN,2021-04-10,1091652
France,FRA,2020-12-27,13
France,FRA,2020-12-28,52
France,FRA,2020-12-29,138
France,FRA,2020-12-30,237
France,FRA,2020-12-31,316
France,FRA,2021-01-01,325
France,FRA,2021-01-02,367
France,FRA,2021-01-03,441
France,FRA,2021-01-04,1800
France,FRA,2021-01-05,6744
France,FRA,2021-01-06,17064
France,FRA,2021-01-07,43282
France,FRA,2021-01-08,76022
France,FRA,2021-01-09,86315
France,FRA,2021-01-10,91629
France,FRA,2021-01-11,125412
France,FRA,2021-01-12,179119
France,FRA,2021-01-13,235786
France,FRA,2021-01-14,306206
France,FRA,2021-01-15,364846
France,FRA,2021-01-16,382326
France,FRA,2021-01-17,391910
France,FRA,2021-01-18,468073
France,FRA,2021-01-19,585735
France,FRA,2021-01-20,708973
France,FRA,2021-01-21,850380
France,FRA,2021-01-22,959716
France,FRA,2021-01-23,995147
France,FRA,2021-01-24,1003968
France,FRA,2021-01-25,1075045
France,FRA,2021-01-26,1165852
France,FRA,2021-01-27,1262972
France,FRA,2021-01-28,1372680
France,FRA,2021-01-29,1453325
France,FRA,2021-01-30,1479909
France,FRA,2021-01-31,1486493
France,FRA,2021-02-01,1541079
France,FRA,2021-02-02,1615088
France,FRA,2021-02-03,1687026
France,FRA,2021-02-04,1772602
France,FRA,2021-02-05,1843763
France,FRA,2021-02-06,1866091
France,FRA,2021-02-07,1871604
France,FRA,2021-02-08,1922706
France,FRA,2021-02-09,1990860
France,FRA,2021-02-10,2060675
France,FRA,2021-02-11,2146212
France,FRA,2021-02-12,2225321
France,FRA,2021-02-13,2249685
France,FRA,2021-02-14,2255597
France,FRA,2021-02-15,2298086
France,FRA,2021-02-16,2357946
France,FRA,2021-02-17,2409831
France,FRA,2021-02-18,2476748
France,FRA,2021-02-19,2540702
France,FRA,2021-02-20,2560982
France,FRA,2021-02-21,2564530
France,FRA,2021-02-22,2603702
France,FRA,2021-02-23,2656447
France,FRA,2021-02-24,2712800
France,FRA,2021-02-25,2808490
France,FRA,2021-02-26,2917925
France,FRA,2021-02-27,2967937
France,FRA,2021-02-28,2974019
France,FRA,2021-03-01,3036605
France,FRA,2021-03-02,3133478
France,FRA,2021-03-03,3245517
France,FRA,2021-03-04,3392269
France,FRA,2021-03-05,3581812
France,FRA,2021-03-06,3772579
France,FRA,2021-03-07,3881967
France,FRA,2021-03-08,3996329
France,FRA,2021-03-09,4164418
France,FRA,2021-03-10,4337343
France,FRA,2021-03-11,4569849
France,FRA,2021-03-12,4853278
France,FRA,2021-03-13,5072244
France,FRA,2021-03-14,5135616
France,FRA,2021-03-15,5295735
France,FRA,2021-03-17,5630671
France,FRA,2021-03-20,6146162
France,FRA,2021-03-21,6199118
France,FRA,2021-03-22,6370705
France,FRA,2021-03-23,6616899
France,FRA,2021-03-24,6870993
France,FRA,2021-03-25,7198795
France,FRA,2021-03-26,7550454
France,FRA,2021-03-27,7742466
France,FRA,2021-03-28,7798091
France,FRA,2021-03-29,8004958
France,FRA,2021-03-31,8535750
France,FRA,2021-04-01,8833275
France,FRA,2021-04-02,9109776
France,FRA,2021-04-03,9251321
France,FRA,2021-04-04,9296131
France,FRA,2021-04-05,9356301
France,FRA,2021-04-06,9561733
France,FRA,2021-04-07,9818102
France,FRA,2021-04-08,10148039
France,FRA,2021-04-09,10544541
Gabon,GAB,2021-03-22,0
Gabon,GAB,2021-03-31,301
Gabon,GAB,2021-04-02,2433
Gambia,GMB,2021-03-09,0
Gambia,GMB,2021-03-28,5345
Gambia,GMB,2021-04-06,12674
Georgia,GEO,2021-03-14,0
Georgia,GEO,2021-03-29,4924
Georgia,GEO,2021-03-31,7822
Georgia,GEO,2021-04-05,11603
Georgia,GEO,2021-04-07,15693
Georgia,GEO,2021-04-09,17261
Georgia,GEO,2021-04-10,18287
Germany,DEU,2020-12-27,24159
Germany,DEU,2020-12-28,42543
Germany,DEU,2020-12-29,90660
Germany,DEU,2020-12-30,152150
Germany,DEU,2020-12-31,201391
Germany,DEU,2021-01-01,220665
Germany,DEU,2021-01-02,273089
Germany,DEU,2021-01-03,297397
Germany,DEU,2021-01-04,345747
Germany,DEU,2021-01-05,399083
Germany,DEU,2021-01-06,462077
Germany,DEU,2021-01-07,518274
Germany,DEU,2021-01-08,581379
Germany,DEU,2021-01-09,642560
Germany,DEU,2021-01-10,677692
Germany,DEU,2021-01-11,744092
Germany,DEU,2021-01-12,826968
Germany,DEU,2021-01-13,938050
Germany,DEU,2021-01-14,1020807
Germany,DEU,2021-01-15,1110259
Germany,DEU,2021-01-16,1166636
Germany,DEU,2021-01-17,1197478
Germany,DEU,2021-01-18,1263522
Germany,DEU,2021-01-19,1344307
Germany,DEU,2021-01-20,1424542
Germany,DEU,2021-01-21,1488807
Germany,DEU,2021-01-22,1556211
Germany,DEU,2021-01-23,1596899
Germany,DEU,2021-01-24,1622316
Germany,DEU,2021-01-25,1680463
Germany,DEU,2021-01-26,1731390
Germany,DEU,2021-01-27,1782968
Germany,DEU,2021-01-28,1828074
Germany,DEU,2021-01-29,1879252
Germany,DEU,2021-01-30,1914540
Germany,DEU,2021-01-31,1941160
Germany,DEU,2021-02-01,2000403
Germany,DEU,2021-02-02,2063835
Germany,DEU,2021-02-03,2127509
Germany,DEU,2021-02-04,2188314
Germany,DEU,2021-02-05,2254645
Germany,DEU,2021-02-06,2301090
Germany,DEU,2021-02-07,2329194
Germany,DEU,2021-02-08,2382539
Germany,DEU,2021-02-09,2441827
Germany,DEU,2021-02-10,2515522
Germany,DEU,2021-02-11,2589191
Germany,DEU,2021-02-12,2669411
Germany,DEU,2021-02-13,2731113
Germany,DEU,2021-02-14,2770892
Germany,DEU,2021-02-15,2841498
Germany,DEU,2021-02-16,2922884
Germany,DEU,2021-02-17,3017214
Germany,DEU,2021-02-18,3109032
Germany,DEU,2021-02-19,3207849
Germany,DEU,2021-02-20,3284225
Germany,DEU,2021-02-21,3341105
Germany,DEU,2021-02-22,3440601
Germany,DEU,2021-02-23,3547121
Germany,DEU,2021-02-24,3662252
Germany,DEU,2021-02-25,3792063
Germany,DEU,2021-02-26,3935279
Germany,DEU,2021-02-27,4043568
Germany,DEU,2021-02-28,4127424
Germany,DEU,2021-03-01,4272348
Germany,DEU,2021-03-02,4436985
Germany,DEU,2021-03-03,4610343
Germany,DEU,2021-03-04,4788919
Germany,DEU,2021-03-05,4986914
Germany,DEU,2021-03-06,5139758
Germany,DEU,2021-03-07,5254327
Germany,DEU,2021-03-08,5439556
Germany,DEU,2021-03-09,5634659
Germany,DEU,2021-03-10,5851484
Germany,DEU,2021-03-11,6070703
Germany,DEU,2021-03-12,6319651
Germany,DEU,2021-03-13,6515962
Germany,DEU,2021-03-14,6650754
Germany,DEU,2021-03-15,6839141
Germany,DEU,2021-03-16,6952103
Germany,DEU,2021-03-17,7076865
Germany,DEU,2021-03-18,7195883
Germany,DEU,2021-03-19,7354514
Germany,DEU,2021-03-20,7518937
Germany,DEU,2021-03-21,7645588
Germany,DEU,2021-03-22,7833134
Germany,DEU,2021-03-23,8045705
Germany,DEU,2021-03-24,8286635
Germany,DEU,2021-03-25,8538892
Germany,DEU,2021-03-26,8816551
Germany,DEU,2021-03-27,9036147
Germany,DEU,2021-03-28,9178124
Germany,DEU,2021-03-29,9393890
Germany,DEU,2021-03-30,9622638
Germany,DEU,2021-03-31,9853713
Germany,DEU,2021-04-01,10078697
Germany,DEU,2021-04-02,10234837
Germany,DEU,2021-04-03,10397688
Germany,DEU,2021-04-04,10538989
Germany,DEU,2021-04-05,10714884
Germany,DEU,2021-04-06,10991054
Germany,DEU,2021-04-07,11563646
Germany,DEU,2021-04-08,12193365
Germany,DEU,2021-04-09,12670288
Ghana,GHA,2021-03-01,0
Ghana,GHA,2021-03-08,202252
Ghana,GHA,2021-03-10,300000
Ghana,GHA,2021-03-18,420000
Ghana,GHA,2021-03-24,500000
Ghana,GHA,2021-04-07,599128
Ghana,GHA,2021-04-08,647380
Ghana,GHA,2021-04-09,681211
Gibraltar,GIB,2021-01-10,420
Gibraltar,GIB,2021-01-11,1445
Gibraltar,GIB,2021-01-12,2501
Gibraltar,GIB,2021-01-15,5135
Gibraltar,GIB,2021-01-16,5847
Gibraltar,GIB,2021-01-17,5847
Gibraltar,GIB,2021-01-18,6435
Gibraltar,GIB,2021-01-19,7017
Gibraltar,GIB,2021-01-20,7017
Gibraltar,GIB,2021-01-21,7947
Gibraltar,GIB,2021-01-22,8877
Gibraltar,GIB,2021-01-23,9807
Gibraltar,GIB,2021-01-24,10341
Gibraltar,GIB,2021-01-25,10539
Gibraltar,GIB,2021-01-26,11073
Gibraltar,GIB,2021-01-27,11073
Gibraltar,GIB,2021-01-28,12332
Gibraltar,GIB,2021-01-29,12866
Gibraltar,GIB,2021-01-30,12866
Gibraltar,GIB,2021-01-31,12886
Gibraltar,GIB,2021-02-01,12974
Gibraltar,GIB,2021-02-02,13071
Gibraltar,GIB,2021-02-03,13166
Gibraltar,GIB,2021-02-04,13246
Gibraltar,GIB,2021-02-05,13398
Gibraltar,GIB,2021-02-06,13499
Gibraltar,GIB,2021-02-07,13499
Gibraltar,GIB,2021-02-08,13904
Gibraltar,GIB,2021-02-09,14302
Gibraltar,GIB,2021-02-10,15262
Gibraltar,GIB,2021-02-11,15436
Gibraltar,GIB,2021-02-12,15600
Gibraltar,GIB,2021-02-13,15765
Gibraltar,GIB,2021-02-14,15888
Gibraltar,GIB,2021-02-15,16135
Gibraltar,GIB,2021-02-16,16261
Gibraltar,GIB,2021-02-17,16384
Gibraltar,GIB,2021-02-18,16725
Gibraltar,GIB,2021-02-19,16761
Gibraltar,GIB,2021-02-20,16761
Gibraltar,GIB,2021-02-21,17826
Gibraltar,GIB,2021-02-22,18902
Gibraltar,GIB,2021-02-23,19859
Gibraltar,GIB,2021-02-24,20443
Gibraltar,GIB,2021-02-25,21591
Gibraltar,GIB,2021-02-26,22712
Gibraltar,GIB,2021-02-27,23518
Gibraltar,GIB,2021-02-28,23518
Gibraltar,GIB,2021-03-02,24352
Gibraltar,GIB,2021-03-03,25221
Gibraltar,GIB,2021-03-04,25629
Gibraltar,GIB,2021-03-05,26163
Gibraltar,GIB,2021-03-06,27145
Gibraltar,GIB,2021-03-07,28140
Gibraltar,GIB,2021-03-08,28140
Gibraltar,GIB,2021-03-09,28431
Gibraltar,GIB,2021-03-10,28932
Gibraltar,GIB,2021-03-11,28932
Gibraltar,GIB,2021-03-12,28971
Gibraltar,GIB,2021-03-13,29610
Gibraltar,GIB,2021-03-14,29610
Gibraltar,GIB,2021-03-15,29631
Gibraltar,GIB,2021-03-16,29667
Gibraltar,GIB,2021-03-17,29749
Gibraltar,GIB,2021-03-18,29834
Gibraltar,GIB,2021-03-19,29913
Gibraltar,GIB,2021-03-20,30038
Gibraltar,GIB,2021-03-21,30119
Gibraltar,GIB,2021-03-22,30119
Gibraltar,GIB,2021-03-23,30170
Gibraltar,GIB,2021-03-24,30232
Gibraltar,GIB,2021-03-25,30671
Gibraltar,GIB,2021-03-26,30800
Gibraltar,GIB,2021-03-27,30944
Gibraltar,GIB,2021-03-28,31094
Gibraltar,GIB,2021-03-29,31098
Gibraltar,GIB,2021-03-31,31206
Gibraltar,GIB,2021-04-01,31739
Gibraltar,GIB,2021-04-02,32293
Gibraltar,GIB,2021-04-03,32895
Gibraltar,GIB,2021-04-09,33457
Gibraltar,GIB,2021-04-10,33979
Greece,GRC,2020-12-28,447
Greece,GRC,2020-12-29,1077
Greece,GRC,2020-12-30,1722
Greece,GRC,2020-12-31,2339
Greece,GRC,2021-01-01,2603
Greece,GRC,2021-01-02,3149
Greece,GRC,2021-01-03,3869
Greece,GRC,2021-01-04,10327
Greece,GRC,2021-01-05,16631
Greece,GRC,2021-01-06,20616
Greece,GRC,2021-01-07,26445
Greece,GRC,2021-01-08,35272
Greece,GRC,2021-01-09,40427
Greece,GRC,2021-01-10,44645
Greece,GRC,2021-01-11,50045
Greece,GRC,2021-01-12,56475
Greece,GRC,2021-01-13,64932
Greece,GRC,2021-01-14,70960
Greece,GRC,2021-01-15,75412
Greece,GRC,2021-01-16,80389
Greece,GRC,2021-01-18,85475
Greece,GRC,2021-01-19,93382
Greece,GRC,2021-01-20,108167
Greece,GRC,2021-01-21,123667
Greece,GRC,2021-01-22,141298
Greece,GRC,2021-01-23,156966
Greece,GRC,2021-01-25,171890
Greece,GRC,2021-01-26,184610
Greece,GRC,2021-01-27,198161
Greece,GRC,2021-01-28,210488
Greece,GRC,2021-01-29,220621
Greece,GRC,2021-01-30,232399
Greece,GRC,2021-02-01,247251
Greece,GRC,2021-02-02,261543
Greece,GRC,2021-02-03,276103
Greece,GRC,2021-02-04,291259
Greece,GRC,2021-02-05,306441
Greece,GRC,2021-02-06,318097
Greece,GRC,2021-02-08,332812
Greece,GRC,2021-02-09,345290
Greece,GRC,2021-02-10,353412
Greece,GRC,2021-02-11,360800
Greece,GRC,2021-02-12,366749
Greece,GRC,2021-02-13,371462
Greece,GRC,2021-02-15,386049
Greece,GRC,2021-02-16,397840
Greece,GRC,2021-02-17,412970
Greece,GRC,2021-02-18,430124
Greece,GRC,2021-02-19,449073
Greece,GRC,2021-02-20,465842
Greece,GRC,2021-02-21,467656
Greece,GRC,2021-02-22,486820
Greece,GRC,2021-02-23,505148
Greece,GRC,2021-02-24,522510
Greece,GRC,2021-02-25,540039
Greece,GRC,2021-02-26,556380
Greece,GRC,2021-02-27,572174
Greece,GRC,2021-03-01,594053
Greece,GRC,2021-03-02,617737
Greece,GRC,2021-03-03,643218
Greece,GRC,2021-03-04,669152
Greece,GRC,2021-03-05,697876
Greece,GRC,2021-03-06,725388
Greece,GRC,2021-03-08,753636
Greece,GRC,2021-03-09,780536
Greece,GRC,2021-03-10,807280
Greece,GRC,2021-03-11,831761
