Entity,Code,Day,total_vaccinations_per_hundred
Lebanon,LBN,2021-03-19,1.98
Lebanon,LBN,2021-03-20,1.98
Lebanon,LBN,2021-03-21,2.03
Lebanon,LBN,2021-03-22,2.17
Lebanon,LBN,2021-03-23,2.32
Lebanon,LBN,2021-03-24,2.43
Lebanon,LBN,2021-03-25,2.55
Lebanon,LBN,2021-03-26,2.64
Lebanon,LBN,2021-03-27,2.65
Lebanon,LBN,2021-03-28,2.74
Lebanon,LBN,2021-03-29,2.84
Lebanon,LBN,2021-03-30,3.04
Lebanon,LBN,2021-03-31,3.17
Lebanon,LBN,2021-04-01,3.26
Lebanon,LBN,2021-04-02,3.31
Lebanon,LBN,2021-04-03,3.31
Lebanon,LBN,2021-04-04,3.34
Lebanon,LBN,2021-04-05,3.45
Lebanon,LBN,2021-04-06,3.59
Lebanon,LBN,2021-04-07,3.8
Lebanon,LBN,2021-04-08,3.93
Lebanon,LBN,2021-04-09,3.99
Lebanon,LBN,2021-04-10,4.01
Liechtenstein,LIE,2021-02-03,2.18
Liechtenstein,LIE,2021-02-10,2.67
Liechtenstein,LIE,2021-02-14,3.05
Liechtenstein,LIE,2021-02-17,3.94
Liechtenstein,LIE,2021-02-21,4.75
Liechtenstein,LIE,2021-02-24,5.82
Liechtenstein,LIE,2021-02-28,6.81
Liechtenstein,LIE,2021-03-03,7.13
Liechtenstein,LIE,2021-03-07,9.27
Liechtenstein,LIE,2021-03-14,9.9
Liechtenstein,LIE,2021-03-17,11.05
Liechtenstein,LIE,2021-03-21,11.39
Liechtenstein,LIE,2021-03-24,13.09
Liechtenstein,LIE,2021-03-28,14.35
Liechtenstein,LIE,2021-04-01,15.99
Liechtenstein,LIE,2021-04-04,17.05
Liechtenstein,LIE,2021-04-07,18.13
Lithuania,LTU,2020-12-27,0.09
Lithuania,LTU,2020-12-28,0.19
Lithuania,LTU,2020-12-29,0.3
Lithuania,LTU,2020-12-30,0.36
Lithuania,LTU,2020-12-31,0.36
Lithuania,LTU,2021-01-04,0.36
Lithuania,LTU,2021-01-05,0.38
Lithuania,LTU,2021-01-06,0.51
Lithuania,LTU,2021-01-07,0.66
Lithuania,LTU,2021-01-08,0.85
Lithuania,LTU,2021-01-09,0.86
Lithuania,LTU,2021-01-10,0.86
Lithuania,LTU,2021-01-11,0.94
Lithuania,LTU,2021-01-12,1.02
Lithuania,LTU,2021-01-13,1.25
Lithuania,LTU,2021-01-14,1.57
Lithuania,LTU,2021-01-15,1.83
Lithuania,LTU,2021-01-16,1.88
Lithuania,LTU,2021-01-17,1.92
Lithuania,LTU,2021-01-18,2.08
Lithuania,LTU,2021-01-19,2.31
Lithuania,LTU,2021-01-20,2.44
Lithuania,LTU,2021-01-21,2.5
Lithuania,LTU,2021-01-22,2.51
Lithuania,LTU,2021-01-23,2.51
Lithuania,LTU,2021-01-25,2.52
Lithuania,LTU,2021-01-26,2.63
Lithuania,LTU,2021-01-27,2.88
Lithuania,LTU,2021-01-28,3.14
Lithuania,LTU,2021-01-29,3.44
Lithuania,LTU,2021-01-30,3.46
Lithuania,LTU,2021-01-31,3.46
Lithuania,LTU,2021-02-01,3.57
Lithuania,LTU,2021-02-02,3.71
Lithuania,LTU,2021-02-03,3.96
Lithuania,LTU,2021-02-04,4.32
Lithuania,LTU,2021-02-05,4.59
Lithuania,LTU,2021-02-06,4.61
Lithuania,LTU,2021-02-07,4.62
Lithuania,LTU,2021-02-08,4.71
Lithuania,LTU,2021-02-09,4.82
Lithuania,LTU,2021-02-10,5.04
Lithuania,LTU,2021-02-11,5.38
Lithuania,LTU,2021-02-12,5.64
Lithuania,LTU,2021-02-13,5.66
Lithuania,LTU,2021-02-15,5.83
Lithuania,LTU,2021-02-16,5.85
Lithuania,LTU,2021-02-17,6.15
Lithuania,LTU,2021-02-18,6.57
Lithuania,LTU,2021-02-19,6.95
Lithuania,LTU,2021-02-20,6.99
Lithuania,LTU,2021-02-22,7.19
Lithuania,LTU,2021-02-23,7.51
Lithuania,LTU,2021-02-24,7.94
Lithuania,LTU,2021-02-25,8.37
Lithuania,LTU,2021-02-26,8.74
Lithuania,LTU,2021-02-27,8.76
Lithuania,LTU,2021-02-28,8.78
Lithuania,LTU,2021-03-01,9.05
Lithuania,LTU,2021-03-02,9.4
Lithuania,LTU,2021-03-03,9.83
Lithuania,LTU,2021-03-04,10.4
Lithuania,LTU,2021-03-05,10.91
Lithuania,LTU,2021-03-06,10.93
Lithuania,LTU,2021-03-07,10.93
Lithuania,LTU,2021-03-08,11.26
Lithuania,LTU,2021-03-09,11.7
Lithuania,LTU,2021-03-10,12.27
Lithuania,LTU,2021-03-11,12.31
Lithuania,LTU,2021-03-12,12.97
Lithuania,LTU,2021-03-13,13.03
Lithuania,LTU,2021-03-14,13.03
Lithuania,LTU,2021-03-15,13.33
Lithuania,LTU,2021-03-16,13.7
Lithuania,LTU,2021-03-17,14.08
Lithuania,LTU,2021-03-18,14.39
Lithuania,LTU,2021-03-19,14.73
Lithuania,LTU,2021-03-20,14.76
Lithuania,LTU,2021-03-21,14.76
Lithuania,LTU,2021-03-22,15.06
Lithuania,LTU,2021-03-23,15.53
Lithuania,LTU,2021-03-24,16.17
Lithuania,LTU,2021-03-25,16.79
Lithuania,LTU,2021-03-26,17.39
Lithuania,LTU,2021-03-27,17.51
Lithuania,LTU,2021-03-28,17.52
Lithuania,LTU,2021-03-29,17.81
Lithuania,LTU,2021-03-30,18.27
Lithuania,LTU,2021-03-31,19.03
Lithuania,LTU,2021-04-01,19.69
Lithuania,LTU,2021-04-02,20.41
Lithuania,LTU,2021-04-03,20.73
Lithuania,LTU,2021-04-04,20.82
Lithuania,LTU,2021-04-05,20.96
Lithuania,LTU,2021-04-06,21.49
Lithuania,LTU,2021-04-07,21.95
Lithuania,LTU,2021-04-08,22.9
Lithuania,LTU,2021-04-09,24.03
Lithuania,LTU,2021-04-10,24.49
Luxembourg,LUX,2020-12-30,0.19
Luxembourg,LUX,2021-01-11,0.31
Luxembourg,LUX,2021-01-12,0.38
Luxembourg,LUX,2021-01-13,0.46
Luxembourg,LUX,2021-01-14,0.52
Luxembourg,LUX,2021-01-17,0.6
Luxembourg,LUX,2021-01-18,0.73
Luxembourg,LUX,2021-01-19,0.85
Luxembourg,LUX,2021-01-20,0.99
Luxembourg,LUX,2021-01-21,1.1
Luxembourg,LUX,2021-01-25,1.37
Luxembourg,LUX,2021-01-26,1.52
Luxembourg,LUX,2021-01-27,1.67
Luxembourg,LUX,2021-01-28,1.82
Luxembourg,LUX,2021-01-31,1.99
Luxembourg,LUX,2021-02-01,2.12
Luxembourg,LUX,2021-02-02,2.28
Luxembourg,LUX,2021-02-03,2.46
Luxembourg,LUX,2021-02-04,2.62
Luxembourg,LUX,2021-02-07,2.82
Luxembourg,LUX,2021-02-08,2.9
Luxembourg,LUX,2021-02-09,2.98
Luxembourg,LUX,2021-02-10,3.18
Luxembourg,LUX,2021-02-11,3.42
Luxembourg,LUX,2021-02-14,3.66
Luxembourg,LUX,2021-02-15,3.84
Luxembourg,LUX,2021-02-16,4.14
Luxembourg,LUX,2021-02-17,4.33
Luxembourg,LUX,2021-02-18,4.62
Luxembourg,LUX,2021-02-21,4.95
Luxembourg,LUX,2021-02-22,5.1
Luxembourg,LUX,2021-02-23,5.33
Luxembourg,LUX,2021-02-24,5.55
Luxembourg,LUX,2021-02-25,5.76
Luxembourg,LUX,2021-02-28,6.04
Luxembourg,LUX,2021-03-01,6.25
Luxembourg,LUX,2021-03-02,6.46
Luxembourg,LUX,2021-03-03,6.73
Luxembourg,LUX,2021-03-04,7.06
Luxembourg,LUX,2021-03-07,7.46
Luxembourg,LUX,2021-03-08,7.59
Luxembourg,LUX,2021-03-09,7.82
Luxembourg,LUX,2021-03-10,8.22
Luxembourg,LUX,2021-03-11,8.76
Luxembourg,LUX,2021-03-14,9.43
Luxembourg,LUX,2021-03-15,9.68
Luxembourg,LUX,2021-03-16,10.23
Luxembourg,LUX,2021-03-17,10.73
Luxembourg,LUX,2021-03-18,11.24
Luxembourg,LUX,2021-03-21,11.86
Luxembourg,LUX,2021-03-22,12.07
Luxembourg,LUX,2021-03-23,12.46
Luxembourg,LUX,2021-03-24,12.83
Luxembourg,LUX,2021-03-25,13.2
Luxembourg,LUX,2021-03-28,14.33
Luxembourg,LUX,2021-03-30,14.79
Luxembourg,LUX,2021-03-31,15.28
Luxembourg,LUX,2021-04-01,15.87
Luxembourg,LUX,2021-04-05,17.4
Luxembourg,LUX,2021-04-06,18.01
Luxembourg,LUX,2021-04-07,18.71
Luxembourg,LUX,2021-04-08,19.48
Macao,MAC,2021-02-08,0
Macao,MAC,2021-02-09,0.09
Macao,MAC,2021-02-17,0.31
Macao,MAC,2021-02-22,0.57
Macao,MAC,2021-02-24,1.43
Macao,MAC,2021-02-25,1.65
Macao,MAC,2021-02-26,1.85
Macao,MAC,2021-02-28,2.22
Macao,MAC,2021-03-01,2.32
Macao,MAC,2021-03-02,2.47
Macao,MAC,2021-03-03,2.63
Macao,MAC,2021-03-04,2.79
Macao,MAC,2021-03-05,2.93
Macao,MAC,2021-03-06,3.11
Macao,MAC,2021-03-07,3.24
Macao,MAC,2021-03-08,3.36
Macao,MAC,2021-03-09,3.52
Macao,MAC,2021-03-10,3.7
Macao,MAC,2021-03-11,3.91
Macao,MAC,2021-03-12,4.07
Macao,MAC,2021-03-13,4.26
Macao,MAC,2021-03-14,4.43
Macao,MAC,2021-03-15,4.59
Macao,MAC,2021-03-16,4.76
Macao,MAC,2021-03-17,4.91
Macao,MAC,2021-03-18,5.06
Macao,MAC,2021-03-19,5.22
Macao,MAC,2021-03-20,5.43
Macao,MAC,2021-03-21,5.61
Macao,MAC,2021-03-22,5.81
Macao,MAC,2021-03-23,6.05
Macao,MAC,2021-03-24,6.27
Macao,MAC,2021-03-25,6.46
Macao,MAC,2021-03-26,6.65
Macao,MAC,2021-03-27,6.92
Macao,MAC,2021-03-28,7.13
Macao,MAC,2021-03-29,7.31
Macao,MAC,2021-03-30,7.59
Macao,MAC,2021-03-31,7.86
Macao,MAC,2021-04-01,8.13
Macao,MAC,2021-04-02,8.26
Macao,MAC,2021-04-03,8.42
Macao,MAC,2021-04-04,8.62
Macao,MAC,2021-04-05,8.71
Macao,MAC,2021-04-06,8.82
Macao,MAC,2021-04-07,9.04
Macao,MAC,2021-04-08,9.36
Macao,MAC,2021-04-09,9.69
Macao,MAC,2021-04-10,10.09
Malawi,MWI,2021-03-17,0.03
Malawi,MWI,2021-03-18,0.05
Malawi,MWI,2021-03-19,0.08
Malawi,MWI,2021-03-21,0.13
Malawi,MWI,2021-03-22,0.13
Malawi,MWI,2021-03-23,0.2
Malawi,MWI,2021-03-24,0.29
Malawi,MWI,2021-03-26,0.47
Malawi,MWI,2021-03-27,0.57
Malawi,MWI,2021-03-28,0.58
Malawi,MWI,2021-03-30,0.64
Malawi,MWI,2021-03-31,0.7
Malawi,MWI,2021-04-01,0.76
Malawi,MWI,2021-04-02,0.81
Malawi,MWI,2021-04-04,0.83
Malawi,MWI,2021-04-05,0.84
Malawi,MWI,2021-04-06,0.86
Malawi,MWI,2021-04-09,1.01
Malawi,MWI,2021-04-10,1.07
Malaysia,MYS,2021-02-23,0
Malaysia,MYS,2021-02-27,0.01
Malaysia,MYS,2021-03-01,0.08
Malaysia,MYS,2021-03-02,0.16
Malaysia,MYS,2021-03-03,0.25
Malaysia,MYS,2021-03-04,0.31
Malaysia,MYS,2021-03-05,0.35
Malaysia,MYS,2021-03-06,0.39
Malaysia,MYS,2021-03-07,0.43
Malaysia,MYS,2021-03-08,0.51
Malaysia,MYS,2021-03-09,0.61
Malaysia,MYS,2021-03-10,0.69
Malaysia,MYS,2021-03-11,0.77
Malaysia,MYS,2021-03-12,0.85
Malaysia,MYS,2021-03-13,0.9
Malaysia,MYS,2021-03-14,0.93
Malaysia,MYS,2021-03-15,0.99
Malaysia,MYS,2021-03-16,1.07
Malaysia,MYS,2021-03-17,1.13
Malaysia,MYS,2021-03-18,1.19
Malaysia,MYS,2021-03-19,1.23
Malaysia,MYS,2021-03-20,1.28
Malaysia,MYS,2021-03-21,1.32
Malaysia,MYS,2021-03-22,1.4
Malaysia,MYS,2021-03-23,1.49
Malaysia,MYS,2021-03-24,1.58
Malaysia,MYS,2021-03-25,1.66
Malaysia,MYS,2021-03-26,1.7
Malaysia,MYS,2021-03-27,1.75
Malaysia,MYS,2021-03-28,1.79
Malaysia,MYS,2021-03-29,1.92
Malaysia,MYS,2021-03-30,2.04
Malaysia,MYS,2021-03-31,2.16
Malaysia,MYS,2021-04-01,2.29
Malaysia,MYS,2021-04-02,2.38
Malaysia,MYS,2021-04-03,2.43
Malaysia,MYS,2021-04-04,2.48
Malaysia,MYS,2021-04-05,2.56
Malaysia,MYS,2021-04-06,2.66
Malaysia,MYS,2021-04-07,2.76
Malaysia,MYS,2021-04-08,2.84
Malaysia,MYS,2021-04-09,2.91
Maldives,MDV,2021-02-02,0.16
Maldives,MDV,2021-02-03,0.29
Maldives,MDV,2021-02-04,0.59
Maldives,MDV,2021-02-05,0.79
Maldives,MDV,2021-02-06,1.27
Maldives,MDV,2021-02-07,1.8
Maldives,MDV,2021-02-08,2.39
Maldives,MDV,2021-02-09,3.01
Maldives,MDV,2021-02-10,3.73
Maldives,MDV,2021-02-11,4.69
Maldives,MDV,2021-02-12,5.06
Maldives,MDV,2021-02-13,6.12
Maldives,MDV,2021-02-14,7.14
Maldives,MDV,2021-02-15,8.11
Maldives,MDV,2021-02-16,9.26
Maldives,MDV,2021-02-17,10.4
Maldives,MDV,2021-02-18,11.85
Maldives,MDV,2021-02-19,11.85
Maldives,MDV,2021-02-20,12.95
Maldives,MDV,2021-02-21,13.88
Maldives,MDV,2021-02-22,14.83
Maldives,MDV,2021-02-23,15.75
Maldives,MDV,2021-02-24,16.81
Maldives,MDV,2021-02-25,18.19
Maldives,MDV,2021-02-26,18.39
Maldives,MDV,2021-02-27,19.52
Maldives,MDV,2021-02-28,20.61
Maldives,MDV,2021-03-01,21.67
Maldives,MDV,2021-03-02,22.88
Maldives,MDV,2021-03-03,23.94
Maldives,MDV,2021-03-04,25.37
Maldives,MDV,2021-03-05,25.68
Maldives,MDV,2021-03-06,26.97
Maldives,MDV,2021-03-07,28.05
Maldives,MDV,2021-03-08,29.2
Maldives,MDV,2021-03-09,30.65
Maldives,MDV,2021-03-10,32.46
Maldives,MDV,2021-03-11,34.58
Maldives,MDV,2021-03-12,34.86
Maldives,MDV,2021-03-13,36.67
Maldives,MDV,2021-03-14,38.13
Maldives,MDV,2021-03-15,39.35
Maldives,MDV,2021-03-16,39.68
Maldives,MDV,2021-03-17,39.93
Maldives,MDV,2021-03-18,40.26
Maldives,MDV,2021-03-19,40.34
Maldives,MDV,2021-03-20,40.45
Maldives,MDV,2021-03-21,40.5
Maldives,MDV,2021-03-22,40.84
Maldives,MDV,2021-03-23,41.25
Maldives,MDV,2021-03-24,41.62
Maldives,MDV,2021-03-25,42.07
Maldives,MDV,2021-03-26,42.12
Maldives,MDV,2021-03-27,42.57
Maldives,MDV,2021-03-28,42.95
Maldives,MDV,2021-03-29,43.27
Maldives,MDV,2021-03-30,43.6
Maldives,MDV,2021-03-31,43.98
Maldives,MDV,2021-04-01,44.54
Maldives,MDV,2021-04-02,44.61
Maldives,MDV,2021-04-03,45.41
Maldives,MDV,2021-04-04,46.37
Maldives,MDV,2021-04-05,47.52
Maldives,MDV,2021-04-06,48.81
Maldives,MDV,2021-04-07,50.11
Maldives,MDV,2021-04-08,51.83
Maldives,MDV,2021-04-09,52.34
Maldives,MDV,2021-04-10,52.49
Mali,MLI,2021-03-30,0
Mali,MLI,2021-04-02,0
Malta,MLT,2021-01-17,2.65
Malta,MLT,2021-01-18,2.94
Malta,MLT,2021-01-19,3.23
Malta,MLT,2021-01-20,3.47
Malta,MLT,2021-01-21,3.74
Malta,MLT,2021-01-22,4.02
Malta,MLT,2021-01-23,4.29
Malta,MLT,2021-01-24,4.53
Malta,MLT,2021-01-25,4.8
Malta,MLT,2021-01-26,5.07
Malta,MLT,2021-01-27,5.33
Malta,MLT,2021-01-28,5.59
Malta,MLT,2021-01-29,5.85
Malta,MLT,2021-01-30,6.08
Malta,MLT,2021-01-31,6.29
Malta,MLT,2021-02-01,6.57
Malta,MLT,2021-02-02,6.85
Malta,MLT,2021-02-03,7.16
Malta,MLT,2021-02-04,7.58
Malta,MLT,2021-02-05,8.08
Malta,MLT,2021-02-06,8.51
Malta,MLT,2021-02-07,8.89
Malta,MLT,2021-02-08,9.35
Malta,MLT,2021-02-09,9.81
Malta,MLT,2021-02-10,10.1
Malta,MLT,2021-02-11,10.5
Malta,MLT,2021-02-12,10.98
Malta,MLT,2021-02-13,11.36
Malta,MLT,2021-02-14,11.7
Malta,MLT,2021-02-15,12.15
Malta,MLT,2021-02-16,12.62
Malta,MLT,2021-02-17,13.06
Malta,MLT,2021-02-18,13.52
Malta,MLT,2021-02-19,14.06
Malta,MLT,2021-02-20,14.34
Malta,MLT,2021-02-21,14.59
Malta,MLT,2021-02-22,15.02
Malta,MLT,2021-02-23,15.58
Malta,MLT,2021-02-24,16.21
Malta,MLT,2021-02-25,16.68
Malta,MLT,2021-02-26,17.25
Malta,MLT,2021-02-27,17.66
Malta,MLT,2021-02-28,18.03
Malta,MLT,2021-03-01,18.54
Malta,MLT,2021-03-02,19.05
Malta,MLT,2021-03-03,19.67
Malta,MLT,2021-03-04,20.37
Malta,MLT,2021-03-05,21.02
Malta,MLT,2021-03-06,21.72
Malta,MLT,2021-03-07,22.16
Malta,MLT,2021-03-08,23.05
Malta,MLT,2021-03-09,23.87
Malta,MLT,2021-03-10,24.68
Malta,MLT,2021-03-11,25.65
Malta,MLT,2021-03-12,26.53
Malta,MLT,2021-03-13,27.19
Malta,MLT,2021-03-14,27.71
Malta,MLT,2021-03-15,28.6
Malta,MLT,2021-03-16,29.64
Malta,MLT,2021-03-17,30.32
Malta,MLT,2021-03-18,31.31
Malta,MLT,2021-03-19,31.78
Malta,MLT,2021-03-20,32.42
Malta,MLT,2021-03-21,33.05
Malta,MLT,2021-03-22,34.18
Malta,MLT,2021-03-23,35.26
Malta,MLT,2021-03-24,36.3
Malta,MLT,2021-03-25,37.62
Malta,MLT,2021-03-26,38.93
Malta,MLT,2021-03-27,40
Malta,MLT,2021-03-28,40.9
Malta,MLT,2021-03-29,42.15
Malta,MLT,2021-03-30,43.42
Malta,MLT,2021-03-31,44.7
Malta,MLT,2021-04-01,46.1
Malta,MLT,2021-04-02,47.35
Malta,MLT,2021-04-03,48.12
Malta,MLT,2021-04-04,48.85
Malta,MLT,2021-04-05,49.64
Malta,MLT,2021-04-06,50.51
Malta,MLT,2021-04-07,51.55
Malta,MLT,2021-04-08,52.62
Malta,MLT,2021-04-09,53.86
Mauritania,MRT,2021-03-26,0
Mauritania,MRT,2021-04-01,0.03
Mauritius,MUS,2021-01-25,0
Mauritius,MUS,2021-02-01,0.02
Mauritius,MUS,2021-02-17,0.3
Mexico,MEX,2020-12-24,0
Mexico,MEX,2020-12-27,0.01
Mexico,MEX,2020-12-28,0.01
Mexico,MEX,2020-12-29,0.01
Mexico,MEX,2020-12-30,0.02
Mexico,MEX,2021-01-04,0.03
Mexico,MEX,2021-01-05,0.04
Mexico,MEX,2021-01-06,0.04
Mexico,MEX,2021-01-07,0.05
Mexico,MEX,2021-01-08,0.05
Mexico,MEX,2021-01-09,0.06
Mexico,MEX,2021-01-10,0.06
Mexico,MEX,2021-01-11,0.07
Mexico,MEX,2021-01-12,0.07
Mexico,MEX,2021-01-13,0.15
Mexico,MEX,2021-01-14,0.26
Mexico,MEX,2021-01-15,0.32
Mexico,MEX,2021-01-16,0.36
Mexico,MEX,2021-01-17,0.37
Mexico,MEX,2021-01-18,0.38
Mexico,MEX,2021-01-19,0.39
Mexico,MEX,2021-01-20,0.39
Mexico,MEX,2021-01-21,0.43
Mexico,MEX,2021-01-22,0.48
Mexico,MEX,2021-01-23,0.48
Mexico,MEX,2021-01-24,0.49
Mexico,MEX,2021-01-25,0.5
Mexico,MEX,2021-01-26,0.51
Mexico,MEX,2021-01-27,0.51
Mexico,MEX,2021-01-28,0.51
Mexico,MEX,2021-01-29,0.51
Mexico,MEX,2021-01-30,0.52
Mexico,MEX,2021-01-31,0.52
Mexico,MEX,2021-02-01,0.52
Mexico,MEX,2021-02-02,0.53
Mexico,MEX,2021-02-03,0.53
Mexico,MEX,2021-02-04,0.54
Mexico,MEX,2021-02-05,0.54
Mexico,MEX,2021-02-06,0.55
Mexico,MEX,2021-02-07,0.55
Mexico,MEX,2021-02-08,0.56
Mexico,MEX,2021-02-09,0.56
Mexico,MEX,2021-02-10,0.56
Mexico,MEX,2021-02-11,0.56
Mexico,MEX,2021-02-12,0.56
Mexico,MEX,2021-02-13,0.56
Mexico,MEX,2021-02-15,0.58
Mexico,MEX,2021-02-16,0.71
Mexico,MEX,2021-02-17,0.82
Mexico,MEX,2021-02-18,1.02
Mexico,MEX,2021-02-19,1.22
Mexico,MEX,2021-02-20,1.28
Mexico,MEX,2021-02-21,1.31
Mexico,MEX,2021-02-22,1.34
Mexico,MEX,2021-02-23,1.4
Mexico,MEX,2021-02-24,1.47
Mexico,MEX,2021-02-25,1.62
Mexico,MEX,2021-02-26,1.76
Mexico,MEX,2021-02-27,1.85
Mexico,MEX,2021-02-28,1.9
Mexico,MEX,2021-03-01,1.96
Mexico,MEX,2021-03-02,2
Mexico,MEX,2021-03-03,2.04
Mexico,MEX,2021-03-04,2.08
Mexico,MEX,2021-03-05,2.12
Mexico,MEX,2021-03-06,2.15
Mexico,MEX,2021-03-07,2.17
Mexico,MEX,2021-03-08,2.21
Mexico,MEX,2021-03-09,2.41
Mexico,MEX,2021-03-10,2.71
Mexico,MEX,2021-03-11,2.95
Mexico,MEX,2021-03-12,3.11
Mexico,MEX,2021-03-13,3.27
Mexico,MEX,2021-03-14,3.37
Mexico,MEX,2021-03-15,3.42
Mexico,MEX,2021-03-16,3.51
Mexico,MEX,2021-03-17,3.67
Mexico,MEX,2021-03-18,3.84
Mexico,MEX,2021-03-19,4.02
Mexico,MEX,2021-03-20,4.23
Mexico,MEX,2021-03-21,4.35
Mexico,MEX,2021-03-22,4.48
Mexico,MEX,2021-03-23,4.6
Mexico,MEX,2021-03-24,4.75
Mexico,MEX,2021-03-25,4.84
Mexico,MEX,2021-03-26,5.03
Mexico,MEX,2021-03-27,5.22
Mexico,MEX,2021-03-28,5.31
Mexico,MEX,2021-03-29,5.44
Mexico,MEX,2021-03-30,5.74
Mexico,MEX,2021-03-31,6.09
Mexico,MEX,2021-04-02,6.7
Mexico,MEX,2021-04-03,6.97
Mexico,MEX,2021-04-04,7.01
Mexico,MEX,2021-04-05,7.2
Mexico,MEX,2021-04-06,7.5
Mexico,MEX,2021-04-07,7.83
Mexico,MEX,2021-04-08,8.25
Mexico,MEX,2021-04-09,8.52
Mexico,MEX,2021-04-10,8.69
Moldova,MDA,2021-03-05,0.1
Moldova,MDA,2021-03-10,0.16
Moldova,MDA,2021-03-11,0.2
Moldova,MDA,2021-03-12,0.23
Moldova,MDA,2021-03-13,0.28
Moldova,MDA,2021-03-15,0.32
Moldova,MDA,2021-03-16,0.37
Moldova,MDA,2021-03-17,0.4
Moldova,MDA,2021-03-19,0.46
Moldova,MDA,2021-03-21,0.51
Moldova,MDA,2021-03-23,0.53
Moldova,MDA,2021-03-24,0.58
Moldova,MDA,2021-03-25,0.68
Moldova,MDA,2021-03-26,0.76
Moldova,MDA,2021-03-27,0.84
Moldova,MDA,2021-03-31,1
Moldova,MDA,2021-04-01,1.04
Moldova,MDA,2021-04-04,1.18
Moldova,MDA,2021-04-06,1.28
Moldova,MDA,2021-04-07,1.36
Moldova,MDA,2021-04-09,1.43
Monaco,MCO,2020-12-30,0
Monaco,MCO,2021-01-18,6.12
Monaco,MCO,2021-03-04,39.78
Monaco,MCO,2021-03-19,46.07
Monaco,MCO,2021-04-02,52.26
Mongolia,MNG,2021-02-22,0
Mongolia,MNG,2021-02-25,0.09
Mongolia,MNG,2021-02-26,0.15
Mongolia,MNG,2021-02-27,0.21
Mongolia,MNG,2021-03-02,0.29
Mongolia,MNG,2021-03-04,0.4
Mongolia,MNG,2021-03-09,0.64
Mongolia,MNG,2021-03-10,0.93
Mongolia,MNG,2021-03-11,1.47
Mongolia,MNG,2021-03-12,2.06
Mongolia,MNG,2021-03-13,2.56
Mongolia,MNG,2021-03-14,3.05
Mongolia,MNG,2021-03-15,3.61
Mongolia,MNG,2021-03-16,3.86
Mongolia,MNG,2021-03-17,4.26
Mongolia,MNG,2021-03-18,5.23
Mongolia,MNG,2021-03-19,5.79
Mongolia,MNG,2021-03-20,6.23
Mongolia,MNG,2021-03-21,6.38
Mongolia,MNG,2021-03-23,6.82
Mongolia,MNG,2021-03-24,7.84
Mongolia,MNG,2021-03-27,8.42
Mongolia,MNG,2021-03-29,8.51
Mongolia,MNG,2021-03-30,8.85
Mongolia,MNG,2021-03-31,9.16
Mongolia,MNG,2021-04-01,9.49
Mongolia,MNG,2021-04-02,9.87
Mongolia,MNG,2021-04-03,10.27
Mongolia,MNG,2021-04-04,11.48
Mongolia,MNG,2021-04-05,12.64
Mongolia,MNG,2021-04-06,14.24
Mongolia,MNG,2021-04-08,17.38
Mongolia,MNG,2021-04-09,18.28
Montenegro,MNE,2021-02-20,0
Montenegro,MNE,2021-02-25,0.18
Montenegro,MNE,2021-02-26,0.21
Montenegro,MNE,2021-03-01,0.24
Montenegro,MNE,2021-03-03,0.31
Montenegro,MNE,2021-03-05,0.36
Montenegro,MNE,2021-03-06,0.38
Montenegro,MNE,2021-03-08,0.49
Montenegro,MNE,2021-03-12,0.54
Montenegro,MNE,2021-03-14,0.6
Montenegro,MNE,2021-03-16,0.8
Montenegro,MNE,2021-03-17,0.91
Montenegro,MNE,2021-03-18,0.97
Montenegro,MNE,2021-03-19,1.09
Montenegro,MNE,2021-03-20,1.16
Montenegro,MNE,2021-03-23,1.38
Montenegro,MNE,2021-03-24,1.72
Montenegro,MNE,2021-03-25,2.06
Montenegro,MNE,2021-03-26,2.35
Montenegro,MNE,2021-03-27,2.62
Montenegro,MNE,2021-03-28,2.97
Montenegro,MNE,2021-03-29,3.21
Montenegro,MNE,2021-03-30,3.24
Montenegro,MNE,2021-03-31,3.57
Montenegro,MNE,2021-04-01,3.67
Montenegro,MNE,2021-04-02,3.98
Montenegro,MNE,2021-04-03,4.29
Montenegro,MNE,2021-04-04,4.73
Montenegro,MNE,2021-04-05,5.04
Montenegro,MNE,2021-04-06,5.47
Montenegro,MNE,2021-04-07,5.87
Montenegro,MNE,2021-04-08,6.14
Montenegro,MNE,2021-04-09,6.34
Montenegro,MNE,2021-04-10,6.59
Montserrat,MSR,2021-02-08,0
Montserrat,MSR,2021-02-23,13.04
Montserrat,MSR,2021-03-10,18.64
Montserrat,MSR,2021-03-17,26.13
Morocco,MAR,2021-01-28,0
Morocco,MAR,2021-01-30,0.24
Morocco,MAR,2021-01-31,0.34
Morocco,MAR,2021-02-01,0.54
Morocco,MAR,2021-02-02,0.7
Morocco,MAR,2021-02-03,0.84
Morocco,MAR,2021-02-04,0.95
Morocco,MAR,2021-02-05,1.11
Morocco,MAR,2021-02-06,1.26
Morocco,MAR,2021-02-08,1.49
Morocco,MAR,2021-02-09,1.67
Morocco,MAR,2021-02-10,2.02
Morocco,MAR,2021-02-11,2.32
Morocco,MAR,2021-02-12,3.01
Morocco,MAR,2021-02-13,3.76
Morocco,MAR,2021-02-15,4.62
Morocco,MAR,2021-02-16,5.16
Morocco,MAR,2021-02-17,5.64
Morocco,MAR,2021-02-18,6.05
Morocco,MAR,2021-02-19,6.4
